eventdate,ActionGeo_FullName,tone,ActionGeo_Lat,ActionGeo_Long
2012-09-07,"Amana, Iowa, United States",1.28205128205128,41.8,-91.8707
2012-09-07,"Dover, Iowa, United States",2.782324058919805,41.8481,-92.2932
2012-09-07,"New Haven, Iowa, United States",11.5009746588694,43.2844,-92.6421
2012-09-07,"Wartburg College, Iowa, United States",3.30578512396694,42.7278,-92.4813
2012-09-07,"Nashua, Iowa, United States",5.52147239263804,42.9528,-92.5363
2012-09-07,"Jasper County, Iowa, United States",6.77966101694915,41.6833,-93.0502
2012-09-07,"Pottawattamie County, Iowa, United States",0.4651162790697675,41.3333,-95.5336
2012-09-07,"Corpus Christi School, Iowa, United States",3.833658219623133,42.5091,-94.1877
2012-09-07,"Cornell College, Iowa, United States",0.1955643134011257,41.9258,-91.4254
2012-09-07,"Mount Vernon, Iowa, United States",3.5256410256410304,41.922,-91.4168
2012-09-07,"Atlanta, Iowa, United States",2.9644141453186665,42.3255,-91.6549
2012-09-07,"Springville, Iowa, United States",8.08510638297872,42.0594,-91.4427
2012-09-07,"Cerro Gordo County, Iowa, United States",4.34782608695652,43.0833,-93.2669
2012-09-07,"Beloit, Iowa, United States",2.4475524475524444,43.2814,-96.5748
2012-09-07,"Sioux City, Iowa, United States",0.39122880211577915,42.5,-96.4003
2012-09-07,"Des Moines, Iowa, United States",0.11890115398303823,41.6005,-93.6091
2012-09-07,"Northwestern College, Iowa, United States",1.3253108806100111,42.998,-96.0536
2012-09-07,"Ottumwa, Iowa, United States",3.06603773584906,41.02,-92.4113
2012-09-07,"Orange City, Iowa, United States",0.1704241481517027,43.0072,-96.0583
2012-09-07,"Waterloo, Iowa, United States",3.1531531531531547,42.4928,-92.343
2012-09-07,"Cedar Falls, Iowa, United States",3.879303238145485,42.5278,-92.4455
2012-09-07,"Jackson County, Iowa, United States",1.86698037165327,42.1667,-90.5835
2012-09-07,"Portsmouth, Iowa, United States",2.8326988479327433,41.6503,-95.5186
2012-09-07,"Greene County, Iowa, United States",10.7579462102689,42.0333,-94.4002
2012-09-07,"Camanche, Iowa, United States",4.03930131004367,41.7881,-90.2562
2012-09-07,"Polk County, Iowa, United States",6.90032858707558,41.6833,-93.5835
2012-09-07,"Williamsburg, Iowa, United States",0.1449407537462345,41.6611,-92.0091
2012-09-07,"Saint Mary, Iowa, United States",3.722334004024145,41.907,-91.4488
2012-09-07,"Pittsburg, Iowa, United States",1.345535590419148,40.7464,-91.9918
2012-09-07,"College Hall, Iowa, United States",0.48580090681170224,41.3639,-93.5641
2012-09-07,"Rock Valley, Iowa, United States",1.57894736842105,43.2053,-96.295
2012-09-07,"Davis County, Iowa, United States",4.34782608695652,40.7506,-92.4169
2012-09-07,"Muscatine, Iowa, United States",0.1615234855209959,41.4245,-91.0432
2012-09-07,"Centerville, Iowa, United States",1.3311594173958536,40.7342,-92.8741
2012-09-07,"Clinton County, Iowa, United States",8.07860262008734,41.8834,-90.5501
2012-09-07,"Cedar Rapids, Iowa, United States",0.19366019511268998,42.0083,-91.6441
2012-09-07,"Johnson County, Iowa, United States",0.8925391737891745,41.6667,-91.5335
2012-09-07,"North Liberty, Iowa, United States",3.7037037037037,41.7492,-91.5979
2012-09-07,"City Of Mason City, Iowa, United States",8.95953757225434,43.1514,-93.1985
2012-09-07,"Buena Vista University, Iowa, United States",6.77966101694915,42.6411,-95.2086
2012-09-07,"Coralville, Iowa, United States",0.6221901959606876,41.6764,-91.5804
2012-09-07,"Sioux Center, Iowa, United States",0.9966777408637875,43.0797,-96.1756
2012-09-07,"Charlotte, Iowa, United States",2.621530159601226,41.9603,-90.4651
2012-09-07,"Mason City, Iowa, United States",1.8836705202312147,43.1536,-93.201
2012-09-06,"Mills County, Iowa, United States",0.5855255855255849,41.0333,-95.6169
2012-09-06,"West Branch, Iowa, United States",0.8710801393728232,41.6714,-91.3465
2012-09-06,"Waterloo, Iowa, United States",0.21778955041550868,42.4928,-92.343
2012-09-06,"Hiawatha, Iowa, United States",1.0678531701891,42.0358,-91.6821
2012-09-06,"Appanoose County, Iowa, United States",0.625,40.7506,-92.8669
2012-09-06,"Hawkeye, Iowa, United States",2.9870129870129847,42.9386,-91.9502
2012-09-06,"West Des Moines, Iowa, United States",2.775915597789515,41.5772,-93.7113
2012-09-06,"Mason City, Iowa, United States",0.26410532788456,43.1536,-93.201
2012-09-06,"Clay County, Iowa, United States",2.8464419475655434,43.0833,-95.1503
2012-09-06,"Monona County, Iowa, United States",0.680272108843538,42.0333,-95.967
2012-09-06,"Des Moines, Iowa, United States",0.09354015321790164,41.6005,-93.6091
2012-09-06,"Fredericksburg, Iowa, United States",0.3446187464246958,42.9653,-92.1996
2012-09-06,"Oakwood Cemetery, Iowa, United States",7.53768844221105,43.2539,-93.1255
2012-09-06,"Northwestern College, Iowa, United States",6.82492581602374,42.998,-96.0536
2012-09-06,"Muscatine, Iowa, United States",0.4540358977180319,41.4245,-91.0432
2012-09-06,"Fremont County, Iowa, United States",1.2731481481481466,40.7506,-95.6003
2012-09-06,"Fort Dodge, Iowa, United States",0.526315789473685,42.4975,-94.168
2012-09-06,"Marion County, Iowa, United States",0.8450704225352119,41.3333,-93.1002
2012-09-06,"Evansdale, Iowa, United States",0.0,42.4692,-92.281
2012-09-06,"Knapp Center, Iowa, United States",2.8153153153153148,41.6044,-93.6527
2012-09-06,"Black Hawk County, Iowa, United States",1.153846153846155,42.4667,-92.3168
2012-09-06,"Sioux City, Iowa, United States",0.6539161172271004,42.5,-96.4003
2012-09-06,"Pioneer Cemetery, Iowa, United States",1.4153668399768933,41.7714,-90.8788
2012-09-06,"Council Bluffs, Iowa, United States",0.4857521914639573,41.2619,-95.8608
2012-09-06,"Springville, Iowa, United States",7.84869455803711,42.0594,-91.4427
2012-09-06,"Cedar Rapids, Iowa, United States",1.8129253377206715,42.0083,-91.6441
2012-09-06,"Lyon County, Iowa, United States",0.5305330634278,43.3833,-96.2509
2012-09-06,"Orange City, Iowa, United States",0.8531157270029676,43.0072,-96.0583
2012-09-06,"Hamilton Hall, Iowa, United States",3.00925925925926,42.0278,-93.6422
2012-09-06,"Mitchellville, Iowa, United States",2.125279642058165,41.6686,-93.3577
2012-09-06,"Polk County, Iowa, United States",1.69491525423729,41.6833,-93.5835
2012-09-06,"Sioux County, Iowa, United States",2.274975272007913,42.7333,-96.2336
2012-09-06,"Reinbeck, Iowa, United States",0.571222428365286,42.3236,-92.5994
2012-09-06,"Wapsie, Iowa, United States",1.4361702127659575,42.715,-92.1993
2012-09-06,"Credit Island, Iowa, United States",5.08474576271187,41.4934,-90.6207
2012-09-06,"Webster County, Iowa, United States",1.05263157894737,42.4333,-94.1669
2012-09-06,"First Baptist Church, Iowa, United States",1.1551155115511569,43.375,-95.9778
2012-09-06,"Bremer County, Iowa, United States",0.34238086385325645,42.7666,-92.3168
2012-09-06,"Lutheran Church, Iowa, United States",6.82926829268293,42.735,-93.7341
2012-09-06,"Cerro Gordo County, Iowa, United States",1.4168530947054434,43.0833,-93.2669
2012-09-06,"Chickasaw County, Iowa, United States",0.2475570653256519,43.0666,-92.3168
2012-09-06,"Drake University, Iowa, United States",0.1687309969136656,41.6014,-93.6519
2012-09-06,"Georgetown, Iowa, United States",5.94246782740348,41.0128,-92.9552
2012-09-06,"Little Rock, Iowa, United States",1.1326860841423931,43.4441,-95.8834
2012-09-06,"Scott County, Iowa, United States",0.3563099076741149,41.6334,-90.6335
2012-09-06,"Loras College, Iowa, United States",7.4168797953964205,42.5042,-90.6815
2012-09-06,"Carroll County, Iowa, United States",3.18471337579618,42.0333,-94.8836
2012-09-06,"Trinity Regional Medical Center, Iowa, United States",0.7017543859649132,42.4925,-94.1926
2012-09-06,"College Of Veterinary Medicine, Iowa, United States",2.5693665522359326,42.0072,-93.6324
2012-09-06,"Wright County, Iowa, United States",6.3131313131313105,42.7333,-93.7169
2012-09-06,"Emmanuel Lutheran Church, Iowa, United States",1.8592297476759632,43.33,-93.0694
2012-09-06,"Linn County Jail, Iowa, United States",1.371951219512196,41.9746,-91.6693
2012-09-06,"Hubbard Park, Iowa, United States",1.5760869565217397,42.5186,-96.4003
2012-09-06,"Fort Madison, Iowa, United States",6.11111111111111,40.6298,-91.3151
2012-09-06,"Ida Grove, Iowa, United States",4.37580437580438,42.345,-95.4717
2012-09-06,"Morningside College, Iowa, United States",2.274975272007913,42.4747,-96.3595
2012-09-06,"Cowles Library, Iowa, United States",0.6256256256256256,41.6011,-93.6541
2012-09-06,"Expo High School, Iowa, United States",1.3386880856760366,42.4986,-92.3285
2012-09-06,"Cedar Falls, Iowa, United States",0.31151869158029466,42.5278,-92.4455
2012-09-06,"Riverdale, Iowa, United States",1.11863711001642,41.5445,-90.4582
2012-09-06,"Lee County, Iowa, United States",0.9129272889744288,40.65,-91.4835
2012-09-06,"Clinton County, Iowa, United States",1.2151898734177218,41.8834,-90.5501
2012-09-06,"Eagle Grove, Iowa, United States",6.64652567975831,42.6641,-93.9044
2012-09-06,"Ida County, Iowa, United States",4.37580437580438,42.3833,-95.5169
2012-09-06,"Woodbury County, Iowa, United States",0.8531157270029674,42.3833,-96.0336
2012-09-06,"Jefferson County, Iowa, United States",3.27868852459016,41.0334,-91.9502
2012-09-06,"Urbandale, Iowa, United States",0.6244388618391518,41.6267,-93.7122
2012-09-06,"Northpark Mall, Iowa, United States",2.46305418719212,41.5631,-90.5743
2012-09-06,"Nahant Marsh, Iowa, United States",2.542372881355935,41.4912,-90.6375
2012-09-06,"Bunger Middle School, Iowa, United States",4.01606425702811,42.4719,-92.2746
2012-09-06,"Storm Lake, Iowa, United States",3.0867630700778745,42.6411,-95.2097
2012-09-05,"Riverside, Iowa, United States",13.3928571428571,42.5189,-96.4823
2012-09-05,"Tripoli Community School, Iowa, United States",2.7210884353741505,42.8011,-92.2602
2012-09-05,"Clarinda, Iowa, United States",7.284768211920531,40.7419,-95.0383
2012-09-05,"Des Moines, Iowa, United States",0.13426155268357493,41.6005,-93.6091
2012-09-05,"Waterloo, Iowa, United States",0.24429967426710128,42.4928,-92.343
2012-09-05,"Johnson County, Iowa, United States",0.6392193410449003,41.6667,-91.5335
