eventdate,ActionGeo_FullName,tone,ActionGeo_Lat,ActionGeo_Long
2015-04-12,"Pleasant Hill, Iowa, United States",0.914285714285714,41.5839,-93.5199
2015-04-12,"Monticello, Iowa, United States",-0.005347920600302776,42.2383,-91.1871
2015-04-12,"Jackson County, Iowa, United States",-0.230326295585412,42.1667,-90.5835
2015-04-12,"Burlington, Iowa, United States",0.267379679144385,40.8075,-91.1129
2015-04-12,"Louisa County, Iowa, United States",-0.62305295950156,41.2334,-91.2668
2015-04-12,"Hurstville, Iowa, United States",6.56424581005587,42.0975,-90.6832
2015-04-12,"Mitchell County, Iowa, United States",-1.8018018018018,43.35,-92.7835
2015-04-12,"Mapleton, Iowa, United States",1.23893805309734,42.1658,-95.7931
2015-04-12,"Dubuque County, Iowa, United States",-1.24879923150816,42.4833,-90.8668
2015-04-12,"Woodbury County, Iowa, United States",1.6666666666666698,42.3833,-96.0336
2015-04-12,"Carroll County, Iowa, United States",-0.46875,42.0333,-94.8836
2015-04-12,"Coe College, Iowa, United States",0.5714285714285733,41.9864,-91.6571
2015-04-12,"Hiawatha, Iowa, United States",-0.353982300884955,42.0358,-91.6821
2015-04-12,"Interstate, Iowa, United States",-1.8365472910927434,41.6961,-92.7269
2015-04-12,"Des Moines, Iowa, United States",5.934607631132594E-4,41.6005,-93.6091
2015-04-12,"Peosta, Iowa, United States",-1.8085106382978726,42.4506,-90.8504
2015-04-12,"Urbandale, Iowa, United States",-0.81798647534582,41.6267,-93.7122
2015-04-12,"Council Bluffs, Iowa, United States",0.05520844954535878,41.2619,-95.8608
2015-04-12,"Muscatine, Iowa, United States",-0.1428214618320031,41.4245,-91.0432
2015-04-12,"Calhoun County, Iowa, United States",-1.24610591900312,42.3833,-94.6503
2015-04-12,"West Des Moines, Iowa, United States",0.10526824606973764,41.5772,-93.7113
2015-04-12,"Dry Run Creek, Iowa, United States",-1.23180291153416,43.1869,-96.3625
2015-04-12,"Marshalltown, Iowa, United States",-0.16865872888909217,42.0494,-92.908
2015-04-12,"Spirit Lake, Iowa, United States",0.42643923240938,43.4222,-95.1022
2015-04-12,"Williamsburg, Iowa, United States",3.282122905027935,41.6611,-92.0091
2015-04-12,"Cedar Falls, Iowa, United States",0.36899559259447057,42.5278,-92.4455
2015-04-12,"Brooklyn, Iowa, United States",-0.027990111147221913,41.7336,-92.4455
2015-04-12,"Hancock County, Iowa, United States",1.04712041884817,43.0833,-93.7169
2015-04-12,"Indianola, Iowa, United States",0.05357475739168204,41.358,-93.5574
2015-04-12,"Greenville, Iowa, United States",0.036995930447650004,43.0166,-95.1461
2015-04-12,"Water Works Park, Iowa, United States",1.875,41.3545,-92.6574
2015-04-12,"Charter Oak, Iowa, United States",1.23893805309734,42.0683,-95.5917
2015-04-12,"Linn County, Iowa, United States",0.2677376171352,42.0667,-91.6002
2015-04-12,"Dallas County, Iowa, United States",0.0,41.6833,-94.0502
2015-04-12,"United Methodist Church, Iowa, United States",0.7619047619047618,43.4294,-96.1722
2015-04-12,"Dover, Iowa, United States",0.242849433351325,41.8481,-92.2932
2015-04-12,"Fort Dodge, Iowa, United States",0.05209261437209859,42.4975,-94.168
2015-04-12,"Shell Rock, Iowa, United States",-0.2513274336283184,42.7103,-92.583
2015-04-12,"Sioux City, Iowa, United States",-0.21970585348125699,42.5,-96.4003
2015-04-12,"Veterans Park, Iowa, United States",0.5429462594545228,43.0783,-94.2361
2015-04-12,"Wartburg Chapel, Iowa, United States",1.480637813211845,42.7269,-92.4824
2015-04-12,"Northpark Mall, Iowa, United States",-0.45146726862302405,41.5631,-90.5743
2015-04-12,"Mason City, Iowa, United States",-0.10981400112056318,43.1536,-93.201
2015-04-12,"Altoona, Iowa, United States",-3.88994307400379,41.6442,-93.4647
2015-04-12,"Wheatland, Iowa, United States",0.2755905511811,41.8317,-90.8382
2015-04-12,"The Commons, Iowa, United States",0.0,41.9258,-91.4257
2015-04-12,"Polk County, Iowa, United States",-0.11066282767123824,41.6833,-93.5835
2015-04-12,"Kirkwood Community College, Iowa, United States",-0.0893766617606277,41.9122,-91.6535
2015-04-12,"Keosauqua, Iowa, United States",-0.025457434412935867,40.7303,-91.9624
2015-04-12,"Black Hawk County, Iowa, United States",0.06601869554745725,42.4667,-92.3168
2015-04-12,"Cedar Valley, Iowa, United States",-0.05173801566939315,41.7264,-91.2466
2015-04-12,"Adventist Church, Iowa, United States",0.09223201475712232,41.6128,-94.9767
2015-04-12,"Cedar Rapids, Iowa, United States",-0.036900570664988856,42.0083,-91.6441
2015-04-11,"Benton County, Iowa, United States",-6.84931506849315,42.0667,-92.0668
2015-04-11,"Pleasant Hill, Iowa, United States",1.751313485113835,41.5839,-93.5199
2015-04-11,"Plymouth County, Iowa, United States",2.73556231003039,42.7333,-96.2336
2015-04-11,"Saylorville, Iowa, United States",3.1674208144796396,41.6786,-93.6297
2015-04-11,"Louisa County, Iowa, United States",2.58064516129032,41.2334,-91.2668
2015-04-11,"Trinity Episcopal Church, Iowa, United States",0.5656329237370766,43.1125,-94.68
2015-04-11,"Cedar Valley, Iowa, United States",0.006851280280955393,41.7264,-91.2466
2015-04-11,"Urbana, Iowa, United States",-1.98135198135198,42.2242,-91.8743
2015-04-11,"Concord Care Center, Iowa, United States",-1.1111111111111134,43.0911,-93.6085
2015-04-11,"City Of Ames, Iowa, United States",-1.6704631738800297,42.0255,-93.6269
2015-04-11,"Mackay Hall, Iowa, United States",-2.505694760820045,42.0283,-93.6472
2015-04-11,"Cerro Gordo County, Iowa, United States",-4.27807486631016,43.0833,-93.2669
