item,sum_sale_liters,sum_sale_dollars
YAHARA BAY VANILLA DREAM,127.35,6880.47
CRUZAN AGED LIGHT W MASON JAR DISPENSER,126.75,1732.25
SAUZA CUCUMBER CHILI,126.75,2396.42
THATCHERS ELDERFLOWER,126.0,2772.0
GLENFIDDICH 1963 REPLICA HA,126.0,14112.0
CIROC VODKA,126.0,3670.56
SAMMY'S BEACH BAR RUM,126.0,3754.08
JAMES FOXE,126.0,941.04
GEORGIA MOON LEMONADE FRUIT JAR,126.0,1396.32
CORAZON BLANCO TEQUILA,126.0,3933.84
BAJA ROSA STRAWBERRY LIQUEUR,126.0,2237.76
MT GAY EXTRA OLD RUM,126.0,5340.24
BELVEDERE PURE PERFECT SHOT VAP,126.0,3725.28
CRAGGANMORE SING MALT SCOTCH 12YR HA,126.0,7182.48
HEAVEN HILL OLD STYLE(GREEN LABEL),126.0,1513.2
BRECKENRIDGE BOURBON,126.0,6714.0
SALVADOR'S STRAWBERRY MARGARITA,126.0,632.88
MARTELL CORDON BLEU 12,126.0,14674.8
YAHARA BAY VODKA,126.0,5887.44
WHALERS GREAT WHITE RUM,126.0,1748.88
CROWN ROYAL HAND SELECTED BARREL #2665,126.0,6928.32
CATDADDY CAROLINA MOONSHINE,126.0,3149.34
JOHNNIE WALKER SWING HA,126.0,7560.0
HANGAR ONE FRASER RIVER RASPBERRY VODKA,124.5,3728.36
GOSLING GOLD RUM,124.5,2284.16
LA COLLECTION RACE CAR,124.0,5022.0
WICKED 87 AMERICAN LIGHT WHISKEY,123.45,2797.71
BELVEDERE MANGO PASSION,122.25,4193.99
JUNIOR JOHNSON APPLE PIE MIDNIGHT MOON,121.5,3295.08
WILD TURKEY KENTUCKY SPIRIT,121.5,6043.74
GLENFARCLAS 12YR 6PAK SING MALT,121.5,6501.78
IRISH MIST HONEY LIQUEUR,120.75,2857.75
BURNETT'S LIME,120.0,1126.32
CYNAR,120.0,2324.4
LEROUX POLISH BLACKBY BRANDY,120.0,1417.2
FORBIDDEN SECRET COFFEE PACK,120.0,1830.15
ISLE OF JURA SUPERSTITION,120.0,6851.400000000001
BACARDI 8 W 2 GLASSES,118.5,2488.5
LA COLLECTION SANTA CLAUS,118.0,4750.68
KETEL ONE,118.0,3097.5
EARLY TIMES BOURBON 354,117.96,681.12
ORPHAN BARREL FORGED OAK HA,117.75,8240.93
BLAIR ATHOL,117.1,10524.72
PHILLIPS SNO SHOE GROG,117.0,1112.76
BURNETT'S GRAPE,117.0,968.7
KILBEGGAN IRISH WHISKY,117.0,3055.08
WHALERS VANILLE RUM,117.0,1708.44
MARGARITAVILLE ISLAND LIME TEQUILA,117.0,1753.44
AGUARDIENTE CRISTAL LIQUEUR,117.0,2023.32
CANADIAN MAC NAUGHTON WHISKEY DNO,117.0,1210.56
EDRADOUR 10YR SING MALT SCOTCH,117.0,7159.56
BLACK TIE BOURBON,117.0,5305.56
DEKUYPER LUSCIOUS BLUEBERRY BLAST,117.0,1445.4
PATRON CITRONGE LIME,117.0,3218.28
VOX VODKA,117.0,3191.76
360 GRAPE VODKA,117.0,1731.48
LORD CALVERT CANADIAN WHISKEY (SIGNATURE),117.0,1170.0
LEROUX JEZNOWKA POLISH BLACKBERRY BRANDY,117.0,1174.68
DEKUYPER CREME DE MENTHE GREEN,117.0,1055.64
OLD CHARTER 8YR KY STR BOURBON HA,117.0,1862.64
BISON RIDGE CANADIAN WHISKY 3YR,117.0,1170.0
VERY OLD BARTON 4YR,117.0,1521.0
SKINNYGIRL MEYER LEMON,116.25,2439.7
HANGAR ONE LIME,116.25,4185.0
HANGAR ONE BLUEBERRY FLAVORED VODKA,116.25,3481.6
GILBEYS VODKA P.E.T.,115.5,1001.22
HEAVEN HILL GREEN LABEL BOURBON,115.5,1084.32
J W DANT SCOTCH,115.5,1217.88
THATCHER BLOOD ORANGE,115.5,2541.0
GODIVA CHOCOLATE VODKA,115.5,3694.46
FIREFLY RASPBERRY TEA VODKA,115.5,2172.26
10 ULTIMATE POMEGRANATE MARGARITA RTD,115.5,939.84
ARMAGNAC XO 25YR,115.4,11951.49
NEW AMSTERDAM RED BERRY VODKA,115.2,1762.56
ISLE OF JURA 10YR,114.75,5733.29
CEDAR RIDGE AGE YOUR OWN WHISKEY KIT,114.75,9677.28
OLE SMOKY HUNCH PUNCH LIGHTNIN',114.75,2953.91
ABSINTHE VERDE,114.7,6511.17
YAHARA BAY LEMONCELLO,114.45,7332.54
HIRAM WALKER COFFEE BRANDY,114.0,1169.76
BACARDI GRAPEFRUIT,114.0,1881.76
CRUZAN ESTATE DIAMOND LIGHT,113.25,2376.74
BUCHANAN SPECIAL RESERVE 18YR W 2 GLASSES,112.5,8791.5
PATRON XO CAFE W DARK COCOA TOWER,112.5,3261.0
THE KNOT IRISH WHISKEY,112.5,2973.0
SPIKED APPLE SPIRITS,112.5,3150.0
ONE BOTANICAL,112.5,4036.5
RUSSELL'S RESERVE SINGLE BARREL - BARREL,112.5,6412.5
CRUZAN COCONUT W MASON JAR DISPENSER,112.5,1537.5
BASIL HAYDEN W MUDDLER HA,112.5,4959.0
WILD TURKEY MASTER'S KEEP HA,111.75,16762.5
FORBIDDEN SECRET WHITE CHOCOLATE,111.75,2597.07
FUZZY'S ULTRA PREMIUM CHECKERED FLAG,111.0,3368.48
CIROC,110.4,4697.52
PASSION XO COMBO PACK,110.4,1462.8
DOUBLE CROSS W 2 GLASSES,110.25,4405.59
CANADIAN CLUB RYE,110.25,2662.17
JOSE CUERVO RESERVA DE LA FAMILIA,110.25,13776.84
WILD TURKEY DIAMOND HA,108.75,13627.5
BOLS SOUR APPLE,108.75,1560.2
SEAGRAM'S PEACH TWISTED GIN,108.0,1069.2
GRAND MACNISH,108.0,1206.72
PALLINI LEMONCELLO,108.0,2376.0
PEARL WEDDING CAKE VODK,108.0,1696.32
GLENMORANGIE MILSEAN HA,108.0,10798.56
BIRD DOG PEACH W BBQ SAUCE,108.0,2160.0
ALIZE GOLD,108.0,2487.78
SMIRNOFF MELON,108.0,1450.44
360 SORRENTO LEMON FLAVORED VODKA,108.0,1612.32
STOLI VARIETY BAR,108.0,2561.76
ALTO DEL CARMEN PISCO RESERVADO,108.0,2146.32
CROWN ROYAL HAND SELECTED BARREL #2666,108.0,5938.56
TALL BLONDE VODKA,108.0,3343.68
CHAMBORD LIQUEUR S,108.0,6463.8
TANGLE RIDGE CANADIAN WHISKY,108.0,2440.8
ARDBEG DARK COVE HA,108.0,11878.56
JEWEL OF RUSSIA CLASSIC,108.0,4248.36
PATRON XO CAFE W 2 SHOT GLASSES HA,108.0,3132.0
360 HUCKLEBERRY,107.5,1515.75
A+,107.25,2145.0
KNOB CREEK W CRYSTAL DECANTER,106.75,3253.74
CRUZAN 9,106.5,1456.1
PAUL MASSON VSOP BRANDY,105.6,1551.84
CANADIAN MAC NAUGHTON WHISKEY,105.0,958.8
SOBIESKI LEMON MERINGUE,105.0,1190.56
SCAPA 16YR SING MALT SCOTCH,103.5,8986.02
SAUZA TRES GENERACIONES REPOSADO,103.5,4241.82
HUDSON MANHATTAN RYE,103.5,10007.76
BALVENIE 21YR,103.5,25092.54
TOSCHI LEMONCELLO,103.5,2853.12
REDBREAST CASK STRENGTH,103.5,6474.96
PIERRE FERRAND DRY CURACAO,103.5,3358.8
E.H. TAYLOR JR. STRAIGHT RYE WHISKEY,103.5,7866.0
IXA TEQUILA,103.5,4368.54
SKINOS,103.5,3485.88
JUNIOR JOHNSON CHERRY(DO NOT USE),103.5,2806.92
ROCK HILL FARMS BOURBON HA,103.5,5837.4
BURNETT'S CRANBERRY,102.0,967.44
PUCKER VODKA 50ML GRAVITY FEED,102.0,2041.02
DEATH'S DOOR WHITE WHISKEY,102.0,3569.88
ARTISAN GRAIN SILVER,101.25,2093.85
BLOOD OATH HA,101.25,10935.0
BLOOD OATH PACT NO. 2,101.25,10935.0
HANGAR ONE MANDARIN,101.25,3645.0
TEQUILA ROSE VALENTINE W 2 SHOT GLASSES,101.25,1942.89
PEARL CHOCOLATE HAZELNUT,100.5,1579.86
WHITE DOG WHEAT HA,100.5,3618.0
JOHN DEKUYPER FLEUR,100.5,2426.74
BAD MEDICINE GIN,99.75,2793.0
WHITE DOG STRAIGHT RYE HA,99.75,3591.0
CRAGABUS BLENDED,99.45,6641.52
HIRAM WALKER CREME DE MENTHE WHITE,99.0,787.32
CLEAR CREEK PEAR BRANDY,99.0,4825.44
AZTECA DE ORO BRANDY,99.0,2547.84
TORTUGA BANANA RUM,99.0,1469.16
BACARDI 8 GIFT BOX,99.0,2079.0
TOSOLINI CIVIDINA GRAPPA,99.0,2293.5
BURNETT'S RED BERRY,99.0,958.32
HEAVEN HILL OLD STYLE GREEN 90,99.0,913.44
WILD TURKEY 81 RYE,99.0,2557.32
44 NORTH HUCKLEBERRY VODKA,99.0,2822.16
HERRADURA ANEJO TEQUILA,99.0,5414.22
JINRO SOJU 24,99.0,1299.12
"THREE OLIVES ""DUDE"" FLAVORED VODKA",99.0,1973.4
OLD FITZGERALD BONDED BBN-DNO,99.0,1469.16
JOHNNIE WALKER GOLD,99.0,9870.96
THREE OLIVES RANGTANG VODKA,99.0,2037.6
LUXARDO AMARO ABANO,99.0,2737.92
ABERFELDY 16YR W 2 GLASSES & ICE MOLD,99.0,9040.68
LUCID ABSINTHE LIQUEUR W GLASS,99.0,6436.32
ICE HOLE ROOTBEER SCHNAPPS,99.0,1020.36
ABERLOUR 18YR,98.25,9736.93
RHUM BARBANCOURT FIVE STAR W 2 GLASSES,98.25,2621.31
JAILERS TENNESSEE WHISKEY,98.25,3022.17
IRISHMAN IRISH COFFEE,98.25,2883.31
ARROW TRIPLE SEC,96.0,336.96
DON Q MOJITO RUM,96.0,1368.9
TANQUERAY MALACCA GIN(DNO),96.0,2296.32
ABSOLUT RUBY RED W GRAPEFRUIT JUICE,96.0,2206.72
KENTUCKY GENTLEMAN BOURBON,96.0,647.04
DRAMBUIE 15YR,96.0,6753.28
YAHARA BAY ORANGECELLO,95.6,4903.6
HERRADURA BLANCO SILVER 6X6 TEQUILA,95.25,3663.57
ANCIENT ANCIENT AGE 10 STAR BOURBON,94.5,1065.42
SCORPION MEZCAL SILVER,94.5,3914.82
CHRISTIAN BROTHERS FROST BRANDY,94.5,1020.06
CONNEMARA SINGLE MALT,94.5,4906.08
GREY GOOSE LA POIRE VODKA(PEAR),94.5,3406.32
THE GLENLIVET SING MALT SCOTCH,94.5,3201.12
BELVEDERE PURE ICE CRUSH,93.75,3216.25
BLACKHEART W TUMBLER,93.75,1488.75
DISARONNO AMARETTO GLASS PACK,93.75,2498.75
WILLIAMS PEAR BRANDY,93.7,4550.05
BURNETT'S PEAR VODKA,93.0,881.52
MAESTRO DOBEL TEQUILA,93.0,4586.76
TETON GLACIER POTATO VODKA,93.0,1793.16
MACALLAN 12YR SCOTCH,92.4,7461.9
PATRON XO CAFE W 2 PILSNER GLASSES,92.25,2675.25
DORDA DOUBLE CHOCOLATE LIQUEUR,92.25,2638.35
ROGER CLYNES MEXICAN MOONSHINE SILVER TEQUILA,92.25,4612.5
GIRO GOLD,92.0,920.92
E.H. TAYLOR JR. STRAIGHT RYE WHY. HA,91.5,6954.0
LOCK STOCK & BARREL,91.5,11163.0
NEW AMSTERDAM PEACH VODKA,91.2,1395.36
JEFFERSON'S OCEAN,90.0,7648.8
PHILLIPS GIN-KA,90.0,1302.0
TY KU CITRUS PREMIUM LIQUEUR,90.0,2520.0
TARANTULA AZUL CO PACK,90.0,1918.8
GLENMORANGIE EALANTA DNO,90.0,10795.2
FUNDADOR BRANDY,90.0,1612.8
PATRON ANEJO W CRYSTAL BEES,90.0,5580.0
THREE OLIVES CITRUS,90.0,1962.72
MR. BOSTON PEPPERMINT SCHNAPPS,90.0,529.2
GEORGE DICKEL #8,90.0,1798.8
TRAIL'S END BOURBON WHISKEY HA,90.0,4441.2
JAMESON 12YR IRISH WHISKEY HA,90.0,6300.0
ENVY BLEND 2UR,90.0,4410.0
HIBIKI HARMONY HA,90.0,7274.64
OUZO #12,90.0,1852.8
ROGUE HAZELNUT SPICE RUM,90.0,3720.6
J. W. DANT BOND BOURBON,90.0,1431.6
MCMASTER'S CANADIAN WHISKY,90.0,931.2
JACK DANIEL'S 2YR RESTED TENNESSEE RYE HA,90.0,4528.8
DON Q COCONUT RUM,90.0,1350.0
CROWN ROYAL RESERVE W 4 COASTERS,90.0,4401.6
DR. MCGILLICUDDYS WILD GRAPE,90.0,1558.8
BOLS GENEVER GIN,89.25,4115.02
WHITE WATER WHISKEY,89.25,1994.44
YAHARA BAY APPLE CRISP(APPLE PIE),88.65,4028.13
HIGH WEST,88.5,3717.0
SKYY CORE W 4-50MLS,88.35,1396.86
ST. BRENDAN'S PEPPERMINT BARK LIQUEUR,87.75,1349.01
HENNESSY VSOP ROUND GIFTBOX,87.75,5789.16
CAPTAIN MORGAN WHITE RUM,87.5,1349.5
LEDAIG 10 YEAR,87.0,5894.38
STIRRINGS POMEGRANATE LIQUEUR,87.0,1129.84
GINGER LIQUEUR,86.95,4592.71
MAC SPEY BLENDED,85.65,5440.5
CAOL ILA 12 YR SCOTCH,85.5,4643.22
UNCLE VAL'S BOTANICAL GIN,85.5,2992.5
PHILLIPS UNION VANILLA,85.5,2445.3
TOOTERS WHIP'D IT,85.125,1959.01
ORPHAN BARREL LOST PROPHET HA,84.75,11016.37
BLACKHEART W ROCK GLASSES,84.0,1333.92
MR. BOSTON FIVE STAR BRANDY VEQ,84.0,679.32
CYCLONE VODKA,84.0,1293.8
SOLDIER VALLEY VODKA,84.0,2381.12
GLENMORANGIE SIGNET HA,84.0,16800.0
EARLY TIMES BOURBON,84.0,874.44
KRAKEN BLACK SPICED RUM 70,84.0,1138.56
CHRISTIAN BROTHERS FROST WHITE,84.0,877.56
OLD RIP VAN WINKLE 15YR(PAPPY) HA,83.25,6152.52
GLENFIDDICH MALT MASTER,83.25,1950.0
ACHAIA CLAUSS OUZO GREEK LIQUEUR,83.25,1477.12
BLACK HAUS,82.2,2481.36
BIRD DOG ML VARIETY PACK,81.6,1840.08
KARIMBA COFFEE LIQUEUR,81.0,1339.6
GRAND MARNIER CENTENAIRE (),81.0,12023.22
HIRAM WALKER AMARETTO,81.0,550.68
HIRAM WALKER POMEGRANATE SCHNAPPS,81.0,629.52
CLONTARF CLASSIC BLEND IRISH,81.0,1782.0
WHALER'S DARK RUM,81.0,1140.72
SEAGRAMS PLATINUM VODKA,81.0,997.56
DALMORE 15YR SINGLE MALT,81.0,7800.84
DEKUYPER LEMON DROP,81.0,1006.2
WILLETT POT STILL RESERVE HA,81.0,3673.08
SMITH AND CROSS JAMAICA RUM,81.0,2619.0
FLOR DE CANA WHITE,81.0,1625.4
BOWMORE DARKEST 15YR,81.0,6291.36
ALIZE BLUE,81.0,1823.04
GLENKINCHIE SING MALT SCOTCH 12YR HA,81.0,4917.48
SABE PREMIOM SAKE DOUBLE BARREL,81.0,2428.92
MILAGRO TEQUILA SBR ANEJO,81.0,8007.24
MARGARITAVILLE COCONUT JAMAICAN RUM,81.0,737.64
CHIVAS REGAL 18YR TIN HA,80.25,5616.43
THE GLENLIVET ARCHIVE 21YR SING MALT HA,80.25,11329.24
THATCHER'S BLOOD ORANGE,80.25,1431.66
ARMAGNAC XO 10 YR,80.1,5527.86
DON JULIO ANEJO,79.854,5313.32
MILAGRO TEQUILA SBR SILVER,79.5,4311.63
JOHN DEKUYPER ROUGE,79.5,1919.66
CHOPIN WHEAT VODKA,79.5,2517.5
KAH BLANCO,79.2,3384.48
GRIFFON,79.0,948.0
TEACHERS HIGHLAND CREAM SCOTCH,78.75,1596.18
CAIPIRINHA LIME,78.65,3906.64
GLENROTHES 1995,78.0,7741.14
KRU PEACH MANGO VODKA,78.0,1770.6
UV BLUE RASPBERRY VODKA GLASS,76.8,1136.64
CANADIAN CLUB WHISKEY,76.8,1370.88
ABERFELDY 12 YEAR SINGLE MALT SCOTCH,76.5,3786.24
OLE SMOKY WHITE LIGHTNIN' MOONSHINE,76.5,1683.0
REDBREAST 12YR CASK STRENGTH HA,76.5,6118.98
RONDIAZ COCONUT RUM,76.5,720.0
RAMAZZOTTI AMARO,76.5,2701.14
MCCORMICK IRISH CREAM W 2 GLASSES HA,76.5,1171.98
HUDSON FOUR GRAIN,76.5,7397.04
JUNIOR JOHNSON STRAWBERRY MIDNIGHT MOON,76.5,2074.68
GLENDRONACH 15YO,76.5,8526.72
WOODFORD RESERVE KENTUCKY DERBY 2016,76.0,3079.52
UV SWEET GREEN TEA VODKA,75.75,807.76
PATRON RAINBOW PACK,75.45,7585.24
PENTHOUSE,75.0,2249.0
44 NORTH CHERRY,75.0,2126.0
MINNESOTA 14,75.0,2676.0
PEARL CARAMEL,75.0,1048.92
UV RED(CHERRY) VODKA,74.4,1063.68
DISARONNO AMARETTO CAVALLI MIGNON 3-50ML PACK,74.25,4614.4
THREE OLIVES CITRUS VODKA,74.25,1657.26
OLD RIP VAN WINKLE 12YR(PAPPY) HA,74.25,3973.92
THE ANEJO BY PORFIDIO,73.5,10093.48
BURNETT'S WHITE RUM,73.5,636.3
KAHLUA RTD WHITE RUSSIAN DNO,73.5,489.18
TEELING SINGLE MALT HA,72.75,4704.5
NUTLIQUOR PEANUT BUTTER VODKA,72.0,1440.0
CRAGGANMORE 12 YR SINGLE MALT SCOTCH,72.0,3922.56
LUXARDO MORLACCO CHERRY LIQUEUR,72.0,1918.08
HINE RARE VSOP COGNAC,72.0,4842.0
EL TORO REPOSADO TEQUILA,72.0,758.16
LARRESSINGLE VSOP ARMAGNAC VSOP,72.0,3706.56
GLENKINCHIE 12YR SINGLE MALT SCOTCH,72.0,3910.08
GLENGOYNE 10YR SCOTCH,72.0,3741.12
LAGAVULIN 12 YEAR HA,72.0,10800.0
CORAZON DE AGAVE REPOSADO TEQUILA,72.0,2796.24
GLENFARCLAS 17YR,72.0,7733.82
MAGELLAN GIN W MARTINI GLASS,72.0,2448.0
KETEL ONE VODKA,72.0,2426.6400000000003
FINLANDIA MANGO FUSION,72.0,1233.6
KAUAI DARK HAWAIIAN RUM,72.0,3438.72
BACARDI CLASSIC COCKTAILS STRAWBERRY DAIQUIRI LIGHT,72.0,864.0
BACARDI CLASSIC COCKTAILS PINA COLADA LIGHT,72.0,864.0
JOHNNIE WALKER COLLECTION PACK HA,72.0,8099.1
CHINACO ANEJO TEQUILA,72.0,5145.06
FAMOUS BLACK GROUSE,72.0,2159.04
SAUZA CIEN ANOS BLANCO,72.0,1522.56
HEAVEN HILL OLD STYLE GREEN 6YR,72.0,785.28
CASTRIES PEANUT RUM CREAM,72.0,2285.76
RON DE JEREMY SPICED,72.0,1206.72
BUSNEL CALVADOS PAYS D'AUGE VSOP,72.0,3672.0
DEEP EDDY SWEET TEA VODKA,72.0,1628.64
DEKUYPER ANISETTE,72.0,756.48
DEKUYPER CRM DE CACAO DARK,72.0,613.32
MOLETTO GRAPPA DI BARBERA,72.0,2537.28
WHALER'S RARE RES DARK RUM,72.0,1080.0
CRUZAN 151 RUM,72.0,1224.0
DEKUYPER STRAWBERRY LIQUEUR,72.0,883.2
CARIBOU CROSSING HA,72.0,3744.0
DEKUYPER RED HEADED BURST,72.0,873.6
JEREMIAH WEED HALF AND HALF,71.75,645.34
SKYY INFUSION GINGER,71.25,1426.9
IRISH SINGLE MALT 11YR( JACK'S CHOICE),71.2,7565.72
ST GERMAIN,70.6,4500.75
FETTERCAIRN,70.2,9401.31
IRISH SINGLE MALT 14YR-BROTHER IN ARMS,70.05,9360.42
GLENFIDDICH 21YR GRAN RESERVA HA,69.75,12929.25
HUNTERS HERBAL LIQUEUR,69.25,3459.41
BOLS STRAWBERRY LIQUEUR,69.0,644.64
FRAMBOISE RASPBERRY LIQUEUR,68.6,3879.24
TAKOVO SLJIVOVICA PLUM BRANDY,68.25,1638.0
BEEFEATER W YEOMAN POURER,68.25,1265.61
GIORI LEMONCILLO,68.25,2230.41
MORTLACH RARE OLD SCOTCH 86.8 . HA,68.25,8872.5
LETHERBEE GIN,68.0,1955.68
PEARL CUCUMBER,68.0,897.6
GALLIANO GIFT PACK,67.875,2917.72
OLE SMOKY TENNESSE MOONSHINE-,67.5,1723.68
PUEBLO VIEJO BLANCO,67.5,1440.0
LICOR 43 W 2 COCKTAIL GLASSES,67.5,1854.66
JEFFERSON'S BOURBON SMALL BATCH,67.5,2024.22
GLENMORANGIE QUINTA,67.5,3375.0
FEW BOURBON HA,67.5,3623.4
EL CONQUISTADOR BLANCO TEQUILA DNO,67.5,2262.6
1792 PORT FINISH BOURBON HA,67.5,2835.0
DEKUYPER BERRY FUSION SCHNAPPS,67.5,850.5
LAPHROAIG 18YR HA,67.5,6376.5
BERNHEIM WHEAT WHISKEY,67.5,3117.6
PARADISE WHITE SAND,66.75,2403.0
MACALLAN RARE CASK HA,66.75,20075.73
BENRINNES,66.1,6888.5
JEWEL OF RUSSIA ULTRA,66.0,6044.04
YAHARA BAY GIN,65.65,3241.67
TALISKER SINGLE MALT SCOTCH 10YR,65.25,4022.22
SOBIESKI BLACK CHERRY,65.25,743.85
SMIRNOFF SAVANNAH TEA,64.75,570.59
HENNESSY VS SHEPARD FAIREY HA,64.5,4837.07
YAHARA BAY AGED RUM,64.2,3340.94
GLENDRONACH 12YR,63.75,4484.6
SEAGRAM'S APPLE TWISTED GIN,63.75,752.25
ROGER CLYNES MEXICAN MOONSHINE REPOSADO,63.75,3825.0
DON Q ANEJO RUM,63.0,1110.96
METAXA 7 STAR AMPHORA,63.0,1865.76
SCORPION MEZCAL REPOSADO,63.0,2855.16
CORRALEJO REPOSADO TEUQILA,63.0,1890.0
APPLETON SPECIAL WHITE RUM,63.0,1020.36
MALIBU COUNTER UNIT,63.0,1131.48
BOLS ADVOCKAAT IMPORTED LIQUEUR DNO,63.0,883.8
APPLETON EXTRA 12YR RUM,63.0,2387.16
BOOMSMA JONGE GENEVER,63.0,1963.08
SHAKKA APPLE LIQUEUR - DNO,63.0,630.0
PRALINE PECAN LIQUEUR,63.0,1015.68
STOLICHNAYA CITROS,63.0,1498.56
EL TESORO ANEJO TEQUILA,63.0,3353.7
UV ESPRESSO - DNO,63.0,818.16
E.H. TAYLOR JR. BARREL HA,63.0,4788.0
SEVEN TIKI SPICED RUM,63.0,1343.16
PEARL WHIPT VODKA,63.0,989.52
PINNACLE ORANGE,63.0,992.88
FINLANDIA VODKA GRAPEFRUIT,63.0,1080.24
CANADIAN CLUB SHERRY CASK,63.0,1730.28
OLD GRANDDAD 86 BOURBON,63.0,906.12
OLD FORESTER BONDED BOURBON,63.0,1317.96
OLD FITZGERALD PRIME(DNO),63.0,630.36
ZWACK,63.0,1747.8
TANQUERAY NO. 10,63.0,2025.0
BUSHMILLS 16YR MALT IRISH,63.0,5032.44
AUCHENTOSHAN CLASSIC,63.0,2009.94
JESSE JAMES SPICED WHISKEY,63.0,1199.52
BURNETT'S PINEAPPLE VODKA,63.0,573.72
ANOS AZUL % AGAVE,63.0,1076.76
CARDENAL MENDOZA BRANDY,63.0,3853.5
SAUZA CIEN ANOS VERDE,63.0,1581.72
PINA COLADA,62.85,2728.86
BAKON ROSEMARY VODKA,62.25,1866.67
ESPOLON TEQUILA BLANCO,62.25,1622.17
PISCO PORTON,62.25,2612.77
BAUCHANT ORANGE LIQUEUR,61.5,1517.0
HUSSONG'S PLATINUM ANEJO,61.5,2767.5
PARADISE CARIBBEAN MIST,61.5,1992.6
COGNAC NAPOLEON XO,61.0,8547.86
DEKUYPER LUSCIOUS RED APPLE,60.0,685.8
BUCHANANS SCOTCH,60.0,2249.4
YPIOCA CACHACA CRYSTAL,60.0,952.2
HIRAM WALKER CRM DE MENTHE GREEN,60.0,396.36
LEROUX APRICOT BRANDY,60.0,523.8
BURNETTS CHERRY LIMEADE,60.0,599.28
OLD FORESTER MINT JULEP HA,60.0,895.8
ARROW AMARETTO,60.0,339.96
IRISH SINGLE MALT WHISKEY,59.5,7239.38
MCCORMICK EGG NOG W 2 GLASSES HA,59.25,1106.0
ROGER CLYNES MEXICAN MOONSHINE ANEJO,59.25,3871.79
IRISH SINGLE MALT 5YR ( STEPHEN'S CHOICE),59.05,4418.58
CIROC TEN HA,59.0,11062.5
BARTENDERS I'M BANANAS OVER YOU,58.5,604.5
JEFFERSON'S RESERVE GROTH CASK FINISH,58.5,4691.7
LAPHROAIG TRIPLE WOOD,58.5,4617.96
GLENFARCLAS 10YR,58.5,2591.34
TEQUILA ROSE W 2 SHOT GLASSES HA,58.5,1092.0
TEELING SINGLE GRAIN HA,58.5,3002.22
GREENORE 8 YR,58.5,3017.16
AGWA HERBAL LIQUEUR,58.5,2234.7
BRECKENRIDGE VODKA,58.5,1930.5
BRANCA MENTA,58.5,1939.68
BUCK BOURBON 8 YEAR,58.5,1755.0
MILAGRO TEQUILA SBR REPOSADO,58.5,4531.68
MASTER'S GIN,58.5,2009.28
HANGAR ONE BUDDAHS HAND CITRON,58.5,1915.74
NIKKA COFFEY GRAIN WHISKEY,58.5,4279.08
TRIPLE CROWN BLENDED WHISKEY POUCH,58.5,1922.31
ZAMBELLO RED SAMBUCA,58.5,1789.5
I.W. HARPER 15YR,57.75,4042.5
PIPING ROCK PEPPERMINT SCHNAPPS,57.0,390.12
EL MAYOR EXTRA ANEJO,57.0,7054.32
CHOPIN RYE VODKA,57.0,1805.0
CASTILLO GOLD RUM,57.0,462.48
BELLES ORGANICS BELLE ON THE BEACH,57.0,755.82
GRAPEFRUIT LIQUEUR,56.7,3666.24
HOOK'S SPICED RUM POUCH,56.5,1345.83
HAVANA JUDGE SPICED RUM,56.25,839.25
ELIJAH CRAIG 18YR SINGLE BARREL HA,56.25,4027.2
PATRON GRAN PLATINUM,56.25,12000.75
GLENDRONACH 12YO,56.25,4289.51
WILD ROSE LIQUEUR,55.75,2765.81
SOUTHERN COMFORT TIN,55.5,1038.96
CANE RUN WHITE RUM,55.5,860.62
TOITEACH,55.5,5813.44
DEHNER DISTILLERY HEMP INFUSED,54.75,930.75
HANGAR ONE CITRON,54.75,1971.0
AUCHENTOSHAN,54.75,6180.24
MR BOSTON BLACKBERRY BRANDY,54.216,741.96
HILLROCK ESTATE SOLERA STR. BOURBON WHY.,54.0,7470.72
ANOS ANEJO,54.0,1303.92
JACQUIN'S PEACH BRANDY,54.0,534.96
ICE HOLE CINNAMON SCHNAPPS,54.0,556.56
THREE OLIVES CHOCOLATE FLAVORED VODKA,54.0,1076.4
PHILLIPS SCHNAPPS HERBAL,54.0,1096.56
WOODFORD RESERVE MASTERS COLLECTION PINOT NOIR HA,54.0,5373.36
GLENMORANGIE W 2 GLASSES,54.0,2483.28
CORAZON DE AGAVE ANEJO TEQUILA,54.0,2321.46
PINNACLE CHERRY LEMONADE VODKA,54.0,797.04
360 RED RASPBERRY FLAVORED VODKA,54.0,793.44
CORONET VSQ BRANDY,54.0,571.68
THREE OLIVES ROOT BEER,54.0,1162.08
CANADIAN HUNTER WHISKY DNO,54.0,506.88
BOOTHS GIN - DNO,54.0,540.0
KIRK & SWEENEY 12YR OLD ANEJO,54.0,1890.0
BRUGAL EXTRA VEIJO RUM,54.0,1378.08
BUCHANAN DELUXE 12YO,54.0,2698.56
SCORPION MEZCAL ANEJO 1 YEAR,54.0,2808.0
DEKUYPER VANILLA,54.0,611.28
MILAGRO ANEJO TEQUILA,54.0,2175.12
DEKUYPER PEACH PUCKER SCHNAPPS,54.0,680.4
SOUTHERN COMFORT S,54.0,1302.96
OLD RIP VAN WINKLE 20YR(PAPPY) HA,54.0,6617.67
KNOB CREEK 2001 HA,54.0,7369.2
STOLICHNAYA PEACHIK VODKA,54.0,1351.8
ONE ORGANIC VODKA,54.0,1942.5
FECKIN IRISH WHISKEY,54.0,1273.68
