month,county,sum_sale_liters,sum_sale_dollars,population,LitersPerCapita,salesPerCapita,MMNT,MMXT,MNTM,TPCP,TSNW
2012-01-01,ADAIR,2166,24967.11,26274,8.24389129938342e-002,0.950259191596255,-8.2,3.6,-2.3,6.75,6.4
2012-01-01,ADAMS,701.1,8803.29,7685,9.12296681847755e-002,1.14551594014314,-8.9,5.7,-1.6,3,2.5
2012-01-01,ALLAMAKEE,4177.675,47799.05,27224,0.153455590655304,1.75576880693506,-9.533333333,0.166666667,-4.7,29.78,31.54
2012-01-01,APPANOOSE,3395.875,38976.62,23417,0.145017508647564,1.66445829952599,-7.366666667,4.333333333,-1.6,10.14,5.94
2012-01-01,AUDUBON,1245,13472.98,11661,0.106766143555441,1.15538804562216,-10.1,2.7,-3.7,3.4,4.6
2012-01-01,BENTON,3474.875,40914.91,37214,9.33754769710324e-002,1.09944940076315,-8.75,2.5,-3.15,16.96666667,17.33333333
2012-01-01,BLACK HAWK,69877.97,954126.77,1580758,4.42053559115311e-002,0.603588133034911,-10.4,1.5,-4.5,61.775,37.5
2012-01-01,BOONE,7798.625,92176.26,99052,7.8732635383435e-002,0.930584541452974,-8.566666667,3.666666667,-2.433333333,10.96666667,5.416666667
2012-01-01,BREMER,11119.425,140427.92,76260,0.145809402045633,1.84143613952269,-10.2,-0.1,-5.1,33.2,36.2
2012-01-01,BUCHANAN,5351.7,64501.1,89088,6.00720635775862e-002,0.724015580100575,-10.8,0,-5.4,21.65,37.85
2012-01-01,BUENA VISTA,6121.925,77875.5,46748,0.13095586976983,1.66585736288183,-10.15,0.8,-4.7,6.3,16.75
2012-01-01,BUTLER,1582.625,16983.97,19479,8.1247753991478e-002,0.871911802453925,-10.3,0.5,-4.9,23.56666667,27.46666667
2012-01-01,CALHOUN,1901.425,21284.8,23845,7.97410358565737e-002,0.892631578947368,-9.1,2.2,-3.4,7.7,7.6
2012-01-01,CARROLL,12125.9,148963.71,93165,0.1301551011646,1.59892352278216,-9.1,2.8,-3.1,4.7,4.8
2012-01-01,CASS,4899.425,61514.24,41897,0.116939757023176,1.46822540993389,-9.9,3.6,-3.1,7.671428571,4.566666667
2012-01-01,CEDAR,2370.45,26756.33,42947,5.51947749551773e-002,0.623008126295201,-10,2.3,-3.9,20.9,34.9
2012-01-01,CERRO GORDO,26668.393,314997.55,166670,0.160007157856843,1.88994750104998,-10.35,0.05,-5.15,25.225,21.45
2012-01-01,CHEROKEE,3979.677,49738.34,22260,0.17878153638814,2.23442677448338,-10.4,1.8,-4.3,14.56666667,10.23333333
2012-01-01,CHICKASAW,2672.025,31267.62,18527,0.144223295730555,1.68767852323636,-10.8,-0.3,-5.5,24.38,26.12
2012-01-01,CLARKE,2587.6,32483.46,29832,8.67390721373022e-002,1.08887972646822,-8.5,4.6,-2,10.5,5.1
2012-01-01,CLAY,7634.625,82686.77,101489,7.5226132881396e-002,0.814736276837884,-10.35,0.9,-4.75,11.8,23.16666667
2012-01-01,CLAYTON,2720,33751.26,28766,9.45560731419036e-002,1.17330390043802,-10.73333333,0.666666667,-5.033333333,31.125,36.375
2012-01-01,CLINTON,22007.975,268039.91,179971,0.122286229448078,1.48935056203499,-8.65,1.9,-3.4,23.21666667,31.38
2012-01-01,CRAWFORD,4527.95,59582.04,36860,0.122841833966359,1.61644167118828,-8.8,1.6,-3.6,4.666666667,4.633333333
2012-01-01,DALLAS,13020.3,199369.24,417990,3.11497882724467e-002,0.476971315103232,-9,4.3,-2.3,6.966666667,2.7
2012-01-01,DAVIS,767.25,7577.49,13085,5.86358425678258e-002,0.579097439816584,-7.1,4.2,-1.4,9.5,6.6
2012-01-01,DECATUR,817.65,10547.89,19019,4.29912193070088e-002,0.554597507755403,-7.433333333,4.933333333,-1.2,6.533333333,5.35
2012-01-01,DELAWARE,3881.4,54232.58,21483,0.18067309035051,2.52444165153843,-10.6,0.2,-5.2,34.9,27.2
2012-01-01,DES MOINES,17736.425,212548.54,250221,7.08830393931764e-002,0.849443252165086,-6.1,4.166666667,-1.1,15.22,13.03333333
2012-01-01,DICKINSON,21007.85,266954.81,52534,0.399890547074276,5.08156260707351,-9.966666667,0.3,-4.833333333,20.6,20.03333333
2012-01-01,DUBUQUE,47908.052,626760.28,329966,0.145190874211282,1.89946927865295,-9.4,0.866666667,-4.266666667,30.775,32.425
2012-01-01,EMMET,4117.85,50756.1,34500,0.119357971014493,1.47119130434783,-10.4,0.45,-4.95,12.53333333,7.1
2012-01-01,FAYETTE,6661.153,77100.4,46656,0.142771626371742,1.65252914951989,-10.3,-0.25,-5.3,34.3,32.85
2012-01-01,FLOYD,6902.815,82421,33254,0.207578486798581,2.47852889877909,-10.2,0.7,-4.8,22.5,23.45
2012-01-01,FRANKLIN,3613.65,41199.72,23730,0.152281921618205,1.73618710493047,-9.5,1,-4.3,16.36666667,20.16666667
2012-01-01,FREMONT,120.6,1227.56,1082,0.111460258780037,1.13452865064695,-5.75,6.35,0.25,8.666666667,8.266666667
2012-01-01,GREENE,1622.7,20532.76,18135,8.94789081885856e-002,1.13221725944307,-9,3.1,-3,3.55,4.05
2012-01-01,GRUNDY,2550.025,28930.29,22887,0.111418053917071,1.2640490234631,-9.4,1.5,-4,18.6,17.25
2012-01-01,GUTHRIE,1318.625,15642.42,14879,8.86232273674306e-002,1.05130855568251,-9.3,3.3,-3,2.88,3.6
2012-01-01,HAMILTON,3587.45,43448.37,67232,5.33592634459781e-002,0.646245389100428,-9.8,2.1,-3.8,10.83333333,10.06666667
2012-01-01,HANCOCK,1612.55,18129.08,20320,7.93577755905512e-002,0.892179133858268,-9.5,0.05,-4.75,15,19.3
2012-01-01,HARDIN,8000.75,90761.37,140838,5.68081767704739e-002,0.644438077791505,-9.5,1.1,-4.2,16.425,29.925
2012-01-01,HARRISON,2965.151,35998.06,27658,0.107207715669969,1.3015424108757,-8.6,4.833333333,-1.866666667,4.675,2.2125
2012-01-01,HENRY,4356.325,54961.57,33732,0.129145173722282,1.62935995493893,-8.2,3.6,-2.3,18.275,10.45
2012-01-01,HOWARD,2935.7,36040.14,15457,0.1899268939639,2.33163873972957,-11.7,-0.5,-6.1,18.5,27.7
2012-01-01,HUMBOLDT,3702.05,49889.69,19366,0.191162346380254,2.57614840442012,-10.1,1.5,-4.3,17.7,19.6
2012-01-01,IDA,2431.202,29471.16,14052,0.173014659834899,2.09729291204099,-9.4,2.1,-3.6,9.5,11.75
2012-01-01,IOWA,8935.95,107336.46,255906,3.49188764624511e-002,0.419437058920072,-9.2,2.2,-3.5,23.73333333,17.95
2012-01-01,JACKSON,6887.85,82677.88,40605,0.169630587366088,2.03615022780446,-9.55,0.9,-4.35,22.875,25.3
2012-01-01,JASPER,8834.331,106723.36,126844,6.96472123237993e-002,0.841374917221154,-7.3,3.233333333,-2.033333333,10.36666667,10.9
2012-01-01,JEFFERSON,3749.6,42637.59,39568,9.47634452082491e-002,1.07757758794986,-6.1,5.3,-0.4,16.6,15.3
2012-01-01,JOHNSON,64816.425,923491.34,1328588,4.87859479387139e-002,0.695092338633195,-7.6,4.4,-1.6,30.4,24.34
2012-01-01,JONES,9370.5,101558.11,46470,0.201646223369916,2.18545534753604,-9.3,1.7,-3.8,28.8,30.6
2012-01-01,KEOKUK,754.2,9162.37,9960,7.57228915662651e-002,0.919916666666667,-8,2.9,-2.5,14.65,16.35
2012-01-01,KOSSUTH,9123.25,115700.83,30749,0.296700705714007,3.76275098377183,-10.85,1.05,-4.85,18.8,11.1
2012-01-01,LEE,16772.175,210030.41,155209,0.108061871412096,1.35321025198281,-5.633333333,4.4,-0.6,13.425,11.23333333
2012-01-01,LINN,103472.65,1306019.69,2567767,4.02967442139415e-002,0.508620793864864,-9,2,-3.5,27.58181818,18.08
2012-01-01,LOUISA,1280,16689.84,15604,8.20302486541912e-002,1.06958728531146,,,,9.2,17.6
2012-01-01,LUCAS,1170.75,13266.95,16856,6.94559800664452e-002,0.787075818699573,-9,4.3,-2.4,3.4,2.8
2012-01-01,LYON,2734.8,36053.82,17066,0.160248447204969,2.11261103949373,-11.5,0.5,-5.5,25.9,14.5
2012-01-01,MADISON,2345.75,26821.92,25880,9.06394899536321e-002,1.03639567233385,-9.3,4.8,-2.3,2.8,5.6
2012-01-01,MAHASKA,3840.65,49418.65,46428,8.27227104333592e-002,1.06441479279745,-7.2,3.4,-1.9,23.65,13.9
2012-01-01,MARION,7242.35,89328.36,81307,8.90741264589765e-002,1.09865522033773,-6.9,3.9,-1.5,16.725,8.675
2012-01-01,MARSHALL,12823.575,162838.24,277973,4.61324481154645e-002,0.585805959571613,-9.05,1.95,-3.5,13.26,9.85
2012-01-01,MILLS,2076.601,23277.44,28753,7.22220637846486e-002,0.809565610544987,-8.3,4.5,-1.9,4.333333333,5.766666667
2012-01-01,MITCHELL,2436.9,27720.84,21670,0.112455006922012,1.27922658052607,-10.3,-0.4,-5.4,22.75,23.95
2012-01-01,MONONA,2803.775,36254.71,16380,0.171170634920635,2.21335225885226,-9.15,3.1,-3.05,2.825,4.15
2012-01-01,MONROE,1318.175,16581.06,15316,8.60652259075477e-002,1.08259728388613,-6.8,4,-1.4,15.9,10.6
2012-01-01,MONTGOMERY,3456.5,41020.72,28554,0.121051341318204,1.43660152693143,-8.4,5.3,-1.6,7.2,7.6
2012-01-01,MUSCATINE,15337.45,191210.04,193908,7.90965303133445e-002,0.986086391484622,-6.733333333,3.466666667,-1.666666667,16.1,19.7
2012-01-01,"O'BRIEN",11352.5,139831.72,41176,0.275706722362541,3.39595201088012,-10.76666667,1.1,-4.833333333,59.53333333,21.63333333
2012-01-01,OSCEOLA,1330.5,15722.08,10672,0.12467203898051,1.4732083958021,-12.7,0.1,-6.3,31.7,27.9
2012-01-01,PAGE,6511.25,83042.97,62634,0.103957115943417,1.32584490851614,-8.4,5.65,-1.4,7.65,4.85
2012-01-01,PALO ALTO,2961.625,34449.66,16652,0.177854011530147,2.06880014412683,-10.5,0.7,-4.9,27.5,21.75
2012-01-01,PLYMOUTH,6986.425,88929.3,54056,0.12924420970845,1.64513282521829,-9.5,2.2,-3.6,12.6,15.8
2012-01-01,POCAHONTAS,1841.55,19713.41,11680,0.157666952054795,1.68779195205479,-9.8,1.5,-4.1,31.5,21.6
2012-01-01,POLK,219358.173,3090542.2,6801245,3.22526497722108e-002,0.454408303185667,-6.833333333,4.133333333,-1.366666667,14.86153846,9.769230769
2012-01-01,POTTAWATTAMIE,46157.232,660189.79,585801,7.87933649823063e-002,1.1269864510303,-8.2,3.5,-2.3,3.125,2.65
2012-01-01,POWESHIEK,5494.25,72272.23,66170,8.3032340940003e-002,1.09222049267039,-9.1,2.2,-3.4,11.35,11.425
2012-01-01,RINGGOLD,641,7565.52,6744,9.50474495848161e-002,1.12181494661922,-8.8,4.45,-2.15,7.2,3.95
2012-01-01,SAC,2887.725,32976.96,13821,0.208937486433688,2.38600390709789,-9.9,1.8,-4.1,7.2,8.4
2012-01-01,SCOTT,85706.45,1219905.15,1301856,6.58340476980557e-002,0.937050756765725,-7.3,3.075,-2.1,26.53333333,21.87777778
2012-01-01,SHELBY,3166.675,42287.79,40016,7.91352209116354e-002,1.05677204118353,-8.9,3.4,-2.7,1.3,1.05
2012-01-01,SIOUX,5772.825,69966.33,85270,6.77005394628826e-002,0.820526914506861,-9.75,2.9,-3.45,18.525,20.375
2012-01-01,STORY,41492.145,526903.1,1000287,4.14802401710709e-002,0.526751922198329,-8.5,2.7,-2.95,11.71,9.9
2012-01-01,TAMA,2639.6,33901.58,20844,0.126635962387258,1.62644310113222,-9.3,1.3,-4,18.9,24.16666667
2012-01-01,TAYLOR,695.55,8465.6,14000,4.96821428571429e-002,0.604685714285714,-8.3,4.8,-1.8,8.166666667,3.766666667
2012-01-01,UNION,4519.55,53298.17,64490,7.00814079702279e-002,0.826456349821678,-8,4.1,-1.9,6.6,5.266666667
2012-01-01,VAN BUREN,1584.6,21279.93,6033,0.262655395325709,3.52725509696668,-7.1,4.2,-1.5,25.16666667,8.2
2012-01-01,WAPELLO,11408.525,152297.49,106244,0.107380416776477,1.4334690900192,-7,4.2,-1.4,5.85,4.5
2012-01-01,WARREN,10078.6,128355.79,251702,4.00417954565319e-002,0.509951410795305,-7.5,3.8,-1.8,10.15,6.625
2012-01-01,WASHINGTON,5738.85,80131.39,39037,0.147010528472987,2.05270358890284,-9.2,3,-3.4,16.4,18.2
2012-01-01,WAYNE,888.95,11973.58,9534,9.32399832179568e-002,1.25588210614642,-7.6,3.9,-1.8,4.8,3.15
2012-01-01,WEBSTER,14488.225,181525.84,207025,6.99829730708852e-002,0.876830527714044,-9.7,1.2,-4.3,10.83333333,17.63333333
2012-01-01,WINNEBAGO,4491,51284.55,48877,9.18837080835567e-002,1.04925731939358,-9.7,-0.2,-5,14.95,22.95
2012-01-01,WINNESHIEK,5813.225,71675.14,36248,0.160373675789009,1.977354336791,-10.5,1.3,-4.6,28.325,32.775
2012-01-01,WOODBURY,37485.595,500695.67,685861,5.46547988586609e-002,0.73002499048641,-9.7,3.766666667,-2.966666667,5.3,8.95
2012-01-01,WORTH,949.85,10826.92,7980,0.119028822055138,1.35675689223058,-10,-0.1,-5.1,16.3,20.4
2012-01-01,WRIGHT,3661.8,44851.09,63511,5.7656154052054e-002,0.706194045126041,-9.6,1.5,-4,6.3,11.4
2012-02-01,ADAIR,2569.125,28078.87,30132,8.52623456790124e-002,0.931862139917695,-7,3.4,-1.8,68.35,31.8
2012-02-01,ADAMS,681.425,8628.57,6148,0.110836857514639,1.40347592713077,-6.2,6.3,0.1,61.7,17.8
2012-02-01,ALLAMAKEE,5670.9,61766.6,27224,0.208305171907141,2.26882897443432,-6.1,2,-2.066666667,27.86,8.7
2012-02-01,APPANOOSE,4086.75,46892.89,28789,0.141955260689847,1.62884747646671,-4.366666667,5.866666667,0.7,40.78,7.16
2012-02-01,AUDUBON,1410.5,13594.32,9644,0.146256739941933,1.40961426793861,-9.6,2.6,-3.5,44.7,31.7
2012-02-01,BENTON,4397.675,46233.37,41854,0.10507179719979,1.10463444354184,-6.05,3.6,-1.25,17.33333333,10.83333333
2012-02-01,BLACK HAWK,82808.948,1153061.51,1546837,5.35343723999361e-002,0.745431813436063,-6.1,2.9,-1.6,34.15,16.775
2012-02-01,BOONE,8727.875,94106.49,99052,8.81140713968421e-002,0.950071578564794,-6.8,4.033333333,-1.4,36.38333333,9.5
2012-02-01,BREMER,10824.9,121548.72,59173,0.182936474405557,2.05412468524496,-6.8,1.7,-2.5,23.4,14
2012-02-01,BUCHANAN,9998.6,117561.62,110243,9.06960079097993e-002,1.0663862558167,-6.6,2.1,-2.2,21.05,17
2012-02-01,BUENA VISTA,12645.6,146826.6,58435,0.216404552066399,2.51264824163601,-8.05,1.5,-3.25,60.85,34.55
2012-02-01,BUTLER,1362.05,13220.55,16301,8.35562235445678e-002,0.811026930863137,-6.8,2.7,-2,17.16666667,10.1
2012-02-01,CALHOUN,2574.025,26948.06,28281,9.10160531805806e-002,0.952868003253068,-8.2,3.2,-2.5,45.5,17.8
2012-02-01,CARROLL,9378.725,114976.63,80598,0.116364239807439,1.4265444551974,-8.3,3.1,-2.6,58.8,18.85
2012-02-01,CASS,5838.95,71024.35,34108,0.17119004339158,2.08233698838982,-9.7,3.8,-3,50.74285714,26.93333333
2012-02-01,CEDAR,2096.675,23272.04,36302,5.77564596991901e-002,0.641067709768057,-6.9,3.1,-1.9,43.9,20.5
2012-02-01,CERRO GORDO,33020.175,376371.52,151490,0.217969337910093,2.48446445309921,-7.2,2.55,-2.3,31.075,5.9
2012-02-01,CHEROKEE,6056.725,66603.83,24400,0.24822643442623,2.72966516393443,-9.7,2.6,-3.6,57.63333333,18.6
2012-02-01,CHICKASAW,3147.075,33819.61,17843,0.176375889704646,1.89539931625848,-7.2,1.2,-3,19.825,7.12
2012-02-01,CLARKE,2559.9,29798.97,39776,6.43579042638777e-002,0.749169599758648,-7,5.2,-0.9,72.56666667,23.66666667
2012-02-01,CLAY,9443.025,99249.4,100908,9.35805387085266e-002,0.983563245728783,-8.75,1.55,-3.55,52.075,20.73333333
2012-02-01,CLAYTON,2341.875,27344.26,25664,9.12513637780549e-002,1.06547147755611,-6.4,2.3,-2.033333333,22.975,9.6
2012-02-01,CLINTON,16418.375,210929.49,145056,0.113186459022722,1.45412454500331,-5.6,3.3,-1.1,48.28333333,15.88333333
2012-02-01,CRAWFORD,8868.2,107724.49,46075,0.192473141616929,2.33802474226804,-8.4,1.6,-3.4,64.53333333,30.43333333
2012-02-01,DALLAS,18544.3,278315.19,465344,3.98507340805941e-002,0.598084836164214,-7,4.3,-1.4,35.16666667,4.566666667
2012-02-01,DAVIS,453.25,4500.65,10468,0.04329862437906,0.429943637753152,-4.6,5.1,0.3,29.8,10.1
2012-02-01,DECATUR,1190.975,15037.46,25201,4.72590373397881e-002,0.596700924566485,-5,5.633333333,0.3,49.3,9.85
2012-02-01,DELAWARE,5275.2,65585.89,21483,0.2455522971652,3.0529204487269,-6.6,2.1,-2.2,22.3,14.5
2012-02-01,DES MOINES,15974.55,206555.86,248748,6.42198128226157e-002,0.830381993021049,-3.633333333,5.8,1.066666667,36.86,2.233333333
2012-02-01,DICKINSON,13659.05,157529.01,40172,0.340014188987354,3.92136338743403,-8.033333333,1.3,-3.4,54.6,12.95
2012-02-01,DUBUQUE,43027.125,554884.09,324801,0.132472267634644,1.70838171680506,-6,2.9,-1.533333333,34.3,21.45
2012-02-01,EMMET,3148.45,37498.39,27600,0.114074275362319,1.35863731884058,-8.4,1.4,-3.5,31.73333333,8.233333333
2012-02-01,FAYETTE,8266.35,96964.5,41994,0.196845977996857,2.30900842977568,-6.75,1.8,-2.5,23.21666667,11.11666667
2012-02-01,FLOYD,8225.675,89048.42,33582,0.24494297540349,2.65167113334525,-6.6,2,-2.3,23.9,8.5
2012-02-01,FRANKLIN,2677.026,32542.26,18300,0.146285573770492,1.77826557377049,-7.5,3.3,-2.1,20.33333333,3.9
2012-02-01,FREMONT,70.5,905.9,1082,6.51571164510166e-002,0.83724584103512,-5.4,5.65,0.1,59.3,16.36666667
2012-02-01,GREENE,1571.7,18528.25,21550,7.29327146171694e-002,0.859779582366589,-8,3.3,-2.3,37.5,7.25
2012-02-01,GRUNDY,1767.825,19598.07,22912,7.71571665502793e-002,0.855362692039106,-6.1,3.5,-1.3,14.5,8.5
2012-02-01,GUTHRIE,1315.675,15473.78,13366,9.84344605715996e-002,1.15769714200209,-9.4,2.9,-3.1,49.68,24.33333333
2012-02-01,HAMILTON,4901.025,53181.42,75262,6.5119515824719e-002,0.706617150753368,-7.7,4.1,-1.8,28.03333333,7.866666667
2012-02-01,HANCOCK,2172.1,19911.29,22293,9.74341721616651e-002,0.893163324810479,-7.2,1.8,-2.7,31.225,10.25
2012-02-01,HARDIN,9479.925,112673.28,165835,5.71648023637953e-002,0.679430035879036,-6.9,3.05,-1.9,24,10.975
2012-02-01,HARRISON,3134.275,37455.01,31330,0.100040695818704,1.19549984040855,-7.366666667,4.066666667,-1.666666667,160.0125,23.35
2012-02-01,HENRY,6067.375,77241.41,42165,0.143896003794616,1.83188450136369,-5.2,5.8,0.3,50.175,9.4
2012-02-01,HOWARD,6055.35,73495.81,15457,0.391754544866404,4.75485605227405,-7.5,2.1,-2.7,20.85,6.65
2012-02-01,HUMBOLDT,4123.25,47025.22,23471,0.175674236291594,2.00354565208129,-7.5,2.9,-2.3,31,12.2
2012-02-01,IDA,3292.425,36973.61,17565,0.187442356959863,2.10495929405067,-8.75,2.35,-3.2,57.45,28.85
2012-02-01,IOWA,11148.725,136014.21,272646,4.08908438047872e-002,0.498867432494883,-6.4,3.8,-1.3,35.03333333,10.675
2012-02-01,JACKSON,6476.55,75230.38,34616,0.187097007164317,2.17328345273862,-6,3.05,-1.4,34.7,14.7
2012-02-01,JASPER,9862.15,126374.71,177745,5.54848237643816e-002,0.710988832315958,-5.766666667,4.033333333,-0.866666667,40.26666667,20.65
2012-02-01,JEFFERSON,3788.07,50878.52,49460,7.65885564092196e-002,1.02868014557218,-4.5,6.4,0.9,47.1,8.4
2012-02-01,JOHNSON,71171.622,1025331.7,1267642,5.61448910654585e-002,0.808849580559811,-4.7,5.15,0.2,36.26666667,12.56
2012-02-01,JONES,7340,81052.24,37176,0.197439208091242,2.18023025607919,-5.7,4,-0.9,37.2,12.65
2012-02-01,KEOKUK,1013.575,10568.88,11965,8.47116590054325e-002,0.883316339323026,-5.8,4.4,-0.7,48.5,14
2012-02-01,KOSSUTH,13214.231,149393.7,35890,0.368186988018947,4.16254388409027,-8.05,2.15,-3,51.75,13.1
2012-02-01,LEE,16728.725,223688.85,144539,0.115738485806599,1.54760203128567,-3.2,6.433333333,1.633333333,38.55,4.133333333
2012-02-01,LINN,123889.6,1629950.12,2513936,4.92811272840677e-002,0.648365797697316,-5.933333333,3.266666667,-1.366666667,36.66666667,14.1875
2012-02-01,LOUISA,1779.7,22508.33,19505,9.12432709561651e-002,1.15397744168162,,,,35.3,12.6
2012-02-01,LUCAS,1489,16600.28,16856,8.83364973896535e-002,0.984829140958709,-6.7,5.1,-0.8,39.4,20.2
2012-02-01,LYON,3601.025,45603.83,22227,0.162011292572097,2.05173122778603,-9.6,2.8,-3.4,36.55,18.1
2012-02-01,MADISON,2385.55,26174.64,20704,0.115221696290572,1.26423106646059,-8.4,3.4,-2.5,54.3,32.2
2012-02-01,MAHASKA,6101.65,79318.09,58035,0.105137417075902,1.36672852588955,-5.7,5.4,-0.1,59.35,18.2
2012-02-01,MARION,11168.3,138373.12,102666,0.108782849239281,1.34779888181092,-5.5,4.7,-0.4,48.6,15.575
2012-02-01,MARSHALL,16831.75,211770.14,224625,7.49326655537006e-002,0.942771908736784,-6.2,3.5,-1.3,16.98333333,8.08
2012-02-01,MILLS,2703.2,35156.03,45629,5.92430252690175e-002,0.770475574744132,-7.4,4.4,-1.5,46,25.83333333
2012-02-01,MITCHELL,2913.675,33090.82,22480,0.129611877224199,1.4720115658363,-6.8,1.9,-2.4,39.1,7.5
2012-02-01,MONONA,3275.2,39596.84,19261,0.170043092258969,2.05580395618088,-8.45,2.8,-2.85,54.675,26.1
2012-02-01,MONROE,1707.875,21470.52,19145,8.92073648472186e-002,1.121468790807,-5.2,4.8,-0.2,59.7,18.8
2012-02-01,MONTGOMERY,3358.675,41085.8,21888,0.153448236476608,1.87709247076023,-6.9,4.9,-1,61.3,22.2
2012-02-01,MUSCATINE,13546.35,179421.55,217876,6.21745855440709e-002,0.82350304760506,-4.133333333,4.633333333,0.233333333,44.56666667,7.433333333
2012-02-01,"O'BRIEN",9022.85,104938.41,50144,0.179938776324186,2.09274110561583,-9.7,1.566666667,-4.066666667,60.86666667,29.73333333
2012-02-01,OSCEOLA,1755.05,20213.57,13340,0.131562968515742,1.51526011994003,-11.2,1.4,-4.9,70.4,22.8
2012-02-01,PAGE,5395.95,70030.03,57216,9.43084102348993e-002,1.22395885766219,-6.4,5.7,-0.35,49,15.15
2012-02-01,PALO ALTO,4585.15,53043.61,20463,0.224070273175976,2.59217172457606,-8,2.2,-2.9,41.85,17.8
2012-02-01,PLYMOUTH,7144.4,87569.67,52606,0.135809603467285,1.66463274151237,-8.8,2.4,-3.2,54.83333333,27.66666667
2012-02-01,POCAHONTAS,3920.85,39797.69,15814,0.247935373719489,2.5166112305552,-8.2,2.4,-2.9,63,26
2012-02-01,POLK,276359.302,3894863.71,6770093,4.08206064525258e-002,0.575304314135714,-5.6,4.533333333,-0.5,45.72142857,25.1
2012-02-01,POTTAWATTAMIE,47505.769,649040.45,600413,7.9121819480924e-002,1.08099000188204,-7.4,3.2,-2.1,54.8,21.65
2012-02-01,POWESHIEK,6752.15,85092.11,85863,7.8638645283766e-002,0.99102186040553,-7.3,3.6,-1.9,36.2,19.9
2012-02-01,RINGGOLD,858.75,9012.04,6744,0.127335409252669,1.33630486358244,-6,5.15,-0.4,39.35,8.8
2012-02-01,SAC,3889.2,43578.78,17090,0.227571679344646,2.54995787009947,-8.8,2.2,-3.3,57.26666667,18.23333333
2012-02-01,SCOTT,87367.975,1227869.76,1160512,7.52839910315447e-002,1.0580414162025,-4.825,4.125,-0.3,55.34444444,14.75555556
2012-02-01,SHELBY,3866.225,47703.33,30012,0.128822637611622,1.58947520991603,-8.8,2.7,-3,39.45,12.05
2012-02-01,SIOUX,7400.15,84468.25,88963,8.31823342288367e-002,0.949476186729314,-8.75,2.95,-2.9,55.925,22.975
2012-02-01,STORY,46280.775,589595.97,875549,5.28591489454045e-002,0.673401454401753,-6.5,3.6,-1.5,24.23,11.84444444
2012-02-01,TAMA,3244.8,37402.43,22499,0.144219743099693,1.66240410684919,-6.7,3.2,-1.8,22.2,11.33333333
2012-02-01,TAYLOR,551.3,5772.68,11200,4.92232142857143e-002,0.515417857142857,-6.2,4.9,-0.7,65.9,18.26666667
2012-02-01,UNION,5593.1,64552.52,73173,7.64366637967556e-002,0.882190425430145,-7.6,4,-1.8,32.3,15.26666667
2012-02-01,VAN BUREN,963.8,12821.27,4437,0.217218841559612,2.88962587333784,-4.3,6,0.9,32.26666667,1.366666667
2012-02-01,WAPELLO,18178.876,232901.6,132892,0.13679435932938,1.7525629834753,-4.6,4.9,0.2,34.5,8.9
2012-02-01,WARREN,10766.8,128806.31,216406,4.97527794977958e-002,0.595206741033058,-7.2,4.4,-1.4,52.725,23.425
2012-02-01,WASHINGTON,7829.1,104559.19,46445,0.168567122402842,2.25124749703951,-5.7,4.7,-0.7,54.9,13.4
2012-02-01,WAYNE,852.45,11203.39,7945,0.107293895531781,1.41011831340466,-5.3,5.4,0,40.46666667,6.666666667
2012-02-01,WEBSTER,17209.55,221464.55,234994,7.3233997463765e-002,0.942426402376231,-7.6,2.5,-2.5,29.675,14.73333333
2012-02-01,WINNEBAGO,3900.454,43844.79,44859,8.69491963708509e-002,0.977391158964756,-7.7,1.5,-3.1,37.6,9.8
2012-02-01,WINNESHIEK,7648.05,88595.24,36248,0.210992330611344,2.4441414698742,-6.4,3.4,-1.5,26.775,8.375
2012-02-01,WOODBURY,44355.7,595695.62,774181,5.72937078021806e-002,0.769452647378326,-8.566666667,3.2,-2.666666667,46.95,20.625
2012-02-01,WORTH,920.5,10660.84,7980,0.115350877192982,1.33594486215539,-7,1.7,-2.7,37.4,9.9
2012-02-01,WRIGHT,4141.725,45293.11,59413,6.97107535387878e-002,0.762343426522815,-6.6,4.4,-1.1,0,3.8
2012-03-01,ADAIR,2197.925,25380.59,26512,8.29030250452625e-002,0.957324607724804,5.1,18.4,11.7,68.05,0
2012-03-01,ADAMS,599.05,7670.34,6148,9.74381912817176e-002,1.24761548471048,4.1,19,11.3,23.8,0
2012-03-01,ALLAMAKEE,4655.625,58902.15,27224,0.171011791066706,2.16361115192477,3.866666667,15.2,9.566666667,55.72,1.42
2012-03-01,APPANOOSE,3016.002,35708.46,22774,0.132431808202336,1.56794853780627,5.766666667,18.7,12.4,56.88,2.675
2012-03-01,AUDUBON,734.375,8660.21,8856,8.29240063233966e-002,0.977891824751581,3.3,17.1,10.2,34.4,0
2012-03-01,BENTON,4186.425,50572.94,39689,0.105480737735897,1.27423064325128,4.45,17.5,11,59.06666667,7.6
2012-03-01,BLACK HAWK,82425.301,1174564.29,1619723,5.0888516740208e-002,0.725163679221694,4.4,16.8,10.6,42.31666667,5.075
2012-03-01,BOONE,7785.781,92139.05,101640,7.66015446674538e-002,0.906523514364423,2.966666667,17.16666667,10,32.31666667,2.55
2012-03-01,BREMER,7923.302,100369.04,61008,0.12987316417519,1.64517833726724,3.1,15.4,9.3,47.3,5.5
2012-03-01,BUCHANAN,6735.825,85410.25,89088,7.56086678340517e-002,0.958717784662356,3.3,15.8,9.5,60.45,5.2
