weekStarting,Brand,Sum_sum_sale_liters,Sum_sum_sale_dollars
2013-02-03,Paramount,14351,105119.73
2013-02-03,Phillips,7297,48689.2
2013-02-03,Seagrams,7082.975,83122.3900000002
2013-02-03,Smirnoff,8011.425,119209.19
2013-02-10,Absolut,7590.55,162597.43
2013-02-10,Admiral Nelson,4025.3,42537.3499999999
2013-02-10,Bacardi,7846.175,109516.87
2013-02-10,Barton,6635.75,39706.82
2013-02-10,Black Velvet,30258.2,280967.85
2013-02-10,Canadian,24721.15,446127.670000001
2013-02-10,Captain Morgan,21101.125,336571
2013-02-10,Crown Royal,13378.225,370325.04
2013-02-10,Fireball,3904.875,64272.94
2013-02-10,Five,15152.775,100079.68
2013-02-10,Five Star,4161.95,28253.41
2013-02-10,Hawkeye,15891.125,101408.57
2013-02-10,Jack Daniels,6697.45,171981.31
2013-02-10,Jagermeister,3485.775,83164.19
2013-02-10,Jim Beam,4191.475,81165.4099999999
2013-02-10,McCormick,262.75,2328.67
2013-02-10,Paramount,14751.75,105457.91
2013-02-10,Phillips,6606,45357.11
2013-02-10,Seagrams,6843.7,79326.5900000002
2013-02-10,Smirnoff,9342.075,134344.12
2013-02-17,Absolut,4969.175,107018.02
2013-02-17,Admiral Nelson,4095.1,43114.6699999999
2013-02-17,Bacardi,8209.875,116270.02
2013-02-17,Barton,5961.25,35837.69
2013-02-17,Black Velvet,25720.75,240274.4
2013-02-17,Canadian,19050.85,299843.23
2013-02-17,Captain Morgan,14257.8,231656.24
2013-02-17,Crown Royal,9338.35,262272.56
2013-02-17,Fireball,4296.25,69655.4
2013-02-17,Five,13926.15,91946.71
2013-02-17,Five Star,3448.225,23585.75
2013-02-17,Hawkeye,16767.875,106555.19
2013-02-17,Jack Daniels,6927.025,175724.67
2013-02-17,Jagermeister,3681.85,87895.02
2013-02-17,Jim Beam,3619.75,68496.74
2013-02-17,McCormick,212.25,1872.21
2013-02-17,Paramount,14558.125,106197.2
2013-02-17,Phillips,6635,44729.26
2013-02-17,Seagrams,7020.525,82681.25
2013-02-17,Smirnoff,6949.95,103660.55
2013-02-24,Absolut,7839.175,165090.71
2013-02-24,Admiral Nelson,4021.8,42481.8599999999
2013-02-24,Bacardi,8230,115716.74
2013-02-24,Barton,8656.25,51756.69
2013-02-24,Black Velvet,35967.05,331315.100000001
2013-02-24,Canadian,16299.55,210795.65
2013-02-24,Captain Morgan,19039.875,307936.39
2013-02-24,Crown Royal,5708.75000000001,161596.84
2013-02-24,Fireball,4311.5,71458.06
2013-02-24,Five,14933.875,98061.18
2013-02-24,Five Star,3665.675,24905.48
2013-02-24,Hawkeye,16994.625,107792.11
2013-02-24,Jack Daniels,7582.15,194647.81
2013-02-24,Jagermeister,3204.5,76751.22
2013-02-24,Jim Beam,3618.025,69174.4299999999
2013-02-24,McCormick,335,2749.64
2013-02-24,Paramount,16117.875,116106.36
2013-02-24,Phillips,10141,67045.38
2013-02-24,Seagrams,7185.7,83680.4100000001
2013-02-24,Smirnoff,6594.025,98726.9700000001
2013-03-03,Absolut,4663.925,99472.3800000003
2013-03-03,Admiral Nelson,6868.325,71549.6699999999
2013-03-03,Bacardi,8019.8,111648.19
2013-03-03,Barton,7030.25,42183.81
2013-03-03,Black Velvet,17854.25,179029.74
2013-03-03,Canadian,17437.25,251240.04
2013-03-03,Captain Morgan,14950.15,247716.69
2013-03-03,Crown Royal,6342.675,177112.07
2013-03-03,Fireball,5167.625,84079.08
2013-03-03,Five,15127.25,99682.77
2013-03-03,Five Star,3719.625,25383.32
2013-03-03,Hawkeye,17291.375,109872.87
2013-03-03,Jack Daniels,8934.975,228646.59
2013-03-03,Jagermeister,4199.7,100122.94
2013-03-03,Jim Beam,4284.575,80717.3299999998
2013-03-03,McCormick,252.5,2143.82
2013-03-03,Paramount,15570.25,113548.82
2013-03-03,Phillips,6136,41491.42
2013-03-03,Seagrams,7173.85,83871.6600000001
2013-03-03,Smirnoff,7409.95,111152.38
2013-03-10,Absolut,5017.85,106516.14
2013-03-10,Admiral Nelson,4551.425,47706.52
2013-03-10,Bacardi,9442.825,131405.46
2013-03-10,Barton,8024,47982.86
2013-03-10,Black Velvet,18014.225,178452.52
2013-03-10,Canadian,16106.8,237096.24
2013-03-10,Captain Morgan,25151.85,417355.37
2013-03-10,Crown Royal,5626.45000000001,158946.65
2013-03-10,Fireball,5076.875,84122.3300000001
2013-03-10,Five,14963.35,98689.9000000001
2013-03-10,Five Star,3649.875,24718.68
2013-03-10,Hawkeye,17392.625,110803.96
2013-03-10,Jack Daniels,6688.45,172308.61
2013-03-10,Jagermeister,5510.775,130338.75
2013-03-10,Jim Beam,4063,76252.9799999998
2013-03-10,McCormick,269.75,2639.29
2013-03-10,Paramount,15330.125,111388.71
2013-03-10,Phillips,7038.25,46945.37
2013-03-10,Seagrams,7945.225,92262.3300000003
2013-03-10,Smirnoff,7247.325,108348.91
2013-03-17,Absolut,5702.3,121735.47
2013-03-17,Admiral Nelson,4716.225,49677.7699999999
2013-03-17,Bacardi,9282.075,130357.86
2013-03-17,Barton,7187,42950.44
2013-03-17,Black Velvet,18721.65,186209.34
2013-03-17,Canadian,16741,235105.42
2013-03-17,Captain Morgan,14881.325,243737.21
2013-03-17,Crown Royal,5678.67500000001,160122.94
2013-03-17,Fireball,4134.75,65628.04
2013-03-17,Five,14726.15,96976.71
2013-03-17,Five Star,3653.975,24735.82
2013-03-17,Hawkeye,17435.75,110657.76
2013-03-17,Jack Daniels,6668.425,173900.49
2013-03-17,Jagermeister,4148.475,99130.79
2013-03-17,Jim Beam,4300.125,80472.6199999999
2013-03-17,McCormick,224.75,2149.59
2013-03-17,Paramount,16165.5,118182.35
2013-03-17,Phillips,5694.5,38674.61
2013-03-17,Seagrams,6903.525,81250.8100000001
2013-03-17,Smirnoff,7975.225,118768.45
2013-03-24,Absolut,6082.8,132472.49
2013-03-24,Admiral Nelson,4458.975,46603.9999999999
2013-03-24,Bacardi,8324.625,113264.97
2013-03-24,Barton,5980.75,35827.08
2013-03-24,Black Velvet,18524.425,183401.27
2013-03-24,Canadian,19328,237230.76
2013-03-24,Captain Morgan,14039.575,230714.28
2013-03-24,Crown Royal,5011.52500000001,141856.11
2013-03-24,Fireball,4013.125,64555
2013-03-24,Five,14768.025,97195.42
2013-03-24,Five Star,3838.2,26100.48
2013-03-24,Hawkeye,17978.625,113991.71
2013-03-24,Jack Daniels,7473.25,192097.4
2013-03-24,Jagermeister,3853.875,92450.97
2013-03-24,Jim Beam,4352.775,79913.9299999998
2013-03-24,McCormick,558.5,4134.32
2013-03-24,Paramount,14477.25,103582.86
2013-03-24,Phillips,5260,35671.53
2013-03-24,Seagrams,8632.2,98628.3700000001
2013-03-24,Smirnoff,8565.1,129174.77
2013-03-31,Absolut,5184.775,111686.57
2013-03-31,Admiral Nelson,3970.125,41909.73
2013-03-31,Bacardi,8460.8,118858.55
2013-03-31,Barton,6033.75,36120.53
2013-03-31,Black Velvet,19719.125,193281.13
2013-03-31,Canadian,17927.175,250436.62
2013-03-31,Captain Morgan,22286.575,360300.660000001
2013-03-31,Crown Royal,7551.20000000001,210968.71
2013-03-31,Fireball,4450.125,73216.19
2013-03-31,Five,14839.85,98105.3200000001
2013-03-31,Five Star,3851,26155.36
2013-03-31,Hawkeye,30479.75,190986.94
2013-03-31,Jack Daniels,6477.1,167096.15
2013-03-31,Jagermeister,3644.85,86704.94
2013-03-31,Jim Beam,3989.225,76071.9899999999
2013-03-31,McCormick,1211.25,8118.51
2013-03-31,Paramount,14842.5,107764.35
2013-03-31,Phillips,8213.75,54690.84
2013-03-31,Seagrams,8448.675,98144.99
2013-03-31,Smirnoff,8874.425,127524.22
2013-04-07,Absolut,6686.35,135097.93
2013-04-07,Admiral Nelson,4338.25,45755.7
2013-04-07,Bacardi,8627.225,122558.38
2013-04-07,Barton,8011.5,48036.17
2013-04-07,Black Velvet,21192.7,207578.17
2013-04-07,Canadian,20472.9,281943.070000001
2013-04-07,Captain Morgan,24852.075,398040.470000001
2013-04-07,Crown Royal,6632.97500000001,189532.98
2013-04-07,Fireball,4333.875,71648.4700000001
2013-04-07,Five,15641.125,103036.13
2013-04-07,Five Star,3875.275,26344.1
2013-04-07,Hawkeye,36668.25,228409.12
2013-04-07,Jack Daniels,7501.35,192085.2
2013-04-07,Jagermeister,4133.675,98499.17
2013-04-07,Jim Beam,5284,97203.1199999998
2013-04-07,McCormick,1113.5,7263
2013-04-07,Paramount,15087.125,109292.28
2013-04-07,Phillips,8626.35,57606.82
2013-04-07,Seagrams,15506.475,172137.04
2013-04-07,Smirnoff,15311,208134.03
2013-04-14,Absolut,4828.65,104038.68
2013-04-14,Admiral Nelson,4517.5,47589.1699999999
2013-04-14,Bacardi,8533.825,120530.31
2013-04-14,Barton,7081,42384.17
2013-04-14,Black Velvet,20323.775,199205.27
2013-04-14,Canadian,16785.15,240574.42
2013-04-14,Captain Morgan,20296.25,330022.73
2013-04-14,Crown Royal,6764.85000000001,188554.62
2013-04-14,Fireball,5079.375,81822.6300000001
2013-04-14,Five,14967.425,98648.85
2013-04-14,Five Star,3755.825,25370.65
2013-04-14,Hawkeye,24563.5,154266.42
2013-04-14,Jack Daniels,7232.5,185155.29
2013-04-14,Jagermeister,3694.325,88428.3100000001
2013-04-14,Jim Beam,3764.275,71547.34
2013-04-14,McCormick,943.5,6404.32
2013-04-14,Paramount,15699.75,112794.34
2013-04-14,Phillips,6166.25,41275.71
2013-04-14,Seagrams,8350.35,95825.6400000002
2013-04-14,Smirnoff,9175.6,132116.15
2013-04-21,Absolut,5623.825,119056.48
2013-04-21,Admiral Nelson,4958.875,51920.0899999999
2013-04-21,Bacardi,8506.65,119454.62
2013-04-21,Barton,7270.25,43497.41
2013-04-21,Black Velvet,23645,230844.919999999
2013-04-21,Canadian,15678.6,265108.91
2013-04-21,Captain Morgan,19868.175,324530.96
2013-04-21,Crown Royal,8004.25000000001,222817.33
2013-04-21,Fireball,4872,79307.66
2013-04-21,Five,15197.825,100072.16
2013-04-21,Five Star,3671.2,24942.78
2013-04-21,Hawkeye,22757,143504.26
2013-04-21,Jack Daniels,7084.45,181266.05
2013-04-21,Jagermeister,3990.125,95209.9300000001
2013-04-21,Jim Beam,3814.9,72493.0599999999
2013-04-21,McCormick,852,5756.24
2013-04-21,Paramount,14793.25,106613.9
2013-04-21,Phillips,7539.5,50821
2013-04-21,Seagrams,8984.275,101879.9
2013-04-21,Smirnoff,11961.8,167265.55
2013-04-28,Absolut,5865.725,125230.35
2013-04-28,Admiral Nelson,5908.625,61603.9099999999
2013-04-28,Bacardi,9742.6,135127.59
2013-04-28,Barton,7524.5,45011.84
2013-04-28,Black Velvet,30283.6,283174.99
2013-04-28,Canadian,20116.25,267866.46
2013-04-28,Captain Morgan,21930.875,365155.44
2013-04-28,Crown Royal,6439.05,200837.05
2013-04-28,Fireball,4320,71508.96
2013-04-28,Five,16194.3,106949.49
2013-04-28,Five Star,3934.525,26941.74
2013-04-28,Hawkeye,19919.875,126384.03
2013-04-28,Jack Daniels,11509.425,295153.88
2013-04-28,Jagermeister,4014.3,95685.22
2013-04-28,Jim Beam,4214.25,79381.0799999998
2013-04-28,McCormick,904,6148.5
2013-04-28,Paramount,16095.625,114251.16
2013-04-28,Phillips,13016.35,85939.9899999999
2013-04-28,Seagrams,10549.225,120619.34
2013-04-28,Smirnoff,8602.25,126054.2
2013-05-05,Absolut,5812.6,123106.97
2013-05-05,Admiral Nelson,5536.625,57944.8499999999
2013-05-05,Bacardi,10328.375,142342.85
2013-05-05,Barton,7945.5,47496.39
2013-05-05,Black Velvet,52851.05,479842.090000001
2013-05-05,Canadian,19263.25,304413.730000001
2013-05-05,Captain Morgan,22332.225,367945.51
2013-05-05,Crown Royal,8242.95000000001,235506.35
2013-05-05,Fireball,6571.875,105670.78
2013-05-05,Five,15845.425,104640.18
2013-05-05,Five Star,4145.975,28190.15
2013-05-05,Hawkeye,17943.25,114278.51
2013-05-05,Jack Daniels,5120,135302.81
2013-05-05,Jagermeister,6901.725,163093.77
2013-05-05,Jim Beam,4711.925,89107.4699999999
2013-05-05,McCormick,908,6082.3
2013-05-05,Paramount,15888.625,112632.9
2013-05-05,Phillips,24029.25,157426.34
2013-05-05,Seagrams,7118.625,86263.56
2013-05-05,Smirnoff,7516.65,116710
2013-05-12,Absolut,6284.45,133776
2013-05-12,Admiral Nelson,5329.875,56068.8899999999
2013-05-12,Bacardi,10438.525,142086.85
2013-05-12,Barton,7360.25,44058.4599999999
2013-05-12,Black Velvet,40574.725,372742.35
2013-05-12,Canadian,20821.65,299387.52
2013-05-12,Captain Morgan,19585.65,329516.979999999
2013-05-12,Crown Royal,6383.82500000001,183085.67
2013-05-12,Fireball,4827,79718.42
2013-05-12,Five,15367.575,101218.67
2013-05-12,Five Star,3816.525,25952.28
2013-05-12,Hawkeye,16617.625,105879.01
2013-05-12,Jack Daniels,5194.075,137450.96
2013-05-12,Jagermeister,4502.9,107389.98
2013-05-12,Jim Beam,5310.05,99783.1699999999
2013-05-12,McCormick,868.25,5675.03
2013-05-12,Paramount,14842,105477.82
2013-05-12,Phillips,15990.5,105382.85
2013-05-12,Seagrams,7353.675,88383.1599999999
2013-05-12,Smirnoff,7736.675,120011.86
2013-05-19,Absolut,8999.875,188995.38
2013-05-19,Admiral Nelson,6344.125,67112.6499999999
2013-05-19,Bacardi,12947.65,174088.58
2013-05-19,Barton,7919.25,47383.86
2013-05-19,Black Velvet,39424.1,358600.29
2013-05-19,Canadian,17024.375,236139.79
2013-05-19,Captain Morgan,23781.85,393562.62
2013-05-19,Crown Royal,5785.07500000001,167838.15
2013-05-19,Fireball,5149.625,85363.64
2013-05-19,Five,18761.425,123018.05
2013-05-19,Five Star,4280.875,29048.81
2013-05-19,Hawkeye,20120.625,128202.77
2013-05-19,Jack Daniels,5956.075,156775.73
2013-05-19,Jagermeister,3431.975,82614.57
2013-05-19,Jim Beam,4556.4,85322.7099999999
2013-05-19,McCormick,948.25,6631.27
2013-05-19,Paramount,17106.875,121011.17
2013-05-19,Phillips,13599.75,89715.0599999999
2013-05-19,Seagrams,8167.85,98055.73
2013-05-19,Smirnoff,9872.45,150507.29
2013-05-26,Absolut,14369.725,306232.9
2013-05-26,Admiral Nelson,5095.75,53524.23
2013-05-26,Bacardi,10373.45,142328.89
2013-05-26,Barton,7926.5,47429.52
2013-05-26,Black Velvet,38142.025,348634.64
2013-05-26,Canadian,15069.125,227138.62
2013-05-26,Captain Morgan,25078.875,419839.449999999
2013-05-26,Crown Royal,6714.97500000001,194608.8
2013-05-26,Fireball,4104.625,66640.3799999999
2013-05-26,Five,14504.65,95632.9199999999
2013-05-26,Five Star,3493.4,23789.97
2013-05-26,Hawkeye,15716.625,100181.99
2013-05-26,Jack Daniels,5449.8,143431.78
2013-05-26,Jagermeister,3940.475,94098.7300000001
2013-05-26,Jim Beam,3670.95,69210.64
2013-05-26,McCormick,1213.5,8826.28
2013-05-26,Paramount,14399.625,103882.47
2013-05-26,Phillips,17090,112916.53
2013-05-26,Seagrams,7000.525,84606.1300000001
2013-05-26,Smirnoff,8592.65,132959.22
2013-06-02,Absolut,5679.175,121857.44
2013-06-02,Admiral Nelson,3820.25,40181.9199999999
2013-06-02,Bacardi,9930.475,138705.47
2013-06-02,Barton,7345.5,43960.71
2013-06-02,Black Velvet,18759.7,183140.86
2013-06-02,Canadian,21970.1,277451.760000001
2013-06-02,Captain Morgan,15229.225,254644.09
2013-06-02,Crown Royal,6110.475,175612.87
2013-06-02,Fireball,5448.375,88951.05
2013-06-02,Five,15838.175,104627.64
2013-06-02,Five Star,3710.25,25313.21
2013-06-02,Hawkeye,21207.875,133864.7
2013-06-02,Jack Daniels,9987.125,254490.71
2013-06-02,Jagermeister,3665.075,87524.3700000001
2013-06-02,Jim Beam,4094.65,78121.5799999999
2013-06-02,McCormick,917.75,6086.11
2013-06-02,Paramount,14243.125,102431.53
2013-06-02,Phillips,9568.35,63352.71
2013-06-02,Seagrams,7030.4,85491.9600000002
2013-06-02,Smirnoff,7798.075,118877.67
2013-06-09,Absolut,13809.1,292731.97
2013-06-09,Admiral Nelson,6651.875,69563.0999999999
2013-06-09,Bacardi,13191.025,181964.44
2013-06-09,Barton,11262.25,67230.09
2013-06-09,Black Velvet,25397.65,249665.8
2013-06-09,Canadian,31488,399896.630000002
2013-06-09,Captain Morgan,26485.95,446213.859999999
2013-06-09,Crown Royal,8522.875,245472.27
2013-06-09,Fireball,5934.5,97820.9000000001
2013-06-09,Five,22991.075,151392.52
2013-06-09,Five Star,5574,38102.23
2013-06-09,Hawkeye,34430.125,216957.91
2013-06-09,Jack Daniels,9802.65,257413.41
2013-06-09,Jagermeister,5092.825,121844.17
2013-06-09,Jim Beam,7547.65,137278.4
2013-06-09,McCormick,1528.75,10314.85
2013-06-09,Paramount,21513.625,152940.96
2013-06-09,Phillips,8909,59508.37
2013-06-09,Seagrams,11419.65,137039.23
2013-06-09,Smirnoff,15243.975,223897.22
2013-06-16,Absolut,2453.45,52028.14
2013-06-16,Admiral Nelson,1763.375,18470.97
2013-06-16,Bacardi,4066.8,55214.95
2013-06-16,Barton,4578.75,27370.65
2013-06-16,Black Velvet,7156.2,70487.6199999999
2013-06-16,Canadian,6125.975,103848.41
2013-06-16,Captain Morgan,11261.9,190274.54
2013-06-16,Crown Royal,3104.875,89584.0700000001
2013-06-16,Fireball,3663.5,56987.79
2013-06-16,Five,6536.775,43269.71
2013-06-16,Five Star,1907.95,13038.76
2013-06-16,Hawkeye,9318.375,59183.14
2013-06-16,Jack Daniels,2466.025,65049.43
2013-06-16,Jagermeister,1426.975,34271.71
2013-06-16,Jim Beam,1632.625,30956.37
2013-06-16,McCormick,375.75,2527.61
2013-06-16,Paramount,6926.875,49074.44
2013-06-16,Phillips,3300.75,21867.48
2013-06-16,Seagrams,4541.425,53058.41
2013-06-16,Smirnoff,6469.1,91640.7300000001
2013-06-23,Absolut,11585.325,247732.92
2013-06-23,Admiral Nelson,7692.625,80086.8499999999
2013-06-23,Bacardi,13575.775,187902.56
2013-06-23,Barton,6400.5,38406.9
2013-06-23,Black Velvet,23120.95,227526.65
2013-06-23,Canadian,21377,299356.600000001
2013-06-23,Captain Morgan,31147.625,522429.799999999
2013-06-23,Crown Royal,8343.875,243327.73
2013-06-23,Fireball,4562.75,74198.8799999999
2013-06-23,Five,20529.275,135038
2013-06-23,Five Star,4249.15,29029.46
2013-06-23,Hawkeye,31521.625,199292.82
2013-06-23,Jack Daniels,8339.85,221249.05
2013-06-23,Jagermeister,4653.525,112002.27
2013-06-23,Jim Beam,5833.15,109953.05
2013-06-23,McCormick,1418.5,9767.04
2013-06-23,Paramount,19514.75,139646.23
2013-06-23,Phillips,8311,55713.89
2013-06-23,Seagrams,9571.025,115984.95
2013-06-23,Smirnoff,11989.3,180724.04
2013-06-30,Absolut,5801.9,124854.61
2013-06-30,Admiral Nelson,3800.75,40291.6099999999
2013-06-30,Bacardi,11392,155677.74
2013-06-30,Barton,7644.25,45800.95
2013-06-30,Black Velvet,21523.175,206191.96
2013-06-30,Canadian,15933.775,223582.38
2013-06-30,Captain Morgan,24203.175,400358.489999999
2013-06-30,Crown Royal,5869.65000000001,169623.34
2013-06-30,Fireball,5172.625,85693.31
2013-06-30,Five,17686.075,116188.28
2013-06-30,Five Star,3793.15,25851.12
2013-06-30,Hawkeye,19198.75,122298.01
2013-06-30,Jack Daniels,7318.175,192596.44
2013-06-30,Jagermeister,4134.275,98598.9900000001
2013-06-30,Jim Beam,3718.9,71580.65
2013-06-30,McCormick,947.25,6415.55
2013-06-30,Paramount,16480.875,116865.52
2013-06-30,Phillips,7010.5,47052.15
2013-06-30,Seagrams,8387.5,101710.1
2013-06-30,Smirnoff,10751.275,163704.13
2013-07-07,Absolut,5946.075,126317.52
2013-07-07,Admiral Nelson,3691.75,38805.4299999999
2013-07-07,Bacardi,11269.825,157904.65
2013-07-07,Barton,8193.25,49028.7
2013-07-07,Black Velvet,18755.675,180541.07
2013-07-07,Canadian,15056.45,213743.2
2013-07-07,Captain Morgan,21946.075,353893.34
2013-07-07,Crown Royal,5524.12500000001,160662.09
2013-07-07,Fireball,6204.875,107529.79
2013-07-07,Five,16032.225,105109.86
2013-07-07,Five Star,3064.875,21027.35
2013-07-07,Hawkeye,18223,116203.12
2013-07-07,Jack Daniels,10563.175,275368.16
2013-07-07,Jagermeister,3008.8,72447.9800000001
2013-07-07,Jim Beam,3462.575,66616.93
2013-07-07,McCormick,986.5,6854.82
2013-07-07,Paramount,15517.5,110659.79
2013-07-07,Phillips,6258.1,42057.26
2013-07-07,Seagrams,7779.775,94478.68
2013-07-07,Smirnoff,10161.025,154659.4
2013-07-14,Absolut,5550.225,116406.95
2013-07-14,Admiral Nelson,4303.25,45634.3599999999
2013-07-14,Bacardi,11582.65,157969.52
2013-07-14,Barton,8751.5,52243.19
2013-07-14,Black Velvet,20143.575,194068.23
2013-07-14,Canadian,14094.65,189849.01
2013-07-14,Captain Morgan,18001.575,295024.21
2013-07-14,Crown Royal,4554.975,134332.77
2013-07-14,Fireball,6525.75,99212.5000000001
2013-07-14,Five,15604.3,102938.1
2013-07-14,Five Star,2960,20568.04
2013-07-14,Hawkeye,18786.75,119828.72
2013-07-14,Jack Daniels,5397.9,142136
2013-07-14,Jagermeister,3732.225,89995.5900000001
2013-07-14,Jim Beam,3561.375,68804.41
2013-07-14,McCormick,1424.5,9533.36
2013-07-14,Paramount,14316,101468.77
2013-07-14,Phillips,6268.25,42161.11
2013-07-14,Seagrams,8046.2,96759.5400000001
2013-07-14,Smirnoff,10648.825,161529.74
2013-07-21,Absolut,5383.475,116637.37
2013-07-21,Admiral Nelson,3986.25,42246.0799999999
2013-07-21,Bacardi,10393.025,144415.38
2013-07-21,Barton,7109.25,42621.58
2013-07-21,Black Velvet,24350.7,234416.1
2013-07-21,Canadian,14105.1,203156.31
2013-07-21,Captain Morgan,16832.875,274847.110000001
2013-07-21,Crown Royal,5278.225,152589.98
2013-07-21,Fireball,4466.5,72715.11
2013-07-21,Five,16833.525,110522.31
2013-07-21,Five Star,4191.725,28166.83
2013-07-21,Hawkeye,18715.375,119146.77
2013-07-21,Jack Daniels,5307.525,139836.64
2013-07-21,Jagermeister,3129.075,75581.0900000001
2013-07-21,Jim Beam,3569.175,68412.84
2013-07-21,McCormick,870.5,6112.26
2013-07-21,Paramount,15417.5,109383.86
2013-07-21,Phillips,6225.5,41685.53
2013-07-21,Seagrams,6753.8,80989.81
2013-07-21,Smirnoff,10542.5,162119.43
2013-07-28,Absolut,6992.02500000001,149995.8
2013-07-28,Admiral Nelson,4593.5,48518.3499999999
2013-07-28,Bacardi,11286.05,154207.92
2013-07-28,Barton,8045.25,48164.4
2013-07-28,Black Velvet,25544.525,242648.84
2013-07-28,Canadian,16863.675,252267.24
2013-07-28,Captain Morgan,17847.6,294150.54
2013-07-28,Crown Royal,7475.275,217130.78
2013-07-28,Fireball,5116.25,83202.46
2013-07-28,Five,16283.35,107065.95
2013-07-28,Five Star,3848.625,26320.09
2013-07-28,Hawkeye,21001,133521.85
2013-07-28,Jack Daniels,9466.575,249540.22
2013-07-28,Jagermeister,3763.5,90647.0800000001
2013-07-28,Jim Beam,4093.4,79331.6899999999
2013-07-28,McCormick,984.75,6733.25
2013-07-28,Paramount,15082.5,108154.99
2013-07-28,Phillips,6186.75,41499.34
2013-07-28,Seagrams,8010.95,96450.1400000001
2013-07-28,Smirnoff,11986.3,180013.39
2013-08-04,Absolut,6148.6,135296.9
2013-08-04,Admiral Nelson,4880,51226.83
2013-08-04,Bacardi,11411.85,156187.33
2013-08-04,Barton,10088,60281.47
2013-08-04,Black Velvet,19316.2,191403.2
2013-08-04,Canadian,19413.925,276906.76
2013-08-04,Captain Morgan,15480.325,260574.75
2013-08-04,Crown Royal,9812.525,285099.27
2013-08-04,Fireball,6480.375,109351.03
2013-08-04,Five,16278.1,107254.79
2013-08-04,Five Star,3584.625,24434.85
2013-08-04,Hawkeye,35243.75,222800.66
2013-08-04,Jack Daniels,5486.925,144007.57
2013-08-04,Jagermeister,5169.8,124053.86
2013-08-04,Jim Beam,4127.375,78141.9699999999
2013-08-04,McCormick,1787.75,11891.73
2013-08-04,Paramount,15066.125,108975
2013-08-04,Phillips,7673,51282.75
2013-08-04,Seagrams,7531.075,91990.7500000001
2013-08-04,Smirnoff,10344.7,155244.66
2013-08-11,Absolut,11069.275,238006.21
2013-08-11,Admiral Nelson,5536.125,58453.5499999999
2013-08-11,Bacardi,14840.675,203522.44
2013-08-11,Barton,14661,87349.54
2013-08-11,Black Velvet,20027,196604.27
2013-08-11,Canadian,18623.3,280058.13
2013-08-11,Captain Morgan,14311.9,241363.4
2013-08-11,Crown Royal,9326.22499999999,267620.84
2013-08-11,Fireball,5750.875,92595.7
2013-08-11,Five,16244.825,107693.98
2013-08-11,Five Star,3818.975,26209.8
2013-08-11,Hawkeye,36042.875,226891.21
2013-08-11,Jack Daniels,5726.65,151722.73
2013-08-11,Jagermeister,4199.45,100248.32
2013-08-11,Jim Beam,5765.8,106759.38
2013-08-11,McCormick,895.75,6242.07
2013-08-11,Paramount,14564.125,106567.25
2013-08-11,Phillips,6577,44041.1
2013-08-11,Seagrams,7065.2,85272.8999999999
2013-08-11,Smirnoff,9738.325,147675.62
2013-08-18,Absolut,6017.1,131501.27
2013-08-18,Admiral Nelson,5318.25,55864.5999999999
2013-08-18,Bacardi,9400.725,128766.94
2013-08-18,Barton,7104.5,42561.72
2013-08-18,Black Velvet,22546.75,227637.82
2013-08-18,Canadian,19253.55,334343.070000001
2013-08-18,Captain Morgan,21358.35,360275.27
2013-08-18,Crown Royal,10652.475,304335.23
2013-08-18,Fireball,5300.75,86171.9300000001
2013-08-18,Five,15538.275,102402.45
2013-08-18,Five Star,3271.025,22237.01
2013-08-18,Hawkeye,21726.5,139036.91
2013-08-18,Jack Daniels,6403.125,169011.29
2013-08-18,Jagermeister,3844.4,92154.0200000001
2013-08-18,Jim Beam,3840.175,73929.3799999999
2013-08-18,McCormick,838.75,5748.69
2013-08-18,Paramount,15684.875,113289.88
2013-08-18,Phillips,8032.6,53505.16
2013-08-18,Seagrams,7236.775,87455.5700000001
2013-08-18,Smirnoff,12832.9,184381.85
2013-08-25,Absolut,7392.45,162056.02
2013-08-25,Admiral Nelson,6730.125,71140.9599999999
2013-08-25,Bacardi,12384.275,170871.45
2013-08-25,Barton,8179.5,49001.38
2013-08-25,Black Velvet,24050.35,234549.99
2013-08-25,Canadian,21556.7,355459.480000001
2013-08-25,Captain Morgan,21562.6,357818.99
2013-08-25,Crown Royal,19645.5,571868.919999999
2013-08-25,Fireball,6749,110718.41
2013-08-25,Five,19030.075,124912.97
2013-08-25,Five Star,4663.85,31636.81
2013-08-25,Hawkeye,27204,173338.75
2013-08-25,Jack Daniels,7683.175,202841.28
2013-08-25,Jagermeister,4654.775,110987.85
2013-08-25,Jim Beam,5079.7,96068.1599999999
2013-08-25,McCormick,885.75,6134.03
2013-08-25,Paramount,17736.125,128406.72
2013-08-25,Phillips,9628,64063.11
2013-08-25,Seagrams,8912.525,106015.83
2013-08-25,Smirnoff,12191.775,182447.77
2013-09-01,Absolut,6158.6,134870.1
2013-09-01,Admiral Nelson,4629.125,49169.0699999999
2013-09-01,Bacardi,8619.625,122613.01
2013-09-01,Barton,7800.25,46670.1
2013-09-01,Black Velvet,21566.875,207925.19
2013-09-01,Canadian,15269.3,216118.92
2013-09-01,Captain Morgan,15296.425,257878.13
2013-09-01,Crown Royal,5378.17500000001,154684.84
2013-09-01,Fireball,7004.5,115135.94
2013-09-01,Five,17028.3,110946.25
2013-09-01,Five Star,4071.55,27144.71
2013-09-01,Hawkeye,30627.125,193476.4
