weekStarting,Brand,Sum_sum_sale_liters,Sum_sum_sale_dollars,TweetCount
2013-12-01,Jack Daniels,13124.575,342452.92,9
2013-12-01,Jagermeister,4443.775,106470.7,2
2013-12-01,Seagrams,9347,111035.18,8
2013-12-01,Smirnoff,16893.274,253836.28,6
2013-12-08,Absolut,8056.125,180884.11,4
2013-12-08,Admiral Nelson,6579,68602.37,3
2013-12-08,Bacardi,10998.925,147173.63,166
2013-12-08,Captain Morgan,23068.525,384431.389999999,9
2013-12-08,Crown Royal,8077.80000000001,237110.67,14
2013-12-08,Jack Daniels,6865.225,180211.78,8
2013-12-08,Jagermeister,4805.375,114070.4,1
2013-12-08,Seagrams,8631.075,101825.06,19
2013-12-08,Smirnoff,11875.875,178647.85,9
2013-12-15,Absolut,8438.47500000001,224089.390000001,6
2013-12-15,Admiral Nelson,7018.25,74082.55,1
2013-12-15,Bacardi,13733.375,185672.26,77
2013-12-15,Captain Morgan,35097.4,591070.239999999,11
2013-12-15,Crown Royal,12527.55,378883.649999999,16
2013-12-15,Jack Daniels,10935.5,290499.32,8
2013-12-15,Jagermeister,4895.125,117190.16,9
2013-12-15,Seagrams,12519.425,147077.1,10
2013-12-15,Smirnoff,13415.975,204563.25,11
2013-12-22,Absolut,5694.4,140134.77,6
2013-12-22,Admiral Nelson,4504.875,47821.05,3
2013-12-22,Bacardi,9584.3,132747.46,7
2013-12-22,Captain Morgan,20180.15,341791.69,9
2013-12-22,Crown Royal,7714.55000000001,231081.63,25
2013-12-22,Jack Daniels,7600.15,201874.31,12
2013-12-22,Seagrams,7877.8,92486.6800000002,8
2013-12-22,Smirnoff,9363.7,142429.11,9
2013-12-29,Absolut,2157.2,58391.23,3
2013-12-29,Admiral Nelson,1985.625,21483.99,2
2013-12-29,Bacardi,5167.525,71249.45,218
2013-12-29,Captain Morgan,10281.85,172406.84,13
2013-12-29,Crown Royal,3268.95,95002.08,16
2013-12-29,Jack Daniels,3926.2,103362.18,7
2013-12-29,Jagermeister,1806.2,43280,3
2013-12-29,Seagrams,4098.5,48054.24,14
2013-12-29,Smirnoff,3910.825,60459.78,8
2014-01-05,Absolut,4985.275,108406,8
2014-01-05,Bacardi,8229.425,118647.28,216
2014-01-05,Captain Morgan,29677.025,480753.269999999,10
2014-01-05,Crown Royal,11291,326730.32,20
2014-01-05,Jack Daniels,5431.325,144477.61,4
2014-01-05,Jagermeister,3220.6,77293.4700000001,15
2014-01-05,Seagrams,7913.075,95202.19,16
2014-01-05,Smirnoff,12029.6,180363.88,6
2014-01-12,Absolut,4782.175,104460.99,5
2014-01-12,Admiral Nelson,3870.375,41318.33,3
2014-01-12,Bacardi,8600.95,120681.67,103
2014-01-12,Captain Morgan,15882.8,263863.77,17
2014-01-12,Crown Royal,4858.875,140872.75,20
2014-01-12,Jack Daniels,5675.475,146446.97,5
2014-01-12,Jagermeister,2827.5,67994.64,8
2014-01-12,Seagrams,7500.45,88923.0800000002,10
2014-01-12,Smirnoff,8847.325,137922.84,6
2014-01-19,Absolut,5700.1,118735.17,6
2014-01-19,Admiral Nelson,5047.625,53836.4,1
2014-01-19,Bacardi,7967.2,113789.23,4
2014-01-19,Captain Morgan,18765.5,305925.66,11
2014-01-19,Crown Royal,4822.175,139408.2,18
2014-01-19,Jack Daniels,4883.725,128656.34,7
2014-01-19,Jagermeister,3756.525,89592.6000000001,1
2014-01-19,Seagrams,7688.975,89486.1400000001,10
2014-01-19,Smirnoff,7314.975,112920.96,4
2014-01-26,Absolut,9030.9,174986.45,6
2014-01-26,Admiral Nelson,5091.75,54072.69,3
2014-01-26,Bacardi,9305.675,128464.19,9
2014-01-26,Captain Morgan,20711.375,339958.86,24
2014-01-26,Crown Royal,14708.625,417302.23,25
2014-01-26,Jack Daniels,8419.95,213785.78,7
2014-01-26,Jagermeister,4082.25,97313.4700000001,11
2014-01-26,Seagrams,11073.525,119860.05,15
2014-01-26,Smirnoff,10549.525,151824.1,16
2014-02-02,Absolut,5299.9,117454.3,7
2014-02-02,Admiral Nelson,3817.375,40588.07,2
2014-02-02,Bacardi,7434.775,104438.43,26
2014-02-02,Captain Morgan,13882.225,234632.1,18
2014-02-02,Crown Royal,5589.3,163908.86,26
2014-02-02,Jack Daniels,6658.575,175489.1,8
2014-02-02,Jagermeister,2868.775,68514.03,10
2014-02-02,Seagrams,7567.55,92507.6800000002,11
2014-02-02,Smirnoff,7106.075,109560.81,6
2014-02-09,Absolut,6994.2,152736.9,3
2014-02-09,Admiral Nelson,3868,41506.53,2
2014-02-09,Bacardi,10197.35,140367.12,5
2014-02-09,Captain Morgan,21753.175,366352.48,17
2014-02-09,Crown Royal,7641.45000000001,221926.6,28
2014-02-09,Jack Daniels,7495.825,197672.01,8
2014-02-09,Jagermeister,3640.55,87199.0700000001,3
2014-02-09,Seagrams,7983.175,96100.1500000002,55
2014-02-09,Smirnoff,10318.425,157204.51,8
2014-02-16,Absolut,4741.35,104460.58,3
2014-02-16,Admiral Nelson,3551.375,37820.03,2
2014-02-16,Bacardi,7644.45,106416.73,11
2014-02-16,Captain Morgan,14147.475,241188.99,21
2014-02-16,Crown Royal,5535.62500000001,161344.89,22
2014-02-16,Jack Daniels,5493.575,146572,10
2014-02-16,Jagermeister,3817.775,90935.1700000001,3
2014-02-16,Seagrams,7286.4,87988.9300000001,32
2014-02-16,Smirnoff,7110.75,110246.5,6
2014-02-23,Admiral Nelson,4480.5,47301.11,1
2014-02-23,Bacardi,7682,107009.05,17
2014-02-23,Captain Morgan,19675.425,325840.23,12
2014-02-23,Crown Royal,5146.875,150429.27,9
2014-02-23,Jack Daniels,4900.6,130122.4,16
2014-02-23,Jagermeister,3325.025,79705.0800000001,20
2014-02-23,Seagrams,7937.9,96535.6800000001,17
2014-02-23,Smirnoff,9393.85,137995.57,6
2014-03-02,Absolut,6126.075,127088.76,2
2014-03-02,Admiral Nelson,9143.25,95594.8499999999,3
2014-03-02,Bacardi,7537.525,105423.57,6
2014-03-02,Captain Morgan,22911.85,373286.82,20
2014-03-02,Crown Royal,5626.55,162710.87,15
2014-03-02,Jack Daniels,8800.125,228651.05,17
2014-03-02,Jagermeister,3557.275,85370.2000000001,22
2014-03-02,Seagrams,7689.35,91777.7900000002,24
2014-03-02,Smirnoff,8640.975,128180.08,8
2014-03-09,Absolut,4853.5,106162.13,11
2014-03-09,Admiral Nelson,8321,87477.4999999998,2
2014-03-09,Bacardi,8421.125,115795.19,30
2014-03-09,Captain Morgan,18546.325,312615.63,53
2014-03-09,Crown Royal,5410.17500000001,156832.72,11
2014-03-09,Jack Daniels,9468.625,248226.19,14
2014-03-09,Jagermeister,4314.1,102872.12,36
2014-03-09,Seagrams,7858.475,95001.32,24
2014-03-09,Smirnoff,7284.1,110832.29,4
2014-03-16,Absolut,5661.95,123662.98,6
2014-03-16,Admiral Nelson,4834.75,50842.7999999999,2
2014-03-16,Bacardi,7296.45,101102.1,3
2014-03-16,Captain Morgan,16916.425,285395.85,21
2014-03-16,Crown Royal,4636.875,134530.97,10
2014-03-16,Jack Daniels,5481.425,144835.14,35
2014-03-16,Jagermeister,3543.225,84679.3200000001,11
2014-03-16,Seagrams,7838.025,94684.34,28
2014-03-16,Smirnoff,7825.45,119605.66,6
2014-03-23,Absolut,4297.3,94223.4800000001,5
2014-03-23,Admiral Nelson,3978.75,41831.12,2
2014-03-23,Bacardi,7063.45,97574.2,4
2014-03-23,Captain Morgan,14559.35,245481.88,29
2014-03-23,Crown Royal,4928.125,142008.19,14
2014-03-23,Jack Daniels,5207.2,138375.33,15
2014-03-23,Jagermeister,3889.475,92846.9400000001,11
2014-03-23,Seagrams,7155.7,85889.96,33
2014-03-23,Smirnoff,6916.2,106968.46,3
2014-03-30,Absolut,5729.125,124560.7,5
2014-03-30,Admiral Nelson,5112,53602.56,2
2014-03-30,Bacardi,8029.825,112559.71,10
2014-03-30,Captain Morgan,21682.225,361853.27,50
2014-03-30,Crown Royal,6114.77500000001,176285.59,14
2014-03-30,Jack Daniels,10078.85,270962.4,34
2014-03-30,Jagermeister,3311.125,78991.58,8
2014-03-30,Seagrams,7550.125,90889.8900000001,21
2014-03-30,Smirnoff,11783.075,173234.44,2
2014-04-06,Absolut,6015.025,131871.05,7
2014-04-06,Admiral Nelson,6715.875,70133.88,3
2014-04-06,Bacardi,8701.075,124180.02,7
2014-04-06,Captain Morgan,27347.05,448586,19
2014-04-06,Crown Royal,9154.9,266134.88,11
2014-04-06,Jack Daniels,14010.45,366933.21,30
2014-04-06,Jagermeister,3436.9,82238.73,26
2014-04-06,Seagrams,8163.775,98489.7500000001,22
2014-04-06,Smirnoff,13900.9,202409.92,7
2014-04-13,Absolut,6194.275,129489.38,10
2014-04-13,Admiral Nelson,3589,38466.72,3
2014-04-13,Bacardi,8857.625,124776.26,11
2014-04-13,Captain Morgan,17356.3,292397.04,13
2014-04-13,Crown Royal,5672.875,163280.3,16
2014-04-13,Jack Daniels,6282.7,165268.62,15
2014-04-13,Jagermeister,4080.75,97146.4200000001,13
2014-04-13,Seagrams,9237.975,110423.66,24
2014-04-13,Smirnoff,7882.85,120323.85,15
2014-04-20,Absolut,5576.925,120472.69,5
2014-04-20,Admiral Nelson,4077.5,43331.77,3
2014-04-20,Bacardi,8086.85,114917.93,4
2014-04-20,Captain Morgan,19543.775,325526.01,15
2014-04-20,Crown Royal,6372.12500000001,185861.87,9
2014-04-20,Jack Daniels,8345.625,219093.52,18
2014-04-20,Jagermeister,3226.975,77423.0100000001,21
2014-04-20,Seagrams,8003.125,96219.1600000002,29
2014-04-20,Smirnoff,9027.35,138567.08,12
2014-04-27,Absolut,6481.425,136038.97,3
2014-04-27,Admiral Nelson,5517,57853.23,2
2014-04-27,Bacardi,10427.425,147024.18,12
2014-04-27,Captain Morgan,19713.85,327175.22,36
2014-04-27,Crown Royal,6512.82500000001,187901.31,16
2014-04-27,Jack Daniels,11848.75,309280.84,9
2014-04-27,Jagermeister,3311.5,79541.0200000001,21
2014-04-27,Seagrams,8801.5,103479.43,26
2014-04-27,Smirnoff,10910.15,165775.13,12
2014-05-04,Absolut,7775.125,156913.96,3
2014-05-04,Admiral Nelson,5450.75,57666.28,3
2014-05-04,Bacardi,15293.775,214341.25,7
2014-05-04,Captain Morgan,16017.125,268927.21,31
2014-05-04,Crown Royal,6331.37500000001,181116.43,13
2014-05-04,Jack Daniels,4438.875,120991.09,36
2014-05-04,Jagermeister,6416.325,152019.68,21
2014-05-04,Seagrams,7279.175,86976.4900000002,16
2014-05-04,Smirnoff,8203.025,124240.46,10
2014-05-11,Absolut,6824.875,139319.3,7
2014-05-11,Admiral Nelson,5024.75,52735.0199999999,3
2014-05-11,Bacardi,10538.375,148225.8,12
2014-05-11,Captain Morgan,17255.825,289309.51,18
2014-05-11,Crown Royal,4835.225,140930.73,15
2014-05-11,Jack Daniels,4570.775,125390.82,23
2014-05-11,Jagermeister,3726.8,89434.6200000001,26
2014-05-11,Seagrams,9245.175,109156.96,28
2014-05-11,Smirnoff,8860.2,133523.2,10
2014-05-18,Absolut,9468.875,193076.17,1
2014-05-18,Admiral Nelson,5775.75,60685.5499999999,3
2014-05-18,Bacardi,13504.25,184247.68,30
2014-05-18,Captain Morgan,26689.725,439537.81,20
2014-05-18,Crown Royal,8402.75,240767.14,8
2014-05-18,Jack Daniels,6560,178916.14,7
2014-05-18,Jagermeister,4684.1,111819.67,42
2014-05-18,Seagrams,10864.9,128740.84,14
2014-05-18,Smirnoff,12773.25,187811.81,14
2014-05-25,Admiral Nelson,2756.375,29411.79,2
2014-05-25,Bacardi,8432.8,117513.31,12
2014-05-25,Captain Morgan,16661.325,263308.23,28
2014-05-25,Crown Royal,4805.125,138502.11,11
2014-05-25,Jack Daniels,3145.4,86031.69,4
2014-05-25,Jagermeister,2502.25,59943.11,37
2014-05-25,Seagrams,6169.425,74448.97,8
2014-05-25,Smirnoff,11403.225,155308.66,8
2014-06-01,Absolut,7173.125,147328.79,1
2014-06-01,Admiral Nelson,4738.75,50431.59,3
2014-06-01,Bacardi,10003.7,142080.37,9
2014-06-01,Captain Morgan,23251.9,385121.889999999,18
2014-06-01,Crown Royal,7349.77500000001,222910.41,15
2014-06-01,Jack Daniels,6105.5,167201.17,6
2014-06-01,Jagermeister,3360.875,81546.5800000002,23
2014-06-01,Seagrams,8121.075,98986.1300000002,12
2014-06-01,Smirnoff,12394.05,185709.31,4
2014-06-08,Absolut,9589.45000000001,186053.97,2
2014-06-08,Admiral Nelson,4540.25,48323.1,3
2014-06-08,Bacardi,8857.25,126682.96,14
2014-06-08,Captain Morgan,22712.275,372882.59,23
2014-06-08,Crown Royal,13025.7,371566.41,10
2014-06-08,Jack Daniels,8055.95,217830.72,4
2014-06-08,Jagermeister,3110.05,74829.1300000001,21
2014-06-08,Seagrams,8859.925,107369.99,10
2014-06-08,Smirnoff,12285.3,180819.27,12
2014-06-15,Absolut,7133.775,146609.77,2
2014-06-15,Admiral Nelson,4992,52860.29,3
2014-06-15,Bacardi,9159.475,131575.42,14
2014-06-15,Captain Morgan,20846.05,347830.97,22
2014-06-15,Crown Royal,5155.65,151653.2,8
2014-06-15,Jack Daniels,5309.2,146882.64,9
2014-06-15,Jagermeister,2954.75,70970.9500000001,5
2014-06-15,Seagrams,8167,97827.2800000002,9
2014-06-15,Smirnoff,9569.225,146929.55,5
2014-06-22,Absolut,17460,350002.06,1
2014-06-22,Admiral Nelson,6713.25,70535.65,3
2014-06-22,Bacardi,12966.6,183841.26,18
2014-06-22,Captain Morgan,41000.225,668915.159999999,29
2014-06-22,Crown Royal,17976.175,511650.549999999,4
2014-06-22,Jack Daniels,11718.125,318738.87,15
2014-06-22,Jagermeister,4528.875,109186.37,10
2014-06-22,Seagrams,10128.4,121295.91,64
2014-06-22,Smirnoff,24597.425,347622.61,9
2014-06-29,Absolut,5183.6,105961.08,2
2014-06-29,Admiral Nelson,3427.875,36218.76,3
2014-06-29,Bacardi,7415.8,105054.99,20
2014-06-29,Captain Morgan,13257.475,224396.91,20
2014-06-29,Crown Royal,2994.9,88538.7700000001,4
2014-06-29,Jack Daniels,4880.9,132414.95,6
2014-06-29,Jagermeister,2807.775,67531.0700000001,13
2014-06-29,Seagrams,6555.15,77688.39,25
2014-06-29,Smirnoff,6449.825,98298.63,11
2014-07-06,Admiral Nelson,3840.875,40808.22,3
2014-07-06,Bacardi,10934.4,157109.98,23
2014-07-06,Captain Morgan,16621.325,281057.84,21
2014-07-06,Crown Royal,5089.5,148555.11,13
2014-07-06,Jack Daniels,8194.9,219570.7,7
2014-07-06,Jagermeister,3460.975,83537.3300000001,28
2014-07-06,Seagrams,10546.9,122741.96,62
2014-07-13,Absolut,6837.175,138692.12,3
2014-07-13,Admiral Nelson,4285.5,45413.4399999999,3
2014-07-13,Bacardi,9417.225,135124.74,12
2014-07-13,Captain Morgan,21868.975,360620.1,21
2014-07-13,Crown Royal,5321.15,154315.25,12
2014-07-13,Jack Daniels,6515.975,177450.05,4
2014-07-13,Jagermeister,3606.375,86390.19,22
2014-07-13,Seagrams,13500.5,153759.24,24
2014-07-13,Smirnoff,10795.75,163326.58,8
2014-07-20,Absolut,6617.85,136975.39,6
2014-07-20,Admiral Nelson,4280.125,45428.6399999999,2
2014-07-20,Bacardi,9829.275,138848.42,7
2014-07-20,Captain Morgan,16790.025,285080.98,19
2014-07-20,Crown Royal,4584.95,133694.34,10
2014-07-20,Jack Daniels,5735.625,156474.56,6
2014-07-20,Jagermeister,3461.7,83028.9200000001,14
2014-07-20,Seagrams,7003.375,85260.12,7
2014-07-20,Smirnoff,8844.15,135692.78,3
2014-07-27,Absolut,8264.575,167032,2
2014-07-27,Admiral Nelson,4604.125,48553.31,4
2014-07-27,Bacardi,8774.8,124703.66,15
2014-07-27,Captain Morgan,18254.95,303630.78,22
2014-07-27,Crown Royal,4913.90000000001,142849.41,12
2014-07-27,Jack Daniels,6732.4,183933.89,4
2014-07-27,Jagermeister,3356.225,80696.7700000001,14
2014-07-27,Seagrams,7811.85,93445.31,7
2014-08-03,Absolut,8909.5,191171.82,5
2014-08-03,Admiral Nelson,7051,73953.56,4
2014-08-03,Bacardi,15808.475,217234.87,18
2014-08-03,Captain Morgan,15903.25,269879.97,14
2014-08-03,Crown Royal,5574.85000000001,164380.61,7
2014-08-03,Jack Daniels,6968.225,188313.5,22
2014-08-03,Jagermeister,4256.375,101360.19,10
2014-08-03,Seagrams,7914.15,96212.2600000001,6
2014-08-03,Smirnoff,9200.075,142004,2
2014-08-10,Absolut,12114.9,255843.2,12
2014-08-10,Admiral Nelson,5858.375,61034.36,2
2014-08-10,Bacardi,10897.425,148962.66,15
2014-08-10,Captain Morgan,15463.675,263304.55,23
2014-08-10,Crown Royal,5666.925,166731.97,9
2014-08-10,Jack Daniels,6395.275,174044.09,3
2014-08-10,Jagermeister,4034.525,96615.1500000001,25
2014-08-10,Seagrams,7142.725,86562.27,8
2014-08-10,Smirnoff,8688.825,134851.56,5
2014-08-17,Absolut,5733.25,124605.05,6
2014-08-17,Admiral Nelson,5044.75,53179.2400000001,3
2014-08-17,Bacardi,12175.725,166812.29,10
2014-08-17,Captain Morgan,14871.725,255800.16,17
2014-08-17,Crown Royal,5507.475,162088.43,5
2014-08-17,Jack Daniels,6037.1,165559.55,2
2014-08-17,Jagermeister,4349.025,104735.15,4
2014-08-17,Seagrams,7631.5,93392.6100000001,6
2014-08-17,Smirnoff,8175.075,126699.42,2
2014-08-24,Absolut,9336.90000000001,202831.48,2
2014-08-24,Admiral Nelson,8212.85,86220.93,3
2014-08-24,Bacardi,12075.975,170344.56,4
2014-08-24,Captain Morgan,22257.8,381415.76,19
2014-08-24,Crown Royal,6270.8,185152.49,6
2014-08-24,Jack Daniels,8334.225,226356.95,13
2014-08-24,Jagermeister,5877.65,140816.86,11
2014-08-24,Seagrams,9017.175,107897.1,7
2014-08-24,Smirnoff,12787.25,196995.4,9
2014-08-31,Absolut,4216.05,92487.8000000001,4
2014-08-31,Admiral Nelson,4166.25,44097.02,3
2014-08-31,Bacardi,6814.65,100759.52,2
2014-08-31,Captain Morgan,16102.25,272495.98,22
2014-08-31,Crown Royal,4628.375,137649.18,6
2014-08-31,Jagermeister,2607.675,62216.92,14
2014-08-31,Seagrams,5207.575,62702.9099999999,5
2014-08-31,Smirnoff,11527.925,168832.23,5
2014-09-07,Absolut,7425.75,154079.41,15
2014-09-07,Admiral Nelson,6254,65624.45,3
2014-09-07,Bacardi,10846.6,157813.54,24
2014-09-07,Captain Morgan,27496.675,453119.97,16
2014-09-07,Crown Royal,7656.80000000001,228683.68,19
2014-09-07,Jack Daniels,9798.425,266082.26,1
2014-09-07,Jagermeister,4217.45,101575.32,23
2014-09-07,Seagrams,7883.55,94141.9600000001,13
2014-09-07,Smirnoff,13539.125,198144.93,4
2014-09-14,Absolut,7707.225,157127.8,16
2014-09-14,Admiral Nelson,6150.5,64740.84,3
2014-09-14,Bacardi,8917.65,128917.9,8
2014-09-14,Captain Morgan,19540.9,329418.050000001,28
2014-09-14,Crown Royal,7643.60000000001,226535.44,11
2014-09-14,Jack Daniels,10478.675,277028.58,14
2014-09-14,Jagermeister,3532.875,84069.0200000001,9
2014-09-14,Seagrams,6977.525,84078.4,10
2014-09-14,Smirnoff,10341.85,154888.13,7
2014-09-21,Absolut,5103.75,111302.72,7
2014-09-21,Admiral Nelson,4561.625,47970.33,2
2014-09-21,Bacardi,6187.7,92000.3599999999,33
2014-09-21,Captain Morgan,20752.125,349101.1,18
2014-09-21,Crown Royal,6361,189756.64,9
2014-09-21,Jack Daniels,6966.05,190711.27,3
2014-09-21,Jagermeister,3716.55,89480.1200000002,11
2014-09-21,Seagrams,6562.25,80013.5900000001,8
2014-09-21,Smirnoff,11103.025,173082.62,7
2014-09-28,Absolut,5903.375,128823.56,21
2014-09-28,Admiral Nelson,4896.375,51642.21,3
2014-09-28,Bacardi,10271.55,145091.47,12
2014-09-28,Captain Morgan,26392.05,444765.98,12
2014-09-28,Crown Royal,13716.15,408870.83,9
2014-09-28,Jack Daniels,10663.4,287017.12,8
2014-09-28,Jagermeister,6970.075,167537.73,19
2014-09-28,Seagrams,7878.75,94505.22,6
2014-09-28,Smirnoff,13226.45,200476.74,4
2014-10-05,Absolut,6874.6,150384.55,4
2014-10-05,Admiral Nelson,6105.625,64067.23,3
2014-10-05,Bacardi,16784.875,224280.66,10
2014-10-05,Captain Morgan,22122.25,373549.2,7
2014-10-05,Crown Royal,11183.225,331783.19,11
2014-10-05,Jack Daniels,9993.875,271448.860000001,11
2014-10-05,Jagermeister,3951.075,94401.9100000001,4
2014-10-05,Seagrams,7047.1,86073.7999999999,8
2014-10-05,Smirnoff,11140.45,166383.06,7
2014-10-12,Absolut,6513.85,135774.42,5
2014-10-12,Admiral Nelson,4275.5,45062.45,3
2014-10-12,Bacardi,14055.025,191111.34,14
2014-10-12,Captain Morgan,27895.45,463148.9,8
2014-10-12,Crown Royal,13920.3,404336.51,6
2014-10-12,Jack Daniels,9313.375,250922.29,5
2014-10-12,Jagermeister,3885.7,93111.9400000002,3
2014-10-12,Seagrams,8370.85,100420.47,7
2014-10-12,Smirnoff,17714,252031.07,9
2014-10-19,Absolut,7756.925,163101.89,5
2014-10-19,Admiral Nelson,5588.75,59244.4800000001,3
2014-10-19,Bacardi,10672.45,146293.75,5
2014-10-19,Captain Morgan,16810.05,289111.76,12
2014-10-19,Crown Royal,7780.40000000001,231373.16,13
2014-10-19,Jack Daniels,7373.7,194143.09,20
2014-10-19,Jagermeister,4259.1,103128.89,11
2014-10-19,Seagrams,7629.025,91212.1700000001,9
2014-10-19,Smirnoff,9803.525,149026.36,6
2014-10-26,Absolut,5390.275,118322.99,6
2014-10-26,Admiral Nelson,5316.625,55820.8800000001,2
2014-10-26,Bacardi,16520.7,221512.11,59
2014-10-26,Captain Morgan,21215.875,357121.85,14
2014-10-26,Crown Royal,10661.5,314344.23,12
2014-10-26,Jack Daniels,7641.925,207838.89,6
2014-10-26,Jagermeister,4497.15,108224.34,11
2014-10-26,Seagrams,7998.9,95470.14,8
2014-10-26,Smirnoff,9652.05,149779.36,7
2014-11-02,Absolut,11332.5,236861.41,2
2014-11-02,Admiral Nelson,6002.875,63180.9,3
2014-11-02,Bacardi,8920.075,131345.01,19
2014-11-02,Captain Morgan,20552.825,350085.53,3
2014-11-02,Crown Royal,8145.85000000001,241628.23,6
2014-11-02,Jack Daniels,8774.25,233228.87,15
2014-11-02,Jagermeister,6678.75,160049.36,7
2014-11-02,Seagrams,13988.575,160332.54,7
2014-11-02,Smirnoff,11113.875,167676.59,5
2014-11-09,Absolut,6837.65,141639.17,3
2014-11-09,Admiral Nelson,3765,39949.24,2
2014-11-09,Bacardi,4774.475,70359.98,3
2014-11-09,Captain Morgan,12943.45,219487.8,4
2014-11-09,Crown Royal,5152.2,149695.36,10
2014-11-09,Jack Daniels,5921.6,158650.1,14
2014-11-09,Jagermeister,3392.5,81371.59,8
2014-11-09,Seagrams,9376.8,106464.65,10
2014-11-09,Smirnoff,6251.025,94828.1299999999,7
2014-11-16,Absolut,10265.55,224227.66,2
2014-11-16,Admiral Nelson,9477.75,99349.93,3
2014-11-16,Bacardi,11779.625,171101.52,3
2014-11-16,Captain Morgan,27420.975,468282.89,5
2014-11-16,Crown Royal,13962.275,413431.630000001,5
2014-11-16,Jack Daniels,12238.725,329013.060000001,8
2014-11-16,Jagermeister,5317.325,127752.75,4
2014-11-16,Seagrams,12328.65,148978.4,10
2014-11-16,Smirnoff,13306.575,205061.65,8
2014-11-23,Admiral Nelson,2201.375,22806.59,2
2014-11-23,Bacardi,3321.525,49483.11,6
2014-11-23,Captain Morgan,8464.5,145143.27,19
2014-11-23,Crown Royal,3460.05,102523.39,9
2014-11-23,Jack Daniels,2934,79782.52,10
2014-11-23,Jagermeister,1733.15,41365.81,6
2014-11-23,Seagrams,3586.675,44018.68,9
2014-11-23,Smirnoff,3726.225,57703.17,8
2014-11-30,Absolut,6930.1,152172.17,2
2014-11-30,Admiral Nelson,6707,70599.9300000001,2
2014-11-30,Bacardi,10244.725,146651.16,5
2014-11-30,Captain Morgan,25818.1,439880.67,14
2014-11-30,Crown Royal,10152.175,302528.33,10
2014-11-30,Jack Daniels,13870.05,370405.84,7
2014-11-30,Jagermeister,5876.5,139333.13,15
2014-11-30,Seagrams,9785.7,118525.65,5
2014-11-30,Smirnoff,10816.2,164629.97,3
2014-12-07,Absolut,8330.325,177999.22,1
2014-12-07,Admiral Nelson,6064.5,64208.9500000001,3
2014-12-07,Bacardi,10617.325,151174.72,7
2014-12-07,Captain Morgan,26887.15,451588.02,9
2014-12-07,Crown Royal,17221.325,509447.310000001,6
2014-12-07,Jack Daniels,9279.1,254393.1,11
2014-12-07,Jagermeister,3220.6,77211.8500000001,12
2014-12-07,Seagrams,10834.875,126839.26,3
2014-12-07,Smirnoff,12810.35,193419.21,5
2014-12-14,Absolut,11483.675,234968.12,5
2014-12-14,Admiral Nelson,7169.625,75467.46,2
2014-12-14,Bacardi,12710.45,182006.51,5
2014-12-14,Captain Morgan,30032.075,514522.11,7
2014-12-14,Crown Royal,17216.4,512263.340000001,5
2014-12-14,Jack Daniels,13932.325,379463.63,2
2014-12-14,Jagermeister,4172.7,100803.3,14
2014-12-14,Seagrams,12257.525,148051.61,6
2014-12-14,Smirnoff,12057.775,186818.35,5
2014-12-21,Absolut,5651.225,121127.46,2
2014-12-21,Admiral Nelson,5599.625,59052.1,2
2014-12-21,Bacardi,8697.675,125409.89,7
2014-12-21,Captain Morgan,21195.025,361935.51,7
2014-12-21,Crown Royal,12296.9,369437.35,9
2014-12-21,Jack Daniels,9748.95,264480.700000001,7
2014-12-21,Jagermeister,3782.65,90681.3800000002,8
2014-12-21,Seagrams,7458.925,89144.7600000001,7
2014-12-21,Smirnoff,9391.2,144877.72,6
2014-12-28,Absolut,3855.925,84218.0900000001,3
2014-12-28,Admiral Nelson,2893.625,30244.37,1
2014-12-28,Bacardi,5603.975,81291.92,9
2014-12-28,Captain Morgan,12675.925,214078.98,1
2014-12-28,Crown Royal,5735.3,172891.25,6
2014-12-28,Jack Daniels,6138.975,168000.95,6
2014-12-28,Jagermeister,2630.625,62515.47,12
2014-12-28,Seagrams,4189.1,49516.01,9
2014-12-28,Smirnoff,4708.125,73160.2999999999,1
2015-01-04,Absolut,6345.1,140824.12,6
2015-01-04,Admiral Nelson,5238.625,55731.77,3
2015-01-04,Bacardi,7913.1,115993.39,9
2015-01-04,Captain Morgan,18557.675,316810.48,2
2015-01-04,Crown Royal,7602.30000000001,223882.18,7
2015-01-04,Jack Daniels,6152.2,169380.64,8
2015-01-04,Jagermeister,3399.275,82387.6700000001,2
2015-01-04,Seagrams,7798.575,94591.5300000001,7
2015-01-04,Smirnoff,9680.375,152292.83,3
2015-01-11,Absolut,4919.575,108021.53,3
2015-01-11,Admiral Nelson,5438.125,57537.24,3
2015-01-11,Bacardi,7075.15,104973.68,6
2015-01-11,Captain Morgan,17100.875,293476.02,3
2015-01-11,Crown Royal,7590.07500000001,223197.68,7
2015-01-11,Jack Daniels,5417.475,148500.22,8
2015-01-11,Jagermeister,3116.05,74800.83,8
2015-01-11,Seagrams,8724.85,106160.94,4
2015-01-11,Smirnoff,9942.675,153028.7,1
2015-01-18,Absolut,3734.6,82424.0200000001,6
2015-01-18,Admiral Nelson,3775.5,39778.11,3
2015-01-18,Bacardi,4953.625,74433.84,8
2015-01-18,Captain Morgan,12049.625,205321.48,1
2015-01-18,Crown Royal,4959.1,145803.93,1
2015-01-18,Jack Daniels,3836.15,104678.65,4
2015-01-18,Jagermeister,2094.25,49984.31,5
2015-01-18,Seagrams,5547,67162.98,3
2015-01-18,Smirnoff,6861.55,103115.44,6
2015-01-25,Absolut,5572.025,122352.61,4
