week,city,Sum_LitersPerCapita,Sum_salesPerCapita,Sum_keyCount
2012-02-05,STORM LAKE,0.356019706691109,3.91852703941338,4
2012-02-05,WAVERLY,0.249329425789787,2.97358533677727,0
2012-02-12,CEDAR FALLS,0.15472185189674,2.18312689370985,0
2012-02-12,CEDAR RAPIDS,0.1788648824815,2.29516314558491,16
2012-02-12,DAVENPORT,0.151475892456766,2.08439979723538,0
2012-02-12,DECORAH,0.154040723409637,1.80164917162008,5
2012-02-12,DES MOINES,0.175353140303333,2.55064432082917,12
2012-02-12,DUBUQUE,0.149584601778942,1.98489277028521,3
2012-02-12,FAYETTE,0.06841046277666,1.02148893360161,1
2012-02-12,INDIANOLA,0.112376349647637,1.32116441456003,2
2012-02-12,IOWA CITY,0.175772029102668,2.44139706278631,9
2012-02-12,MOUNT PLEASANT,0.143492825803391,1.79431400450611,0
2012-02-12,MOUNT VERNON,0.855411279536335,11.3817654926438,0
2012-02-12,ORANGE CITY,6.48596321393998e-002,0.69027428202646,2
2012-02-12,OSKALOOSA,0.123875678469889,1.54909968122685,9
2012-02-12,SIOUX CENTER,0.175814234016888,1.78971317517759,1
2012-02-12,SIOUX CITY,0.139907451008802,1.86054237451854,3
2012-02-12,STORM LAKE,0.15589825847846,1.91734738771769,5
2012-02-12,WAVERLY,0.145661136499106,1.68419829127757,1
2012-02-19,CEDAR FALLS,0.192536056235608,2.4891559810932,4
2012-02-19,CEDAR RAPIDS,0.179135002492236,2.41289666807254,36
2012-02-19,DAVENPORT,0.162892612739077,2.18306018599754,1
2012-02-19,DECORAH,0.298336916656127,3.14507272037435,5
2012-02-19,DES MOINES,0.182990776398992,2.70778652593543,5
2012-02-19,DUBUQUE,0.170910219561557,2.2525762342897,4
2012-02-19,FAYETTE,4.32595573440644e-002,0.380201207243461,1
2012-02-19,INDIANOLA,0.125205275748367,1.56671494148833,0
2012-02-19,IOWA CITY,0.166175559148478,2.34080409593102,9
2012-02-19,MOUNT PLEASANT,0.147557215700225,1.90625044468161,1
2012-02-19,MOUNT VERNON,0.819911948283549,11.0146210432457,0
2012-02-19,ORANGE CITY,9.31752178121975e-003,0.109554695062924,3
2012-02-19,OSKALOOSA,0.114736796760576,1.53244421469803,6
2012-02-19,PELLA,9.1397278780276e-002,1.13746887966805,1
2012-02-19,SIOUX CENTER,8.54443104141536e-002,0.967056694813028,0
2012-02-19,SIOUX CITY,0.11095978073194,1.5691352434769,1
2012-02-19,STORM LAKE,0.16621906507791,2.21986984417965,7
2012-02-19,WAVERLY,0.163635008940989,1.73050466918339,0
2012-02-26,CEDAR FALLS,0.124755787177312,1.73443849230396,2
2012-02-26,CEDAR RAPIDS,0.163325416970208,2.23176373605307,25
2012-02-26,DAVENPORT,0.133483944551676,1.80712288705621,2
2012-02-26,DECORAH,0.18409004679398,2.21068546857215,2
2012-02-26,DES MOINES,0.175699733751723,2.61191113963771,2
2012-02-26,DUBUQUE,0.150153914182214,1.98988520212929,5
2012-02-26,FAYETTE,3.92354124748491e-002,0.550422535211268,1
2012-02-26,INDIANOLA,0.107381845218853,1.41165255059158,2
2012-02-26,IOWA CITY,0.145287658313123,1.98885448666128,9
2012-02-26,MOUNT VERNON,0.802385198395007,11.0344181899242,0
2012-02-26,ORANGE CITY,7.9622458857696e-002,0.873060664730558,3
2012-02-26,OSKALOOSA,0.174870767640217,2.17302489876798,2
2012-02-26,SIOUX CENTER,5.42822677925211e-002,0.537777777777778,0
2012-02-26,SIOUX CITY,0.123538716026129,1.6549459678101,2
2012-02-26,STORM LAKE,0.260971585701192,2.76681393217232,6
2012-02-26,WAVERLY,0.248780548380687,2.60037651500099,0
2012-03-04,CEDAR FALLS,0.177028844988486,2.45189383105078,0
2012-03-04,CEDAR RAPIDS,0.13753479544496,1.96633004869445,19
2012-03-04,DAVENPORT,0.179084293540777,2.5255687157591,1
2012-03-04,DECORAH,0.211553054255723,2.51076008599975,0
2012-03-04,DES MOINES,0.191632216041459,2.96957733086103,4
2012-03-04,DUBUQUE,0.149497015255361,1.96768720556472,8
2012-03-04,INDIANOLA,8.65374668649383e-002,1.09162216331545,1
2012-03-04,IOWA CITY,0.177247035839396,2.68273996227432,4
2012-03-04,MOUNT PLEASANT,0.144675678880588,1.81267164710068,0
2012-03-04,MOUNT VERNON,0.856442264823897,12.0228510922871,0
2012-03-04,ORANGE CITY,5.65908357534689e-002,0.569459503065505,7
2012-03-04,OSKALOOSA,0.139950030154217,1.87271818730077,0
2012-03-04,SIOUX CENTER,0.1330585712371,1.79892507706742,8
2012-03-04,SIOUX CITY,9.62161770565436e-002,1.32424831866314,5
2012-03-04,WAVERLY,0.139091992847208,1.75964434730777,0
2012-03-11,CEDAR RAPIDS,0.184855833748706,2.50538522295924,13
2012-03-11,DAVENPORT,0.167145990524653,2.4188173363748,1
2012-03-11,DECORAH,0.198684709750854,2.39387378272417,1
2012-03-11,DES MOINES,0.209076689012504,3.19607440688442,10
2012-03-11,DUBUQUE,0.168697171720608,2.27364393952278,4
2012-03-11,FAYETTE,9.95975855130785e-002,2.20164989939638,1
2012-03-11,IOWA CITY,0.138428994880086,1.82924521692266,7
2012-03-11,MOUNT PLEASANT,0.159762243566939,2.1557310565635,1
2012-03-11,MOUNT VERNON,0.880478154257691,12.0264645563977,0
2012-03-11,ORANGE CITY,0.01851403678606,0.265132300742175,8
2012-03-11,OSKALOOSA,0.121269492547601,1.55990178340656,0
2012-03-11,PELLA,7.83315642188555e-002,1.02393804882756,2
2012-03-11,SIOUX CENTER,8.30150113925747e-002,1.02356252513068,2
2012-03-11,SIOUX CITY,0.130107702152836,1.93985812776953,0
2012-03-11,WAVERLY,0.180315120206636,2.45084343333996,1
2012-03-18,CEDAR FALLS,0.144770936856139,1.95361944006787,2
2012-03-18,CEDAR RAPIDS,0.205548483570415,2.63639975461064,8
2012-03-18,DAVENPORT,0.151883205630617,2.08198816556511,0
2012-03-18,DECORAH,0.162273934488428,2.08263058049829,0
2012-03-18,DES MOINES,0.165917020871963,2.54384395949223,1
2012-03-18,DUBUQUE,0.151310821612612,2.03962652426062,3
2012-03-18,FAYETTE,7.24346076458753e-002,1.15686116700201,0
2012-03-18,INDIANOLA,0.130025344281373,1.55099502165902,2
2012-03-18,IOWA CITY,0.145224360010779,1.98501778496362,7
2012-03-18,MOUNT VERNON,0.893557735176103,12.0071578243424,0
2012-03-18,ORANGE CITY,3.06147144240077e-002,0.361043885124234,2
2012-03-18,OSKALOOSA,0.145524252606186,1.85705780994228,7
2012-03-18,PELLA,8.30820225803339e-002,1.0456499083277,0
2012-03-18,SIOUX CENTER,9.80096501809409e-002,1.05457579412947,0
2012-03-18,SIOUX CITY,0.133872145953321,1.76303449608191,0
2012-03-18,WAVERLY,0.138120902046493,1.57548579376118,0
2012-03-25,CEDAR FALLS,0.141358017210035,2.02398109320082,0
2012-03-25,CEDAR RAPIDS,0.151319880372685,1.88705640121161,9
2012-03-25,DAVENPORT,0.120832845918387,1.65128365600203,0
2012-03-25,DECORAH,0.189600354116606,2.40062223346402,0
2012-03-25,DES MOINES,0.160566248276518,2.24798136262064,1
2012-03-25,DUBUQUE,0.168843007534142,2.33902260242521,9
2012-03-25,FAYETTE,5.93561368209256e-002,0.778993963782696,0
2012-03-25,INDIANOLA,9.56778948729553e-002,1.08031680351717,1
2012-03-25,IOWA CITY,0.163987806521153,2.12765817838857,5
2012-03-25,MOUNT PLEASANT,0.116651843946401,1.33848096762718,0
2012-03-25,MOUNT VERNON,0.752173428444048,9.95776415514935,0
2012-03-25,ORANGE CITY,7.28460793804453e-002,0.912708938367215,2
2012-03-25,OSKALOOSA,0.105121909192729,1.44021021797191,6
2012-03-25,PELLA,9.23719000289491e-002,1.16247129209688,1
2012-03-25,SIOUX CENTER,7.36831523924407e-002,1.01313630880579,1
2012-03-25,SIOUX CITY,0.116468649255624,1.59678825418674,0
2012-03-25,STORM LAKE,0.19859074243813,2.41987901008249,1
2012-03-25,WAVERLY,0.100846910391417,1.3124051261673,0
2012-04-01,CEDAR RAPIDS,0.161584325754381,2.23608419922549,4
2012-04-01,DAVENPORT,0.182054619718859,2.63624476028933,1
2012-04-01,DECORAH,0.214664221575819,2.79262046288099,0
2012-04-01,DES MOINES,0.200392735225598,2.92995202776589,0
2012-04-01,DUBUQUE,0.172058623445977,2.27252742393578,4
2012-04-01,INDIANOLA,0.16860748690761,1.95039115536303,1
2012-04-01,IOWA CITY,0.179481325788197,2.58923080032336,4
2012-04-01,MOUNT PLEASANT,0.15605359895648,2.0549330013044,0
2012-04-01,MOUNT VERNON,0.809741417744093,10.7824721355328,0
2012-04-01,ORANGE CITY,0.231324620845434,2.94917392707325,0
2012-04-01,OSKALOOSA,0.146773498750754,1.83461187214612,4
2012-04-01,SIOUX CENTER,7.12706071572175e-002,0.922109636777912,0
2012-04-01,SIOUX CITY,0.141472621678077,1.85668658915009,1
2012-04-01,STORM LAKE,0.189534830430797,2.89293492208983,3
2012-04-01,WAVERLY,0.17648023047884,2.54864295648718,0
2012-04-08,CEDAR FALLS,0.147781481032602,2.02854054054054,0
2012-04-08,CEDAR RAPIDS,0.204711659828994,2.9841351175185,10
2012-04-08,DAVENPORT,0.218739398724922,3.31308397184691,4
2012-04-08,DECORAH,0.247514860250411,2.98509548501328,0
2012-04-08,DES MOINES,0.156942832691485,2.29847501545191,0
2012-04-08,DUBUQUE,0.185491232844096,2.56642834061804,11
2012-04-08,FAYETTE,6.33802816901408e-002,0.708732394366197,1
2012-04-08,INDIANOLA,0.14183422771061,1.77923449925648,1
2012-04-08,IOWA CITY,0.149958569118836,2.08856022635408,5
2012-04-08,MOUNT PLEASANT,0.145911893750741,2.11749318154868,1
2012-04-08,MOUNT VERNON,0.758052831029871,10.1286580472581,0
2012-04-08,ORANGE CITY,2.78315585672798e-002,0.324586963536625,0
2012-04-08,OSKALOOSA,0.128336348755062,1.54973205824072,7
2012-04-08,PELLA,0.100839525234006,1.39530734343337,1
2012-04-08,SIOUX CENTER,0.127261761158022,1.72721619085913,2
2012-04-08,SIOUX CITY,0.153987237536374,2.39929945303727,0
2012-04-08,STORM LAKE,0.148675527039413,2.07838313473877,1
2012-04-08,WAVERLY,0.157237234253924,1.87830419233062,0
2012-04-15,CEDAR FALLS,0.16339837595443,2.31826275602957,1
2012-04-15,CEDAR RAPIDS,0.212177217131245,2.68118016947203,10
2012-04-15,DAVENPORT,0.178504084537248,2.31127858688659,4
2012-04-15,DECORAH,0.211565701277349,2.66866573921841,0
2012-04-15,DES MOINES,0.186653382779442,2.82211382113821,2
2012-04-15,DUBUQUE,0.168452269596422,2.04989999829929,1
2012-04-15,FAYETTE,5.63380281690141e-002,0.844346076458753,0
2012-04-15,INDIANOLA,0.115453546259779,1.61129501519364,4
2012-04-15,IOWA CITY,0.178539558070601,2.45174562112638,5
2012-04-15,MOUNT PLEASANT,0.174997035455947,2.16793786315665,0
2012-04-15,MOUNT VERNON,0.866178109674543,11.3028756130183,0
2012-04-15,ORANGE CITY,9.31752178121975e-003,0.145011293965795,0
2012-04-15,OSKALOOSA,0.126318342379599,1.60609287498923,8
2012-04-15,SIOUX CENTER,8.65835678863423e-002,1.05274628065943,1
2012-04-15,SIOUX CITY,0.158569384576376,1.99786503423045,1
2012-04-15,STORM LAKE,0.173657195233731,2.21812373968836,1
2012-04-15,WAVERLY,0.150452016689847,1.63636995827538,0
2012-04-22,CEDAR FALLS,0.15219730941704,2.05527523936493,2
2012-04-22,CEDAR RAPIDS,0.1610018710939,2.10875648939841,11
2012-04-22,DAVENPORT,0.129793238579868,1.7451935037336,0
2012-04-22,DECORAH,0.178003667636272,2.15324522574934,0
2012-04-22,DES MOINES,0.185449712356773,2.97810702229829,0
2012-04-22,DUBUQUE,0.179458834333917,2.32877123760608,5
2012-04-22,FAYETTE,0.135412474849095,1.84398390342052,1
2012-04-22,INDIANOLA,0.123319001745652,1.45858343570182,0
2012-04-22,IOWA CITY,0.176345351657235,2.42061371597952,6
2012-04-22,MOUNT PLEASANT,0.164461045891142,2.28462350290525,0
2012-04-22,MOUNT VERNON,0.774269950958538,10.448045028979,0
2012-04-22,ORANGE CITY,8.40997095837367e-002,1.12321232655695,0
2012-04-22,OSKALOOSA,0.144427931420694,1.98829930214526,4
2012-04-22,PELLA,0.131610055003377,1.71750361864325,0
2012-04-22,SIOUX CENTER,0.102583433856051,1.26172094893446,1
2012-04-22,SIOUX CITY,0.107148549280979,1.38732845534345,3
2012-04-22,STORM LAKE,0.213627406049496,2.74959853345555,2
2012-04-22,WAVERLY,0.241260381482217,2.95666501092788,0
2012-04-29,CEDAR FALLS,0.177206399224336,2.41878293540177,0
2012-04-29,CEDAR RAPIDS,0.210788489705149,2.61949963575016,14
2012-04-29,DAVENPORT,0.17156772143261,2.27831295938859,3
2012-04-29,DECORAH,0.226931832553434,2.78837359301884,1
2012-04-29,DES MOINES,0.215340693196406,3.14923211144392,1
2012-04-29,DUBUQUE,0.154835966598071,2.0539629925679,12
2012-04-29,FAYETTE,0.150905432595573,1.70064386317907,1
2012-04-29,INDIANOLA,0.188419021141786,2.35702269347643,0
2012-04-29,IOWA CITY,0.20801535974131,2.9262221773107,11
2012-04-29,MOUNT PLEASANT,0.111813708051702,1.4657535870983,0
2012-04-29,MOUNT VERNON,0.956837940258582,12.8240481497994,0
2012-04-29,ORANGE CITY,1.64972571797354e-002,0.22811552113585,1
2012-04-29,OSKALOOSA,0.187255535452744,2.44221762729387,5
2012-04-29,PELLA,0.101896555051626,1.28099778056547,0
2012-04-29,SIOUX CENTER,7.92119018898271e-002,0.904295670821606,0
2012-04-29,SIOUX CITY,0.121086789582352,1.60870817787759,1
2012-04-29,STORM LAKE,0.169892300641613,2.23114665444546,2
2012-04-29,WAVERLY,0.171870653685675,2.17810152990264,0
2012-05-06,CEDAR FALLS,0.159116470730821,2.08444988486244,0
2012-05-06,CEDAR RAPIDS,0.17365956059967,2.23568168398451,6
2012-05-06,DAVENPORT,0.140172739856895,1.83183550720399,2
2012-05-06,DECORAH,0.230631086379158,3.05809156443658,0
2012-05-06,DES MOINES,0.18945638758142,2.83883806399467,1
2012-05-06,DUBUQUE,0.16059031616184,2.16173914522356,0
2012-05-06,FAYETTE,0.122736418511066,1.87054325955734,1
2012-05-06,GRINNELL,0.164853407723444,2.17064872552237,1
2012-05-06,INDIANOLA,0.128077519881037,1.57050753216526,0
2012-05-06,IOWA CITY,0.169566491511722,2.28908542171921,7
2012-05-06,LAMONI,5.55450336700337e-002,0.775185185185185,0
2012-05-06,MOUNT PLEASANT,0.166711134827464,2.26965611288984,0
2012-05-06,MOUNT VERNON,0.791668524297815,10.7298149799376,0
2012-05-06,ORANGE CITY,3.4809616005163e-002,0.41202807357212,1
2012-05-06,OSKALOOSA,0.178075730162833,2.36595330404066,0
2012-05-06,PELLA,0.144620283701631,1.80577824954164,0
2012-05-06,SIOUX CENTER,0.287293928427825,3.06770540142072,0
2012-05-06,SIOUX CITY,0.113136462974366,1.51147040001932,3
2012-05-06,STORM LAKE,0.17115490375802,2.20600916590284,4
2012-05-06,WAVERLY,0.265711305384463,2.5254848003179,1
2012-05-13,CEDAR FALLS,0.136811295600533,1.95242419100715,0
2012-05-13,CEDAR RAPIDS,0.188243932364557,2.49096530041026,1
2012-05-13,DAVENPORT,0.151029907781092,2.02726911154004,0
2012-05-13,DECORAH,0.307654609839383,3.61921714936133,1
2012-05-13,DES MOINES,0.186833048067323,2.70999938192364,1
2012-05-13,DUBUQUE,0.185211908365789,2.43813177094849,1
2012-05-13,GRINNELL,0.10985395470955,1.50463516026693,0
2012-05-13,IOWA CITY,0.137720964699542,1.91748288870924,0
2012-05-13,LAMONI,6.53303872053872e-002,0.856994949494949,0
2012-05-13,MOUNT VERNON,0.773155372269282,10.4879937583593,0
2012-05-13,ORANGE CITY,7.16360116166505e-002,0.809699903194579,0
2012-05-13,OSKALOOSA,0.14393038683553,1.80511243215301,1
2012-05-13,PELLA,0.110081540094567,1.36205731930908,0
2012-05-13,SIOUX CENTER,0.149276236429433,1.79955099852567,0
2012-05-13,SIOUX CITY,0.12809311648012,1.75771386484104,1
2012-05-13,STORM LAKE,0.156615490375802,2.17551879010083,0
2012-05-13,WAVERLY,0.180526028213789,2.19682892906815,0
2012-05-20,CEDAR FALLS,0.190705369046176,2.42174766694946,0
2012-05-20,CEDAR RAPIDS,0.203817146581803,2.63588351673632,2
2012-05-20,DAVENPORT,0.150523288686124,2.06806408531711,0
2012-05-20,DECORAH,0.487096876185658,5.60788921209055,0
2012-05-20,DES MOINES,0.225174249988114,3.28624975039224,1
2012-05-20,DUBUQUE,0.229631881494583,3.03899522100716,1
2012-05-20,FAYETTE,0.212273641851107,1.86543259557344,0
2012-05-20,GRINNELL,0.184192101520621,2.40650366480691,0
2012-05-20,IOWA CITY,0.22737301266505,3.16562166531932,2
2012-05-20,LAMONI,2.74621212121212e-002,0.510328282828283,0
2012-05-20,MOUNT VERNON,1.29574788230049,17.906219349086,0
2012-05-20,ORANGE CITY,0.153920619554695,1.51516940948693,0
2012-05-20,OSKALOOSA,0.160429051434479,2.01845351942793,0
2012-05-20,PELLA,0.104103541445527,1.26234681076908,0
2012-05-20,SIOUX CENTER,0.2535182951347,3.34454630746549,0
2012-05-20,SIOUX CITY,0.227056845486048,3.07497458374084,0
2012-05-20,STORM LAKE,0.366913382218149,4.09968102658112,0
2012-05-20,WAVERLY,0.157607291873634,1.99354659248957,0
2012-05-27,CEDAR FALLS,8.72451824021331e-002,1.15461641013211,0
2012-05-27,CEDAR RAPIDS,0.158822859552931,2.01992124535102,2
2012-05-27,DAVENPORT,0.19242142871069,2.59463707083114,0
2012-05-27,DES MOINES,0.13607982693862,2.07183806399467,2
2012-05-27,DUBUQUE,0.13326969846426,1.76559720403408,0
2012-05-27,GRINNELL,0.135154797068154,1.60884695328739,0
2012-05-27,IOWA CITY,8.37651576394503e-002,1.20914497440043,0
2012-05-27,MOUNT VERNON,0.198339277753009,2.39773740526081,0
2012-05-27,OSKALOOSA,0.12059102265874,1.51778668045145,1
2012-05-27,PELLA,0.103058959760687,1.41726237575992,0
2012-05-27,SIOUX CITY,5.24694823776578e-002,0.618499293657406,0
2012-05-27,WAVERLY,0.236817007748858,3.04401152394198,0
2012-06-03,CEDAR FALLS,0.168897103381408,2.35643606835535,0
2012-06-03,CEDAR RAPIDS,0.227453349181396,3.06324596449523,2
2012-06-03,DAVENPORT,0.19104041644733,2.66558129106471,0
2012-06-03,DES MOINES,0.256380735035421,3.8364297532449,0
2012-06-03,DUBUQUE,0.182065171176381,2.38594874062484,0
2012-06-03,FAYETTE,0.207243460764588,3.18696177062374,0
2012-06-03,GRINNELL,0.126331911169456,1.81208511103818,0
2012-06-03,IOWA CITY,0.142584236054972,2.02846052277014,5
2012-06-03,MOUNT PLEASANT,0.162036048855686,1.99797936677339,0
2012-06-03,MOUNT VERNON,0.766495764600981,10.2673629068212,0
2012-06-03,ORANGE CITY,2.83962568570507e-002,0.373075185543724,2
2012-06-03,OSKALOOSA,0.18097053502197,2.17214439562333,2
2012-06-03,SIOUX CENTER,0.117310012062726,1.57771612384399,0
2012-06-03,SIOUX CITY,0.146621026068268,1.99145929172553,1
2012-06-03,WAVERLY,0.159450129147626,1.91083945956686,0
2012-06-10,CEDAR RAPIDS,0.261059798320617,4.00778075994019,1
2012-06-10,DAVENPORT,0.162565557310249,2.30140638708545,0
2012-06-10,DECORAH,0.18427659036297,2.41260022764639,0
2012-06-10,DES MOINES,0.176793961869443,2.73344881852327,1
2012-06-10,DUBUQUE,0.169280940152043,2.1902702426912,1
2012-06-10,FAYETTE,0.131790744466801,1.06877263581489,1
2012-06-10,IOWA CITY,0.193896187011587,2.87250471571005,1
2012-06-10,MOUNT VERNON,0.7732779759251,10.3242822113241,0
2012-06-10,ORANGE CITY,4.17473378509197e-002,0.580314617618587,0
2012-06-10,OSKALOOSA,0.150002067717757,1.83334625656931,1
2012-06-10,SIOUX CENTER,7.28789706473663e-002,0.846639860608498,0
2012-06-10,SIOUX CITY,0.190547083469168,3.03490322502747,1
2012-06-10,WAVERLY,0.120462447844228,1.43103417444864,1
2012-06-17,CEDAR FALLS,0.153417161556175,2.08596848866804,0
2012-06-17,CEDAR RAPIDS,0.166381304397837,2.26705532763314,1
2012-06-17,DAVENPORT,0.235294447368934,3.51913230391297,0
2012-06-17,DECORAH,0.220769571265967,2.62149234855192,2
2012-06-17,DES MOINES,0.165408058764798,2.48877616127038,0
2012-06-17,DUBUQUE,0.1834529498801,2.56874861817378,0
2012-06-17,GRINNELL,0.143162673668089,1.90376326441308,0
2012-06-17,INDIANOLA,0.174912717398332,2.16439839658628,0
2012-06-17,IOWA CITY,0.12764517650229,1.76702762058744,2
2012-06-17,MOUNT PLEASANT,0.157719672714337,2.03080398434721,0
2012-06-17,MOUNT VERNON,0.804224253232278,11.1079201961659,0
2012-06-17,ORANGE CITY,4.48128428525331e-002,0.605609874152953,0
2012-06-17,PELLA,0.105705394190871,1.33868377882852,0
2012-06-17,SIOUX CENTER,0.108061921994371,1.38810749229326,0
2012-06-17,SIOUX CITY,0.141378998080197,1.93851390347859,0
2012-06-17,WAVERLY,0.125591098748261,1.56449930458971,0
2012-06-24,DAVENPORT,0.252377610107036,3.48402643738668,1
2012-06-24,DECORAH,0.193847223978753,2.45783103579107,0
2012-06-24,DES MOINES,0.213699657680787,3.17385199448486,2
