eventdate,ActionGeo_FullName,tone,ActionGeo_Lat,ActionGeo_Long,geo,city,eventweek
2013-09-16,"Odebolt, Iowa, United States",0.19607843137254896,42.3122,-95.2505,"42.3122,-95.2505",WALL LAKE,2013-09-15
2013-09-16,"Wright County, Iowa, United States",0.938566552901025,42.7333,-93.7169,"42.7333,-93.7169",CLARION,2013-09-15
2013-09-16,"West Union, Iowa, United States",0.0,42.9628,-91.8082,"42.9628,-91.8082",WEST UNION,2013-09-15
2013-09-16,"Van Allen Hall, Iowa, United States",1.9607843137254897,41.6617,-91.5321,"41.6617,-91.5321",IOWA CITY,2013-09-15
2013-09-17,"Muscatine, Iowa, United States",0.3057392760164937,41.4245,-91.0432,"41.4245,-91.0432",MUSCATINE,2013-09-15
2013-09-17,"Hampton, Iowa, United States",0.02313208420078652,42.7419,-93.2024,"42.7419,-93.2024",HAMPTON,2013-09-15
2013-09-17,"Benton County, Iowa, United States",0.8364312267657998,42.0667,-92.0668,"42.0667,-92.0668",VINTON,2013-09-15
2013-09-17,"Ringsted, Iowa, United States",2.7446300715990497,43.2947,-94.5116,"43.2947,-94.5116",ARMSTRONG,2013-09-15
2013-09-17,"Maple Grove, Iowa, United States",1.28617363344051,41.3389,-94.1663,"41.3389,-94.1663",WINTERSET,2013-09-15
2013-09-17,"Wichita, Iowa, United States",2.0504731861198757,41.7333,-94.6041,"41.7333,-94.6041",GUTHRIE CENTER,2013-09-15
2013-09-17,"Putnam Museum, Iowa, United States",2.7992277992277996,41.5261,-90.6015,"41.5261,-90.6015",DAVENPORT,2013-09-15
2013-09-17,"Sioux Center, Iowa, United States",1.08303249097473,43.0797,-96.1756,"43.0797,-96.1756",SIOUX CENTER,2013-09-15
2013-09-18,"Rockwell City, Iowa, United States",0.1444622849676557,42.3953,-94.6339,"42.3953,-94.6339",ROCKWELL CITY,2013-09-15
2013-09-18,"Gallagher-Bluedorn Performing Arts Center, Iowa, United States",3.53697749196141,42.5111,-92.4607,"42.5111,-92.4607",CEDAR FALLS,2013-09-15
2013-09-18,"Davis County, Iowa, United States",4.10958904109589,40.7506,-92.4169,"40.7506,-92.4169",BLOOMFIELD,2013-09-15
2013-09-18,"Creston, Iowa, United States",4.47761194029851,41.0586,-94.3614,"41.0586,-94.3614",CRESTON,2013-09-15
2013-09-18,"Franklin County, Iowa, United States",0.2688172043010755,42.7333,-93.2669,"42.7333,-93.2669",HAMPTON,2013-09-15
2013-09-18,"American Lutheran Church, Iowa, United States",0.782997762863535,42.9994,-96.4748,"42.9994,-96.4748",HAWARDEN,2013-09-15
2013-09-18,"Kalona, Iowa, United States",3.14547837483617,41.4831,-91.706,"41.4831,-91.706",RIVERSIDE,2013-09-15
2013-09-18,"Allamakee County, Iowa, United States",0.4612546125461251,43.2833,-91.3668,"43.2833,-91.3668",WAUKON,2013-09-15
2013-09-19,"Freeport, Iowa, United States",1.3828238719068402,43.3022,-91.7435,"43.3022,-91.7435",DECORAH,2013-09-15
2013-09-20,"Traer, Iowa, United States",3.8031319910514503,42.1936,-92.4655,"42.1936,-92.4655",TRAER,2013-09-15
2013-09-20,"Shriver Cemetery, Iowa, United States",0.0,40.6808,-93.2624,"40.6808,-93.2624",CORYDON,2013-09-15
2013-09-20,"Morningside, Iowa, United States",4.13223140495868,42.4689,-96.3592,"42.4689,-96.3592",SIOUX CITY,2013-09-15
2013-09-20,"Westside, Iowa, United States",0.4212966369857973,42.0592,-95.098,"42.0592,-95.098",MANNING,2013-09-15
2013-09-20,"Dodgeville, Iowa, United States",0.11059796018407844,40.9431,-91.1807,"40.9431,-91.1807",MEDIAPOLIS,2013-09-15
2013-09-20,"Atlanta, Iowa, United States",3.246753246753245,42.3255,-91.6549,"42.3255,-91.6549",WALKER,2013-09-15
2013-09-20,"Johnson County Jail, Iowa, United States",0.0,41.655,-91.5366,"41.655,-91.5366",IOWA CITY,2013-09-15
2013-09-20,"Charles City, Iowa, United States",0.2306805074971167,43.0664,-92.6724,"43.0664,-92.6724",CHARLES CITY,2013-09-15
2013-09-20,"Mercy Medical Center, Iowa, United States",4.13223140495868,41.5988,-93.6233,"41.5988,-93.6233",DES MOINES,2013-09-15
2013-09-20,"Muscatine, Iowa, United States",0.6469208404916083,41.4245,-91.0432,"41.4245,-91.0432",MUSCATINE,2013-09-15
2013-09-20,"Burlington, Iowa, United States",0.0,40.8075,-91.1129,"40.8075,-91.1129",BURLINGTON,2013-09-15
2013-09-20,"Power Plant, Iowa, United States",0.584329349269588,41.6572,-91.5388,"41.6572,-91.5388",IOWA CITY,2013-09-15
2013-09-21,"Wartburg College, Iowa, United States",0.7475083056478399,42.7278,-92.4813,"42.7278,-92.4813",WAVERLY,2013-09-15
2013-09-21,"Des Moines, Iowa, United States",0.15665028946856674,41.6005,-93.6091,"41.6005,-93.6091",DES MOINES,2013-09-15
2013-09-21,"Mason City, Iowa, United States",1.8134508245135141,43.1536,-93.20100000000001,"43.1536,-93.20100000000001",MASON CITY,2013-09-15
2013-09-21,"Waterloo, Iowa, United States",0.18523201124962546,42.4928,-92.34299999999999,"42.4928,-92.34299999999999",WATERLOO,2013-09-15
2013-09-22,"Sioux City, Iowa, United States",0.24201049995511545,42.5,-96.4003,"42.5,-96.4003",SIOUX CITY,2013-09-22
2013-09-22,"New Hampton, Iowa, United States",0.9016176080615234,43.0591,-92.3177,"43.0591,-92.3177",NEW HAMPTON,2013-09-22
2013-09-22,"Rochester, Iowa, United States",2.28310502283105,41.6739,-91.1585,"41.6739,-91.1585",TIPTON,2013-09-22
2013-09-22,"Des Moines, Iowa, United States",0.06548163383471499,41.6005,-93.6091,"41.6005,-93.6091",DES MOINES,2013-09-22
2013-09-23,"Hampton, Iowa, United States",0.72150072150072,42.7419,-93.2024,"42.7419,-93.2024",HAMPTON,2013-09-22
2013-09-23,"Fort Madison, Iowa, United States",0.30048076923076994,40.6298,-91.3151,"40.6298,-91.3151",FORT MADISON,2013-09-22
2013-09-23,"Newton Clinic, Iowa, United States",0.6124039639238387,41.703,-93.0513,"41.703,-93.0513",NEWTON,2013-09-22
2013-09-23,"Cedar Valley, Iowa, United States",0.75244544770504,41.7264,-91.2466,"41.7264,-91.2466",WEST BRANCH,2013-09-22
2013-09-23,"Beaverdale, Iowa, United States",0.36363636363636404,40.8467,-91.2085,"40.8467,-91.2085",WEST BURLINGTON,2013-09-22
2013-09-23,"Tama County, Iowa, United States",0.10060362173038233,42.0667,-92.5335,"42.0667,-92.5335",TOLEDO,2013-09-22
2013-09-23,"Elk Horn, Iowa, United States",0.809716599190285,41.5917,-95.06,"41.5917,-95.06",EXIRA,2013-09-22
2013-09-23,"Moville, Iowa, United States",1.20772946859903,42.4889,-96.0725,"42.4889,-96.0725",KINGSLEY,2013-09-22
2013-09-24,"Marion County, Iowa, United States",0.0,41.3333,-93.1002,"41.3333,-93.1002",KNOXVILLE,2013-09-22
2013-09-24,"Poweshiek County, Iowa, United States",0.8350987449694495,41.6833,-92.5335,"41.6833,-92.5335",BROOKLYN,2013-09-22
2013-09-24,"Charlotte, Iowa, United States",4.0968342644320295,41.9603,-90.4651,"41.9603,-90.4651",PRESTON,2013-09-22
2013-09-24,"Clayton County, Iowa, United States",2.09205020920502,42.8333,-91.3668,"42.8333,-91.3668",ELKADER,2013-09-22
2013-09-24,"Boone, Iowa, United States",3.0791788856305,42.0597,-93.8802,"42.0597,-93.8802",BOONE,2013-09-22
2013-09-24,"Belle Plaine, Iowa, United States",1.7558528428093652,41.8969,-92.2782,"41.8969,-92.2782",BELLE PLAINE,2013-09-22
2013-09-25,"Dubuque County, Iowa, United States",1.6750418760469,42.4833,-90.8668,"42.4833,-90.8668",PEOSTA,2013-09-22
2013-09-25,"Polk County, Iowa, United States",0.4854228244588524,41.6833,-93.5835,"41.6833,-93.5835",ANKENY,2013-09-22
2013-09-25,"Monona County, Iowa, United States",0.06820626273402172,42.0333,-95.96700000000001,"42.0333,-95.96700000000001",ONAWA,2013-09-22
2013-09-25,"Maryville, Iowa, United States",1.136363636363636,42.6878,-91.6454,"42.6878,-91.6454",ARLINGTON,2013-09-22
2013-09-25,"Scott County, Iowa, United States",0.2483481371695227,41.6334,-90.6335,"41.6334,-90.6335",ELDRIDGE,2013-09-22
2013-09-25,"Camanche, Iowa, United States",2.7906976744186003,41.7881,-90.2562,"41.7881,-90.2562",CAMANCHE,2013-09-22
2013-09-25,"Kirkwood Community College, Iowa, United States",0.9515564614519181,41.9122,-91.6535,"41.9122,-91.6535",ELY,2013-09-22
2013-09-26,"Johnson County Jail, Iowa, United States",0.0,41.655,-91.5366,"41.655,-91.5366",IOWA CITY,2013-09-22
2013-09-26,"East Bay, Iowa, United States",1.8474374255065555,43.4772,-95.068,"43.4772,-95.068",SPIRIT LAKE,2013-09-22
2013-09-26,"Lang Hall, Iowa, United States",2.493074792243765,42.5155,-92.4574,"42.5155,-92.4574",CEDAR FALLS,2013-09-22
2013-09-26,"Sioux City, Iowa, United States",1.6548463356974,42.5,-96.4003,"42.5,-96.4003",SIOUX CITY,2013-09-22
2013-09-26,"Jefferson County, Iowa, United States",0.1418439716312056,41.0334,-91.9502,"41.0334,-91.9502",FAIRFIELD,2013-09-22
2013-09-26,"Brownville, Iowa, United States",0.6657789613848201,43.3422,-92.676,"43.3422,-92.676",RICEVILLE,2013-09-22
2013-09-26,"Clayton County, Iowa, United States",0.03330003330003333,42.8333,-91.3668,"42.8333,-91.3668",ELKADER,2013-09-22
2013-09-26,"Wright County, Iowa, United States",0.0,42.7333,-93.7169,"42.7333,-93.7169",CLARION,2013-09-22
2013-09-26,"Dallas County, Iowa, United States",0.0297176820208024,41.6833,-94.0502,"41.6833,-94.0502",ADEL,2013-09-22
2013-09-26,"Marshalltown, Iowa, United States",0.7127402316405749,42.0494,-92.90799999999999,"42.0494,-92.90799999999999",MARSHALLTOWN,2013-09-22
2013-09-27,"Salem Church, Iowa, United States",3.23450134770889,40.8914,-92.8985,"40.8914,-92.8985",MORAVIA,2013-09-22
2013-09-27,"Coralville, Iowa, United States",0.16835016835016892,41.6764,-91.5804,"41.6764,-91.5804",CORALVILLE,2013-09-22
2013-09-27,"Clayton County, Iowa, United States",0.1131221719457014,42.8333,-91.3668,"42.8333,-91.3668",ELKADER,2013-09-22
2013-09-27,"Southridge Mall, Iowa, United States",2.32198142414861,41.5222,-93.6016,"41.5222,-93.6016",NORWALK,2013-09-22
2013-09-27,"Pocahontas, Iowa, United States",3.15789473684211,42.7355,-94.6691,"42.7355,-94.6691",POCAHONTAS,2013-09-22
2013-09-27,"Strawberry Point, Iowa, United States",0.016806722689075664,42.6836,-91.53399999999999,"42.6836,-91.53399999999999",STRAWBERRY POINT,2013-09-22
2013-09-27,"Denver Police Department, Iowa, United States",2.77777777777778,42.6714,-92.3374,"42.6714,-92.3374",DENVER,2013-09-22
2013-09-27,"Camp Dodge, Iowa, United States",0.0961037821673033,41.6997,-93.7074,"41.6997,-93.7074",JOHNSTON,2013-09-22
2013-09-27,"Scott County, Iowa, United States",0.2096818279618482,41.6334,-90.6335,"41.6334,-90.6335",ELDRIDGE,2013-09-22
2013-09-27,"Council Bluffs, Iowa, United States",0.5331088664422,41.2619,-95.8608,"41.2619,-95.8608",COUNCIL BLUFFS,2013-09-22
2013-09-27,"North Liberty, Iowa, United States",2.7863777089783297,41.7492,-91.5979,"41.7492,-91.5979",NORTH LIBERTY,2013-09-22
2013-09-27,"Hardin County, Iowa, United States",6.04395604395604,42.3833,-93.2508,"42.3833,-93.2508",HUBBARD,2013-09-22
2013-09-27,"Hawkeye, Iowa, United States",2.4221453287197203,42.9386,-91.9502,"42.9386,-91.9502",WEST UNION,2013-09-22
2013-09-27,"Worth County, Iowa, United States",0.854700854700855,43.3833,-93.2669,"43.3833,-93.2669",NORTHWOOD,2013-09-22
2013-09-28,"Baptist Church, Iowa, United States",0.3917910447761188,42.65,-95.5044,"42.65,-95.5044",AURELIA,2013-09-22
2013-09-28,"Stanford, Iowa, United States",4.21930509799015,42.1944,-93.0702,"42.1944,-93.0702",CONRAD,2013-09-22
2013-09-28,"Riverside Park, Iowa, United States",0.9623797025371832,42.4983,-96.4745,"42.4983,-96.4745",SIOUX CITY,2013-09-22
2013-09-28,"Maple Leaf, Iowa, United States",1.6733601070950452,43.3208,-92.3791,"43.3208,-92.3791",ELMA,2013-09-22
2013-09-28,"Hampton, Iowa, United States",0.2756988360453074,42.7419,-93.2024,"42.7419,-93.2024",HAMPTON,2013-09-22
2013-09-28,"Mason City, Iowa, United States",0.13393430333690975,43.1536,-93.20100000000001,"43.1536,-93.20100000000001",MASON CITY,2013-09-22
2013-09-28,"Sioux City, Iowa, United States",0.011356860403132113,42.5,-96.4003,"42.5,-96.4003",SIOUX CITY,2013-09-22
2013-09-29,"West Liberty, Iowa, United States",4.43262411347518,41.57,-91.2638,"41.57,-91.2638",WEST LIBERTY,2013-09-29
2013-09-29,"Wichita, Iowa, United States",0.27322404371584696,41.7333,-94.6041,"41.7333,-94.6041",GUTHRIE CENTER,2013-09-29
2013-09-29,"Cedar Falls, Iowa, United States",1.6792611251049552,42.5278,-92.4455,"42.5278,-92.4455",CEDAR FALLS,2013-09-29
2013-09-29,"Amana, Iowa, United States",1.7391304347826102,41.8,-91.8707,"41.8,-91.8707",WALFORD,2013-09-29
2013-09-29,"Cedar Rapids, Iowa, United States",2.7066215563073905,42.0083,-91.6441,"42.0083,-91.6441",CEDAR RAPIDS,2013-09-29
2013-09-29,"Scott County, Iowa, United States",0.3751079422984581,41.6334,-90.6335,"41.6334,-90.6335",ELDRIDGE,2013-09-29
2013-09-30,"Franklin County, Iowa, United States",0.35235168855716664,42.7333,-93.2669,"42.7333,-93.2669",HAMPTON,2013-09-29
2013-09-30,"Black Hawk County, Iowa, United States",0.0031075845780935986,42.4667,-92.3168,"42.4667,-92.3168",EVANSDALE,2013-09-29
2013-09-30,"Webster City, Iowa, United States",0.2576435560211966,42.4694,-93.8161,"42.4694,-93.8161",WEBSTER CITY,2013-09-29
2013-10-01,"Altoona, Iowa, United States",0.0,41.6442,-93.4647,"41.6442,-93.4647",ALTOONA,2013-09-29
2013-10-01,"Des Moines County, Iowa, United States",0.01651550909986208,40.9167,-91.1835,"40.9167,-91.1835",MEDIAPOLIS,2013-09-29
2013-10-01,"First Presbyterian Church, Iowa, United States",4.14746543778802,41.5364,-90.5701,"41.5364,-90.5701",DAVENPORT,2013-09-29
2013-10-01,"Keosauqua, Iowa, United States",2.7102803738317753,40.7303,-91.9624,"40.7303,-91.9624",KEOSAUQUA,2013-09-29
2013-10-02,"Monona County, Iowa, United States",0.1399941055113469,42.0333,-95.96700000000001,"42.0333,-95.96700000000001",ONAWA,2013-09-29
2013-10-02,"Williamsburg, Iowa, United States",0.46916890080428997,41.6611,-92.0091,"41.6611,-92.0091",WILLIAMSBURG,2013-09-29
2013-10-02,"Mitchell County, Iowa, United States",0.19795500953991185,43.35,-92.7835,"43.35,-92.7835",OSAGE,2013-09-29
2013-10-02,"Charlotte, Iowa, United States",0.3911586104510004,41.9603,-90.4651,"41.9603,-90.4651",PRESTON,2013-09-29
2013-10-02,"Parsons College, Iowa, United States",2.371541501976285,41.0167,-91.9668,"41.0167,-91.9668",FAIRFIELD,2013-09-29
2013-10-02,"New Boston, Iowa, United States",0.7780507780507766,40.5606,-91.5054,"40.5606,-91.5054",MONTROSE,2013-09-29
2013-10-02,"Burlington, Iowa, United States",0.07822860899783972,40.8075,-91.1129,"40.8075,-91.1129",BURLINGTON,2013-09-29
2013-10-02,"College Of Design, Iowa, United States",1.4789533560864634,42.0286,-93.65299999999999,"42.0286,-93.65299999999999",AMES,2013-09-29
2013-10-02,"Clinton Public Library, Iowa, United States",2.1568627450980404,41.8381,-90.191,"41.8381,-90.191",CLINTON,2013-09-29
2013-10-02,"Evansdale, Iowa, United States",0.9237600173272701,42.4692,-92.281,"42.4692,-92.281",EVANSDALE,2013-09-29
2013-10-02,"Onawa, Iowa, United States",0.6066411238825032,42.0267,-96.0972,"42.0267,-96.0972",ONAWA,2013-09-29
2013-10-03,"Lutheran Church, Iowa, United States",1.1363636363636376,42.735,-93.7341,"42.735,-93.7341",CLARION,2013-09-29
2013-10-03,"Boone, Iowa, United States",4.545454545454549,42.0597,-93.8802,"42.0597,-93.8802",BOONE,2013-09-29
2013-10-04,"Burlington, Iowa, United States",0.4691700969767828,40.8075,-91.1129,"40.8075,-91.1129",BURLINGTON,2013-09-29
2013-10-04,"Sioux City, Iowa, United States",0.21334018195898746,42.5,-96.4003,"42.5,-96.4003",SIOUX CITY,2013-09-29
2013-10-04,"Washington County Sheriff Office, Iowa, United States",0.5305564403015934,41.3003,-91.6941,"41.3003,-91.6941",WASHINGTON,2013-09-29
2013-10-04,"Farnhamville, Iowa, United States",2.18579234972678,42.2761,-94.4039,"42.2761,-94.4039",GOWRIE,2013-09-29
2013-10-04,"Hawkeye, Iowa, United States",2.452830188679245,42.9386,-91.9502,"42.9386,-91.9502",WEST UNION,2013-09-29
2013-10-04,"Pleasant Hill, Iowa, United States",0.602409638554215,41.5839,-93.5199,"41.5839,-93.5199",PLEASANT HILL,2013-09-29
2013-10-04,"Christ The King Church, Iowa, United States",3.2,41.6564,-91.5743,"41.6564,-91.5743",CORALVILLE,2013-09-29
2013-10-04,"Morningside, Iowa, United States",2.0918599363347,42.4689,-96.3592,"42.4689,-96.3592",SIOUX CITY,2013-09-29
2013-10-05,"Cedar Valley, Iowa, United States",0.5464480874316934,41.7264,-91.2466,"41.7264,-91.2466",WEST BRANCH,2013-09-29
2013-10-05,"Storm Lake, Iowa, United States",0.644504748982361,42.6411,-95.2097,"42.6411,-95.2097",STORM LAKE,2013-09-29
2013-10-05,"Cedar Rapids, Iowa, United States",1.2814207650273226,42.0083,-91.6441,"42.0083,-91.6441",CEDAR RAPIDS,2013-09-29
2013-10-05,"Lake Mills Community School, Iowa, United States",3.46820809248555,43.4152,-93.531,"43.4152,-93.531",LAKE MILLS,2013-09-29
2013-10-05,"Sioux City, Iowa, United States",0.2153468012534691,42.5,-96.4003,"42.5,-96.4003",SIOUX CITY,2013-09-29
2013-10-06,"Storm Lake High School, Iowa, United States",3.30188679245283,42.6486,-95.1925,"42.6486,-95.1925",STORM LAKE,2013-10-06
2013-10-06,"Monticello, Iowa, United States",2.6166097838452798,42.2383,-91.1871,"42.2383,-91.1871",MONTICELLO,2013-10-06
2013-10-06,"Sioux City, Iowa, United States",0.1759221387670111,42.5,-96.4003,"42.5,-96.4003",SIOUX CITY,2013-10-06
2013-10-06,"Nashville, Iowa, United States",0.2895203872941892,42.0625,-90.7838,"42.0625,-90.7838",BALDWIN,2013-10-06
2013-10-06,"Willow Creek, Iowa, United States",0.0,40.9172,-94.6764,"40.9172,-94.6764",CORNING,2013-10-06
2013-10-06,"Mason City, Iowa, United States",0.33185840707964503,43.1536,-93.20100000000001,"43.1536,-93.20100000000001",MASON CITY,2013-10-06
2013-10-06,"Yale, Iowa, United States",0.9887569271594498,41.7767,-94.35799999999999,"41.7767,-94.35799999999999",PANORA,2013-10-06
2013-10-07,"Urbandale, Iowa, United States",0.6205818603431688,41.6267,-93.7122,"41.6267,-93.7122",URBANDALE,2013-10-06
2013-10-07,"United Presbyterian Church, Iowa, United States",3.90879478827362,43.1903,-96.0033,"43.1903,-96.0033",SHELDON,2013-10-06
2013-10-07,"Washta, Iowa, United States",0.0,42.5755,-95.7175,"42.5755,-95.7175",HOLSTEIN,2013-10-06
2013-10-07,"Westside Park, Iowa, United States",0.0,43.4314,-96.1836,"43.4314,-96.1836",ROCK RAPIDS,2013-10-06
2013-10-07,"Fox River, Iowa, United States",1.41509433962264,40.6114,-91.9299,"40.6114,-91.9299",KEOSAUQUA,2013-10-06
2013-10-07,"Hampton, Iowa, United States",1.4409221902017297,42.7419,-93.2024,"42.7419,-93.2024",HAMPTON,2013-10-06
2013-10-07,"Cedar River, Iowa, United States",0.0,41.2831,-91.3468,"41.2831,-91.3468",COLUMBUS JUNCTION,2013-10-06
2013-10-07,"West Des Moines, Iowa, United States",0.6236544685583199,41.5772,-93.7113,"41.5772,-93.7113",WEST DES MOINES,2013-10-06
2013-10-07,"Hardin County, Iowa, United States",0.45903954802259994,42.3833,-93.2508,"42.3833,-93.2508",HUBBARD,2013-10-06
2013-10-07,"Polk County, Iowa, United States",0.2391665163866659,41.6833,-93.5835,"41.6833,-93.5835",ANKENY,2013-10-06
2013-10-07,"Johnson County Jail, Iowa, United States",0.9009009009009008,41.655,-91.5366,"41.655,-91.5366",IOWA CITY,2013-10-06
2013-10-07,"Oskaloosa, Iowa, United States",0.8865248226950365,41.2964,-92.6444,"41.2964,-92.6444",OSKALOOSA,2013-10-06
2013-10-08,"Lake Cornelia, Iowa, United States",2.16867469879518,42.7869,-93.6893,"42.7869,-93.6893",CLARION,2013-10-06
2013-10-08,"Anamosa, Iowa, United States",1.12179487179487,42.1083,-91.2852,"42.1083,-91.2852",ANAMOSA,2013-10-06
2013-10-08,"Plymouth County, Iowa, United States",1.1464968152866202,42.7333,-96.2336,"42.7333,-96.2336",MERRILL,2013-10-06
2013-10-08,"Sac City, Iowa, United States",1.1979166666666652,42.4222,-94.9897,"42.4222,-94.9897",SAC CITY,2013-10-06
2013-10-08,"Elk Horn, Iowa, United States",0.2688172043010755,41.5917,-95.06,"41.5917,-95.06",EXIRA,2013-10-06
2013-10-08,"Iowa Wesleyan College, Iowa, United States",9.433962264150939,40.9725,-91.5524,"40.9725,-91.5524",MOUNT PLEASANT,2013-10-06
2013-10-08,"Howard County, Iowa, United States",1.3,43.35,-92.3168,"43.35,-92.3168",ELMA,2013-10-06
2013-10-09,"Marshalltown, Iowa, United States",3.21637426900585,42.0494,-92.90799999999999,"42.0494,-92.90799999999999",MARSHALLTOWN,2013-10-06
2013-10-09,"Tama County Sheriff Office, Iowa, United States",0.3584229390681,41.9958,-92.5796,"41.9958,-92.5796",TOLEDO,2013-10-06
2013-10-09,"State Center, Iowa, United States",3.77358490566038,42.0167,-93.1635,"42.0167,-93.1635",STATE CENTER,2013-10-06
2013-10-09,"Hardin County, Iowa, United States",2.33463035019455,42.3833,-93.2508,"42.3833,-93.2508",HUBBARD,2013-10-06
2013-10-10,"Columbus Junction, Iowa, United States",0.67873303167421,41.28,-91.3607,"41.28,-91.3607",COLUMBUS JUNCTION,2013-10-06
2013-10-10,"Olmsted Center, Iowa, United States",1.2380952380952366,41.6019,-93.6566,"41.6019,-93.6566",DES MOINES,2013-10-06
2013-10-11,"Faith Baptist Bible College, Iowa, United States",0.9561752988047801,41.7361,-93.6266,"41.7361,-93.6266",ANKENY,2013-10-06
2013-10-11,"Tama County Sheriff Office, Iowa, United States",0.0,41.9958,-92.5796,"41.9958,-92.5796",TOLEDO,2013-10-06
2013-10-11,"Sioux Center, Iowa, United States",1.1933580756481537,43.0797,-96.1756,"43.0797,-96.1756",SIOUX CENTER,2013-10-06
2013-10-12,"Beloit, Iowa, United States",4.6242774566474,43.2814,-96.5748,"43.2814,-96.5748",INWOOD,2013-10-06
2013-10-12,"Muscatine County, Iowa, United States",1.17056856187291,41.4667,-91.1335,"41.4667,-91.1335",MUSCATINE,2013-10-06
2013-10-12,"Lee County, Iowa, United States",4.6594982078853,40.65,-91.4835,"40.65,-91.4835",DONNELLSON,2013-10-06
2013-10-12,"Garwin, Iowa, United States",0.5568814638027033,42.0936,-92.6758,"42.0936,-92.6758",GLADBROOK,2013-10-06
2013-10-12,"Waterloo, Iowa, United States",2.3946538552764998,42.4928,-92.34299999999999,"42.4928,-92.34299999999999",WATERLOO,2013-10-06
2013-10-12,"Fort Dodge, Iowa, United States",0.17857142857142852,42.4975,-94.16799999999999,"42.4975,-94.16799999999999",FORT DODGE,2013-10-06
2013-10-13,"Forest City, Iowa, United States",4.31034482758621,43.2625,-93.6372,"43.2625,-93.6372",FOREST CITY,2013-10-13
2013-10-13,"Prairie Lakes, Iowa, United States",2.42668262889102,42.4778,-92.4588,"42.4778,-92.4588",CEDAR FALLS,2013-10-13
2013-10-13,"Wichita, Iowa, United States",0.50825921219822,41.7333,-94.6041,"41.7333,-94.6041",GUTHRIE CENTER,2013-10-13
2013-10-13,"Mercy Medical Center, Iowa, United States",0.4546843395026347,41.5988,-93.6233,"41.5988,-93.6233",DES MOINES,2013-10-13
2013-10-14,"Jordan House, Iowa, United States",3.80078636959371,41.5597,-93.7352,"41.5597,-93.7352",WEST DES MOINES,2013-10-13
2013-10-14,"Van Buren County, Iowa, United States",0.529100529100529,40.7506,-91.9668,"40.7506,-91.9668",KEOSAUQUA,2013-10-13
2013-10-14,"Fort Dodge, Iowa, United States",0.7718282682103232,42.4975,-94.16799999999999,"42.4975,-94.16799999999999",FORT DODGE,2013-10-13
2013-10-14,"West Branch, Iowa, United States",1.21527777777778,41.6714,-91.3465,"41.6714,-91.3465",WEST BRANCH,2013-10-13
2013-10-14,"Waterloo, Iowa, United States",0.12263236691045605,42.4928,-92.34299999999999,"42.4928,-92.34299999999999",WATERLOO,2013-10-13
2013-10-14,"Muscatine County, Iowa, United States",0.625,41.4667,-91.1335,"41.4667,-91.1335",MUSCATINE,2013-10-13
2013-10-14,"Camp Dodge, Iowa, United States",6.35838150289017,41.6997,-93.7074,"41.6997,-93.7074",JOHNSTON,2013-10-13
2013-10-15,"Chickasaw, Iowa, United States",1.4450867052023102,43.0339,-92.4952,"43.0339,-92.4952",NASHUA,2013-10-13
2013-10-15,"Camanche, Iowa, United States",1.473684210526315,41.7881,-90.2562,"41.7881,-90.2562",CAMANCHE,2013-10-13
2013-10-15,"Libertyville, Iowa, United States",0.0,40.9575,-92.0513,"40.9575,-92.0513",FAIRFIELD,2013-10-13
2013-10-15,"Cedar Falls, Iowa, United States",0.7011311178146521,42.5278,-92.4455,"42.5278,-92.4455",CEDAR FALLS,2013-10-13
2013-10-15,"Center Point, Iowa, United States",0.9422928926236585,42.1908,-91.7852,"42.1908,-91.7852",CENTER POINT,2013-10-13
2013-10-15,"Oelwein Police Department, Iowa, United States",0.0,42.6778,-91.9171,"42.6778,-91.9171",OELWEIN,2013-10-13
2013-10-16,"Lyon County, Iowa, United States",1.021209740769835,43.3833,-96.2509,"43.3833,-96.2509",ALVORD,2013-10-13
2013-10-16,"Grundy Center, Iowa, United States",2.68595041322314,42.3616,-92.7685,"42.3616,-92.7685",GRUNDY CENTER,2013-10-13
2013-10-16,"Jordan Creek, Iowa, United States",0.2499038831218767,42.0261,-92.596,"42.0261,-92.596",TOLEDO,2013-10-13
2013-10-16,"Spirit Lake, Iowa, United States",0.9479606188466948,43.4222,-95.1022,"43.4222,-95.1022",SPIRIT LAKE,2013-10-13
2013-10-16,"Clarinda High School, Iowa, United States",0.5783385909568867,40.7392,-95.0497,"40.7392,-95.0497",CLARINDA,2013-10-13
2013-10-16,"Portland, Iowa, United States",0.18717522627676053,43.1286,-93.1235,"43.1286,-93.1235",MASON CITY,2013-10-13
2013-10-16,"Palo Alto County, Iowa, United States",0.35991140642303504,43.0833,-94.6669,"43.0833,-94.6669",EMMETSBURG,2013-10-13
2013-10-16,"Storm Lake, Iowa, United States",1.69491525423729,42.6411,-95.2097,"42.6411,-95.2097",STORM LAKE,2013-10-13
2013-10-16,"Baker Hall, Iowa, United States",0.75107296137339,42.5136,-92.4602,"42.5136,-92.4602",CEDAR FALLS,2013-10-13
2013-10-16,"Obrien County, Iowa, United States",2.09205020920502,43.0833,-95.6336,"43.0833,-95.6336",PRIMGHAR,2013-10-13
2013-10-16,"Mercy Hospital, Iowa, United States",1.8489170628631801,41.6641,-91.5285,"41.6641,-91.5285",IOWA CITY,2013-10-13
2013-10-16,"Des Moines International Airport, Iowa, United States",3.75,41.5393,-93.6586,"41.5393,-93.6586",WEST DES MOINES,2013-10-13
